region_id,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
CED101,1185,1072,2257,4015,3523,7538,1121,1138,2259,462,513,975,5598,5174,10772,2996,3025,6021,1288,1031,2319,644,702,1346,4928,4758,9686,418,377,795,226,424,650,554,229,783,485,758,1243,33,15,48,1716,1803,3519,2352,2747,5099,670,705,1375,249,256,505,620,765,1385,33,48,81,3924,4521,8445,223,233,456,269,521,790,7,13,20,499,767,1266,4557,4620,9177,22407,22715,45122
CED102,1123,1046,2169,3268,2960,6228,1260,1244,2504,539,506,1045,5067,4710,9777,2211,2248,4459,1227,1171,2398,543,487,1030,3981,3906,7887,361,320,681,294,390,684,474,216,690,568,707,1275,30,19,49,1727,1652,3379,1843,1958,3801,753,619,1372,199,210,409,695,770,1465,42,39,81,3532,3596,7128,307,278,585,318,421,739,9,18,27,634,717,1351,5290,5083,10373,21354,20710,42064
CED103,1341,1143,2484,3716,3494,7210,1310,1308,2618,454,384,838,5480,5186,10666,2868,2595,5463,1335,1110,2445,615,657,1272,4818,4362,9180,318,278,596,248,447,695,418,212,630,574,842,1416,15,19,34,1573,1798,3371,3716,4294,8010,1077,1041,2118,314,347,661,966,1154,2120,42,49,91,6115,6885,13000,166,203,369,287,489,776,11,11,22,464,703,1167,3781,3738,7519,23572,23815,47387
CED104,1451,1328,2779,4285,4173,8458,958,920,1878,884,756,1640,6127,5849,11976,3319,3177,6496,1136,1098,2234,1392,1210,2602,5847,5485,11332,238,222,460,97,159,256,649,262,911,352,648,1000,19,14,33,1355,1305,2660,2178,2506,4684,329,409,738,267,278,545,717,1004,1721,19,15,34,3510,4212,7722,66,80,146,240,387,627,7,12,19,313,479,792,2210,2173,4383,20813,20831,41644
CED105,1378,1267,2645,4295,3822,8117,1729,1597,3326,962,941,1903,6986,6360,13346,3512,3440,6952,1495,1330,2825,630,599,1229,5637,5369,11006,600,548,1148,311,638,949,601,278,879,604,840,1444,62,38,100,2178,2342,4520,1757,2127,3884,438,497,935,207,264,471,408,491,899,29,34,63,2839,3413,6252,229,321,550,269,490,759,17,28,45,515,839,1354,7674,7045,14719,27207,26635,53842
CED106,1523,1363,2886,4369,4158,8527,917,887,1804,1617,1551,3168,6903,6596,13499,2306,2001,4307,937,1242,2179,2931,3112,6043,6174,6355,12529,199,191,390,141,254,395,300,205,505,368,727,1095,8,14,22,1016,1391,2407,2695,3021,5716,485,535,1020,295,300,595,892,1141,2033,22,27,49,4389,5024,9413,116,119,235,242,519,761,10,7,17,368,645,1013,3213,3384,6597,23586,24758,48344
CED107,1513,1369,2882,4258,3902,8160,1707,1624,3331,493,476,969,6458,6002,12460,3145,2904,6049,1402,1493,2895,726,780,1506,5273,5177,10450,202,263,465,96,229,325,774,435,1209,621,1034,1655,26,26,52,1719,1987,3706,801,1297,2098,162,272,434,118,227,345,461,915,1376,6,16,22,1548,2727,4275,42,64,106,147,307,454,4,12,16,193,383,576,6161,5020,11181,22865,22665,45530
CED108,1265,1160,2425,4155,3847,8002,793,740,1533,756,716,1472,5704,5303,11007,3085,2911,5996,558,611,1169,764,793,1557,4407,4315,8722,228,222,450,89,192,281,717,364,1081,516,685,1201,19,15,34,1569,1478,3047,899,1165,2064,302,439,741,161,213,374,480,800,1280,7,12,19,1849,2629,4478,66,91,157,179,337,516,4,6,10,249,434,683,3297,3371,6668,18340,18690,37030
CED109,1559,1381,2940,5557,4995,10552,1967,1831,3798,764,755,1519,8288,7581,15869,3976,3865,7841,2066,2006,4072,643,632,1275,6685,6503,13188,554,524,1078,307,562,869,724,405,1129,696,1049,1745,39,31,70,2320,2571,4891,1295,1657,2952,342,462,804,215,240,455,465,632,1097,18,30,48,2335,3021,5356,200,236,436,282,448,730,19,17,36,501,701,1202,6336,6161,12497,28024,27919,55943
CED110,1459,1352,2811,3951,3787,7738,1228,1179,2407,281,274,555,5460,5240,10700,2725,2678,5403,976,1009,1985,413,431,844,4114,4118,8232,203,230,433,94,191,285,730,327,1057,494,738,1232,14,21,35,1535,1507,3042,1232,1632,2864,241,385,626,215,278,493,623,891,1514,18,15,33,2329,3201,5530,68,86,154,247,430,677,3,9,12,318,525,843,3670,3743,7413,18885,19686,38571
CED111,1279,1217,2496,3830,3688,7518,1077,991,2068,707,622,1329,5614,5301,10915,3285,3258,6543,704,729,1433,755,733,1488,4744,4720,9464,210,282,492,170,360,530,574,389,963,593,1190,1783,21,21,42,1568,2242,3810,321,586,907,173,348,521,56,115,171,280,635,915,3,7,10,833,1691,2524,56,118,174,151,363,514,3,12,15,210,493,703,4798,4548,9346,19046,20212,39258
CED112,1501,1493,2994,4225,3856,8081,1130,1160,2290,516,463,979,5871,5479,11350,2856,2751,5607,1305,1340,2645,530,473,1003,4691,4564,9255,297,314,611,195,300,495,774,360,1134,558,806,1364,20,18,38,1844,1798,3642,3064,3166,6230,1188,912,2100,271,280,551,721,1054,1775,22,27,49,5266,5439,10705,106,106,212,214,409,623,3,10,13,323,525,848,4215,4014,8229,23711,23312,47023
CED113,1662,1518,3180,4475,4370,8845,1018,1007,2025,602,550,1152,6095,5927,12022,3562,3375,6937,871,939,1810,536,603,1139,4969,4917,9886,211,247,458,89,235,324,672,345,1017,463,801,1264,16,27,43,1451,1655,3106,710,978,1688,222,433,655,151,193,344,360,787,1147,10,12,22,1453,2403,3856,52,93,145,187,435,622,5,8,13,244,536,780,4438,4683,9121,20312,21639,41951
CED114,1129,1045,2174,3861,3760,7621,1018,932,1950,491,491,982,5370,5183,10553,2983,2909,5892,1107,1129,2236,492,491,983,4582,4529,9111,162,176,338,70,134,204,632,364,996,608,1074,1682,27,12,39,1499,1760,3259,315,476,791,185,286,471,77,121,198,496,988,1484,5,9,14,1078,1880,2958,73,70,143,176,421,597,7,7,14,256,498,754,5054,4527,9581,18968,19422,38390
CED115,1224,1164,2388,3798,3718,7516,1170,1042,2212,543,569,1112,5511,5329,10840,3299,3206,6505,564,636,1200,604,615,1219,4467,4457,8924,231,272,503,131,241,372,638,444,1082,603,1119,1722,23,25,48,1626,2101,3727,341,921,1262,122,275,397,82,132,214,285,640,925,5,8,13,835,1976,2811,76,75,151,140,304,444,4,12,16,220,391,611,5051,4822,9873,18934,20240,39174
CED116,1144,1088,2232,4770,4333,9103,1265,1246,2511,536,535,1071,6571,6114,12685,4557,4281,8838,1142,1197,2339,455,458,913,6154,5936,12090,602,557,1159,232,567,799,568,275,843,530,771,1301,33,40,73,1965,2210,4175,1702,2182,3884,266,387,653,189,246,435,262,406,668,22,26,48,2441,3247,5688,198,329,527,208,462,670,22,21,43,428,812,1240,6288,6213,12501,24991,25620,50611
CED117,1396,1237,2633,4206,4007,8213,663,586,1249,523,486,1009,5392,5079,10471,3236,3224,6460,684,734,1418,581,595,1176,4501,4553,9054,216,195,411,77,194,271,657,378,1035,513,851,1364,24,29,53,1487,1647,3134,470,665,1135,134,333,467,87,117,204,311,708,1019,9,9,18,1011,1832,2843,58,82,140,155,361,516,7,4,11,220,447,667,4969,4518,9487,18976,19313,38289
CED118,1109,982,2091,3071,2882,5953,963,873,1836,343,329,672,4377,4084,8461,1606,1612,3218,809,844,1653,610,438,1048,3025,2894,5919,323,336,659,324,459,783,316,237,553,672,918,1590,24,18,42,1659,1968,3627,2018,2376,4394,1154,1266,2420,236,314,550,1336,2062,3398,31,24,55,4775,6042,10817,297,264,561,358,603,961,17,11,28,672,878,1550,5828,5241,11069,21445,22089,43534
CED119,1815,1598,3413,5275,4860,10135,1706,1696,3402,573,502,1075,7554,7058,14612,3380,3146,6526,1435,1545,2980,565,501,1066,5380,5192,10572,387,370,757,227,401,628,616,300,916,696,1034,1730,31,18,49,1957,2123,4080,1487,1806,3293,329,501,830,232,280,512,748,1021,1769,32,25,57,2828,3633,6461,230,289,519,316,520,836,9,17,26,555,826,1381,4726,3996,8722,24815,24426,49241
CED120,1508,1401,2909,4362,4105,8467,1582,1603,3185,499,476,975,6443,6184,12627,3233,3173,6406,1448,1387,2835,670,619,1289,5351,5179,10530,293,296,589,141,233,374,895,336,1231,562,712,1274,25,23,48,1916,1600,3516,1580,1996,3576,243,351,594,262,255,517,580,787,1367,18,18,36,2683,3407,6090,108,119,227,220,404,624,6,8,14,334,531,865,3775,3827,7602,22010,22129,44139
CED121,1492,1370,2862,4479,4150,8629,1446,1432,2878,484,464,948,6409,6046,12455,3282,3240,6522,1194,1164,2358,497,470,967,4973,4874,9847,172,236,408,81,185,266,778,459,1237,499,979,1478,25,22,47,1555,1881,3436,390,622,1012,130,238,368,72,130,202,340,745,1085,6,9,15,938,1744,2682,89,93,182,156,326,482,6,0,6,251,419,670,5078,4475,9553,20696,20809,41505
CED122,1524,1384,2908,4561,4241,8802,1224,1249,2473,608,519,1127,6393,6009,12402,3105,3185,6290,1014,1183,2197,489,501,990,4608,4869,9477,176,205,381,77,151,228,901,497,1398,553,831,1384,23,21,44,1730,1705,3435,344,605,949,71,269,340,98,184,282,336,590,926,9,3,12,858,1651,2509,58,74,132,154,347,501,8,9,17,220,430,650,5315,4454,9769,20648,20502,41150
CED123,1237,1099,2336,2597,2441,5038,1620,1496,3116,788,696,1484,5005,4633,9638,1381,1372,2753,1490,1462,2952,747,798,1545,3618,3632,7250,330,285,615,263,346,609,416,215,631,560,817,1377,25,23,48,1594,1686,3280,4870,4911,9781,1572,1320,2892,261,290,551,1022,1258,2280,39,42,81,7764,7821,15585,262,283,545,318,568,886,9,8,17,589,859,1448,7860,6340,14200,27667,26070,53737
CED124,1633,1488,3121,4619,4304,8923,1452,1491,2943,778,669,1447,6849,6464,13313,2798,2813,5611,1653,1687,3340,691,653,1344,5142,5153,10295,306,388,694,152,330,482,836,485,1321,593,884,1477,27,27,54,1914,2114,4028,857,1282,2139,278,406,684,151,251,402,431,751,1182,13,8,21,1730,2698,4428,81,140,221,210,449,659,6,11,17,297,600,897,5113,4982,10095,22678,23499,46177
CED125,1189,1098,2287,3418,3303,6721,1158,1101,2259,489,454,943,5065,4858,9923,2726,2586,5312,1209,1292,2501,390,427,817,4325,4305,8630,201,245,446,122,331,453,492,287,779,470,786,1256,18,16,34,1303,1665,2968,145,353,498,92,222,314,45,97,142,260,598,858,6,5,11,548,1275,1823,49,84,133,137,317,454,6,11,17,192,412,604,4038,4091,8129,16660,17704,34364
CED126,1651,1478,3129,4661,4549,9210,1294,1257,2551,849,840,1689,6804,6646,13450,3131,3328,6459,1488,1490,2978,687,657,1344,5306,5475,10781,319,308,627,91,205,296,847,383,1230,501,693,1194,26,20,46,1784,1609,3393,917,1301,2218,178,372,550,177,255,432,442,761,1203,12,25,37,1726,2714,4440,83,109,192,181,423,604,4,10,14,268,542,810,4481,4336,8817,22020,22800,44820
CED127,1555,1495,3050,4433,4006,8439,928,865,1793,1002,903,1905,6363,5774,12137,2368,2315,4683,1216,1155,2371,1212,1019,2231,4796,4489,9285,244,229,473,111,174,285,642,280,922,514,759,1273,11,15,26,1522,1457,2979,1174,1489,2663,230,307,537,157,200,357,558,869,1427,11,24,35,2130,2889,5019,98,117,215,258,503,761,5,14,19,361,634,995,3720,3702,7422,20447,20440,40887
CED128,1477,1337,2814,4356,4064,8420,974,988,1962,880,830,1710,6210,5882,12092,2971,2834,5805,1085,1077,2162,994,1024,2018,5050,4935,9985,286,358,644,145,283,428,879,414,1293,586,963,1549,21,17,38,1917,2035,3952,858,1227,2085,266,470,736,127,186,313,591,1098,1689,18,14,32,1860,2995,4855,84,94,178,216,459,675,3,5,8,303,558,861,4337,4192,8529,21154,21934,43088
CED129,1167,1114,2281,3739,3537,7276,1702,1715,3417,383,381,764,5824,5633,11457,3578,3512,7090,1528,1685,3213,332,341,673,5438,5538,10976,466,439,905,221,417,638,795,306,1101,527,682,1209,39,28,67,2048,1872,3920,1583,1986,3569,268,305,573,217,275,492,348,518,866,19,36,55,2435,3120,5555,236,305,541,223,407,630,20,17,37,479,729,1208,4507,4595,9102,21898,22601,44499
CED130,1717,1561,3278,4622,4348,8970,1640,1578,3218,812,744,1556,7074,6670,13744,2752,2667,5419,1690,1588,3278,1060,1016,2076,5502,5271,10773,279,228,507,103,263,366,580,262,842,416,682,1098,14,15,29,1392,1450,2842,1941,2234,4175,296,398,694,276,301,577,734,906,1640,26,25,51,3273,3864,7137,133,177,310,209,434,643,4,8,12,346,619,965,2654,2773,5427,21958,22208,44166
CED131,1460,1358,2818,4436,4152,8588,1287,1225,2512,657,655,1312,6380,6032,12412,3616,3250,6866,731,906,1637,804,888,1692,5151,5044,10195,213,258,471,146,326,472,594,376,970,588,1128,1716,22,20,42,1563,2108,3671,881,1394,2275,342,412,754,118,207,325,455,859,1314,9,18,27,1805,2890,4695,70,63,133,123,316,439,4,4,8,197,383,580,5214,5114,10328,21770,22929,44699
CED132,1204,1059,2263,3300,3121,6421,975,970,1945,412,364,776,4687,4455,9142,2274,2102,4376,739,753,1492,425,446,871,3438,3301,6739,259,287,546,170,253,423,553,328,881,603,788,1391,19,19,38,1604,1675,3279,2354,2899,5253,944,963,1907,272,356,628,863,1260,2123,13,20,33,4446,5498,9944,81,113,194,182,338,520,6,5,11,269,456,725,4509,4184,8693,20157,20628,40785
CED133,1431,1334,2765,3396,3176,6572,1075,934,2009,729,714,1443,5200,4824,10024,1126,1372,2498,1986,1106,3092,1377,1257,2634,4489,3735,8224,194,212,406,167,325,492,228,156,384,454,850,1304,11,12,23,1054,1555,2609,2132,2486,4618,661,880,1541,280,304,584,1351,1605,2956,22,45,67,4446,5320,9766,155,186,341,373,638,1011,7,14,21,535,838,1373,4456,4506,8962,21611,22112,43723
CED134,1228,1103,2331,3588,3453,7041,1299,1239,2538,479,463,942,5366,5155,10521,3037,3035,6072,1102,1233,2335,348,311,659,4487,4579,9066,153,240,393,138,349,487,495,341,836,544,964,1508,26,22,48,1356,1916,3272,544,791,1335,286,467,753,100,158,258,357,762,1119,3,9,12,1290,2187,3477,66,85,151,168,321,489,11,7,18,245,413,658,4329,4176,8505,18301,19529,37830
CED135,1624,1475,3099,4507,4274,8781,1958,1930,3888,387,356,743,6852,6560,13412,3684,3518,7202,696,700,1396,358,457,815,4738,4675,9413,164,221,385,91,234,325,637,429,1066,566,1214,1780,27,27,54,1485,2125,3610,165,490,655,62,207,269,71,164,235,331,653,984,4,12,16,633,1526,2159,58,62,120,133,331,464,11,10,21,202,403,605,6811,5861,12672,22345,22625,44970
CED136,1305,1186,2491,4066,3591,7657,1415,1439,2854,344,327,671,5825,5357,11182,2881,2708,5589,1323,1353,2676,691,430,1121,4895,4491,9386,461,419,880,377,639,1016,506,294,800,751,1025,1776,33,26,59,2128,2403,4531,2330,2436,4766,1017,964,1981,294,289,583,1009,1011,2020,45,41,86,4695,4741,9436,411,481,892,458,657,1115,19,25,44,888,1163,2051,7384,6526,13910,27120,25867,52987
CED137,1262,1213,2475,4076,3769,7845,755,759,1514,547,467,1014,5378,4995,10373,2992,3067,6059,542,612,1154,537,503,1040,4071,4182,8253,206,242,448,81,218,299,591,294,885,416,727,1143,19,11,30,1313,1492,2805,422,660,1082,119,272,391,91,157,248,304,596,900,7,7,14,943,1692,2635,52,74,126,126,344,470,7,5,12,185,423,608,4369,4404,8773,17521,18401,35922
CED138,1219,1134,2353,3252,3142,6394,1362,1327,2689,723,678,1401,5337,5147,10484,2533,2445,4978,1336,1328,2664,807,927,1734,4676,4700,9376,566,452,1018,449,569,1018,417,213,630,624,899,1523,32,30,62,2088,2163,4251,2975,3196,6171,1276,1023,2299,352,339,691,1086,1180,2266,50,35,85,5739,5773,11512,570,493,1063,426,716,1142,21,29,50,1017,1238,2255,8604,6525,15129,28680,26680,55360
CED139,1146,1051,2197,3801,3508,7309,1044,1093,2137,698,758,1456,5543,5359,10902,2870,2691,5561,1158,1198,2356,512,577,1089,4540,4466,9006,184,197,381,162,351,513,403,253,656,495,985,1480,25,9,34,1269,1795,3064,470,721,1191,287,565,852,71,97,168,371,909,1280,3,11,14,1202,2303,3505,80,137,217,196,431,627,6,4,10,282,572,854,4588,4682,9270,18570,20228,38798
CED140,1463,1414,2877,4416,4198,8614,1923,1741,3664,403,368,771,6742,6307,13049,3286,3191,6477,1326,1476,2802,463,452,915,5075,5119,10194,395,269,664,162,265,427,835,452,1287,667,1135,1802,25,21,46,2084,2142,4226,697,1475,2172,206,336,542,120,202,322,461,803,1264,19,8,27,1503,2824,4327,142,89,231,149,307,456,10,6,16,301,402,703,5548,4638,10186,22716,22846,45562
CED141,1345,1264,2609,3911,3672,7583,723,748,1471,660,637,1297,5294,5057,10351,3087,3151,6238,694,582,1276,675,695,1370,4456,4428,8884,204,206,410,85,202,287,646,343,989,454,756,1210,7,17,24,1396,1524,2920,762,1147,1909,265,485,750,168,197,365,483,927,1410,4,9,13,1682,2765,4447,89,104,193,194,442,636,5,8,13,288,554,842,4671,4962,9633,19132,20554,39686
CED142,1229,1208,2437,4106,3893,7999,827,732,1559,386,376,762,5319,5001,10320,3204,3194,6398,696,652,1348,458,445,903,4358,4291,8649,169,254,423,62,195,257,669,332,1001,413,661,1074,21,17,38,1334,1459,2793,723,1010,1733,187,364,551,130,203,333,354,662,1016,13,8,21,1407,2247,3654,43,76,119,161,291,452,4,6,10,208,373,581,3520,3779,7299,17375,18358,35733
CED143,741,707,1448,1630,1618,3248,472,501,973,403,360,763,2505,2479,4984,766,701,1467,372,562,934,533,490,1023,1671,1753,3424,578,583,1161,656,868,1524,255,209,464,817,997,1814,19,24,43,2325,2681,5006,4338,5432,9770,2253,2129,4382,371,420,791,2007,2259,4266,40,36,76,9009,10276,19285,829,1076,1905,683,876,1559,26,21,47,1538,1973,3511,11584,9351,20935,29373,29220,58593
CED144,1424,1347,2771,3994,3855,7849,1056,1081,2137,568,467,1035,5618,5403,11021,3137,2983,6120,1040,1099,2139,535,749,1284,4712,4831,9543,240,286,526,100,275,375,730,399,1129,468,813,1281,21,18,39,1559,1791,3350,551,789,1340,163,293,456,129,143,272,316,609,925,3,5,8,1162,1839,3001,67,91,158,149,381,530,7,9,16,223,481,704,3968,4129,8097,18666,19821,38487
CED145,1659,1537,3196,3788,3736,7524,898,958,1856,1044,860,1904,5730,5554,11284,1480,1561,3041,1231,1082,2313,1400,1329,2729,4111,3972,8083,190,160,350,155,248,403,345,210,555,530,774,1304,18,8,26,1238,1400,2638,1506,1715,3221,451,597,1048,237,232,469,1030,1394,2424,12,16,28,3236,3954,7190,125,166,291,323,638,961,10,15,25,458,819,1277,4936,4888,9824,21368,22124,43492
CED146,1291,1180,2471,3767,3446,7213,1754,1605,3359,1038,1023,2061,6559,6074,12633,3016,2966,5982,1646,1497,3143,909,880,1789,5571,5343,10914,618,458,1076,460,621,1081,511,245,756,571,810,1381,42,37,79,2202,2171,4373,2441,2696,5137,1037,758,1795,240,243,483,656,720,1376,43,48,91,4417,4465,8882,448,401,849,385,613,998,22,23,45,855,1037,1892,7238,6716,13954,28133,26986,55119
CED147,1179,1204,2383,1760,1654,3414,569,613,1182,1679,1578,3257,4008,3845,7853,517,457,974,520,716,1236,2080,2064,4144,3117,3237,6354,172,175,347,233,303,536,212,158,370,551,623,1174,12,10,22,1180,1269,2449,1568,1917,3485,761,951,1712,237,314,551,1411,1785,3196,30,35,65,4007,5002,9009,194,287,481,421,650,1071,12,12,24,627,949,1576,9719,9057,18776,23837,24563,48400
CED148,1407,1284,2691,4831,4481,9312,1301,1310,2611,946,937,1883,7078,6728,13806,3631,3549,7180,1525,1442,2967,733,733,1466,5889,5724,11613,449,445,894,204,467,671,697,324,1021,568,780,1348,31,33,64,1949,2049,3998,1323,1696,3019,277,418,695,196,264,460,445,612,1057,17,22,39,2258,3012,5270,130,172,302,196,417,613,14,18,32,340,607,947,5710,5951,11661,24631,25355,49986
CED194,36,39,75,157,140,297,20,13,33,19,21,40,196,174,370,119,121,240,16,14,30,17,13,30,152,148,300,42,33,75,27,31,58,28,33,61,34,73,107,3,3,6,134,173,307,95,136,231,57,63,120,13,13,26,44,63,107,0,4,4,209,279,488,27,34,61,23,34,57,5,0,5,55,68,123,1956,864,2820,2738,1745,4483
