CED_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
CED202,314,665,436,284,409,104,40,2256,41,42,21,22,23,7,3,154,7,15,23,10,13,0,3,69,462,1019,764,515,870,269,104,3997,27,99,57,29,26,13,3,251,65,150,74,49,53,10,3,408,92,245,134,81,76,22,9,655,552,1261,893,600,946,292,113,4660,928,795,431,275,271,74,26,2794,15,16,3,5,7,0,0,44,1496,2065,1326,880,1227,363,141,7498
CED203,200,343,255,157,232,134,60,1385,26,16,10,4,3,8,8,81,4,8,4,4,3,4,0,29,343,607,484,318,517,328,191,2793,14,33,27,18,22,14,11,138,19,44,21,22,24,8,11,142,35,74,49,37,39,17,21,280,375,681,528,358,556,346,213,3069,419,395,214,167,199,121,83,1605,10,4,3,6,7,0,4,38,808,1083,749,534,761,464,296,4703
CED204,286,664,430,290,405,120,34,2229,49,48,29,17,14,6,3,171,9,9,9,5,7,0,3,40,438,985,734,551,840,281,108,3939,25,67,47,21,39,3,0,211,53,86,53,27,39,11,0,277,79,157,100,51,87,13,0,486,516,1139,834,607,928,298,109,4425,878,804,413,251,288,80,23,2731,6,6,6,3,9,0,0,34,1397,1947,1252,861,1221,381,131,7188
CED205,135,290,251,194,255,151,86,1362,23,6,4,5,13,7,14,75,14,8,12,13,13,11,12,75,333,581,516,403,610,417,270,3123,27,55,23,21,44,17,14,209,33,65,37,34,34,31,9,242,56,118,66,56,76,56,23,449,390,697,580,450,686,470,292,3571,538,501,352,259,359,249,137,2390,8,8,8,10,6,0,3,49,937,1210,940,722,1048,726,433,6018
CED206,203,349,292,229,312,144,71,1598,18,8,23,10,14,9,6,89,13,28,24,14,25,15,7,120,376,706,607,465,734,390,229,3514,35,74,36,39,42,26,12,263,40,109,62,38,66,29,9,350,80,178,96,77,107,55,21,618,455,882,711,539,846,448,251,4132,858,909,557,340,497,248,151,3553,13,22,15,8,6,3,5,85,1324,1819,1284,892,1349,701,408,7765
CED207,250,580,400,250,379,135,51,2034,27,20,16,11,25,10,3,112,6,8,10,7,14,4,3,56,378,887,702,509,835,355,140,3801,8,28,26,21,22,15,6,123,36,48,37,21,23,3,3,174,48,83,62,36,44,15,9,299,421,963,767,548,881,374,147,4099,497,470,247,163,221,78,28,1707,3,6,7,4,4,5,4,37,918,1441,1022,719,1107,457,174,5849
CED208,105,283,259,159,250,196,109,1347,14,12,12,5,12,14,10,70,5,6,6,5,8,14,10,53,215,562,498,354,615,514,285,3031,14,15,16,13,26,20,17,131,22,30,17,23,20,26,10,154,31,48,39,37,53,51,31,287,243,611,541,386,665,561,311,3316,262,335,212,176,271,173,97,1516,6,4,0,3,0,0,4,19,510,945,746,562,929,736,414,4856
CED209,263,514,391,278,380,117,51,1999,24,23,15,5,21,3,6,99,0,7,12,7,10,6,0,40,385,817,663,487,765,278,123,3517,12,38,29,27,18,12,0,136,25,53,40,18,22,0,7,159,31,90,67,45,47,11,5,298,417,907,731,527,807,289,130,3817,441,449,238,176,186,58,15,1558,3,12,3,3,10,3,0,36,862,1365,976,704,1002,348,150,5410
CED210,322,542,400,266,387,127,52,2095,52,35,23,7,32,6,5,164,8,15,14,11,9,3,0,61,520,900,699,536,848,302,133,3933,22,75,49,35,51,8,5,253,55,108,65,36,41,11,3,319,82,179,112,69,92,22,11,564,600,1082,814,602,940,322,144,4500,958,877,430,322,376,115,61,3139,18,27,17,9,8,3,3,81,1575,1988,1258,935,1323,444,202,7730
CED211,157,351,268,218,310,165,79,1549,13,6,7,4,11,7,3,48,10,12,7,9,10,10,5,58,296,631,533,464,729,418,258,3335,3,16,24,8,22,7,8,91,26,56,30,14,20,12,7,165,29,73,52,25,40,20,14,260,325,707,588,487,774,442,272,3589,328,299,192,135,201,98,65,1305,7,8,3,3,7,0,0,24,652,1009,776,628,982,536,339,4922
CED212,263,562,377,256,394,140,54,2046,37,20,15,17,16,11,3,115,15,16,11,10,13,3,3,73,462,920,713,529,887,371,168,4049,28,40,46,23,35,15,7,183,58,100,63,38,34,9,0,296,84,134,106,60,63,25,5,484,546,1054,821,593,947,397,171,4535,686,605,365,201,273,82,41,2260,8,19,11,4,7,0,0,56,1241,1681,1198,796,1232,483,210,6844
CED213,270,636,472,332,387,109,46,2250,27,30,20,8,16,8,4,109,10,16,19,12,18,0,0,74,415,947,750,567,777,242,91,3788,13,41,31,24,33,3,5,151,39,89,55,30,20,4,3,240,53,135,88,59,52,6,4,394,468,1082,834,624,828,252,94,4178,597,615,294,193,216,52,20,1979,7,20,11,8,9,3,0,61,1070,1714,1135,823,1052,306,115,6221
CED214,189,383,240,177,257,146,69,1462,35,15,3,9,12,8,4,85,8,9,9,10,9,11,5,55,409,792,521,392,637,369,209,3322,26,56,39,36,44,33,14,252,34,91,63,30,53,24,18,310,65,147,107,66,92,59,31,561,467,937,623,461,725,425,243,3888,593,547,288,199,265,138,90,2124,17,18,13,11,10,4,3,72,1075,1508,923,668,1007,567,334,6084
CED215,271,541,353,272,365,81,15,1901,37,23,22,17,22,4,4,126,12,21,5,9,9,0,0,61,437,838,606,528,754,176,44,3384,32,70,53,37,51,15,0,255,55,137,77,38,54,11,0,370,85,205,130,78,109,24,0,628,520,1042,735,608,864,196,48,4011,945,805,363,262,289,61,15,2730,19,19,9,10,4,3,0,55,1481,1865,1113,876,1157,253,57,6796
CED216,113,305,242,183,261,156,83,1338,14,10,8,6,11,5,6,58,3,4,8,8,6,4,8,43,233,608,539,399,649,417,256,3097,7,22,15,15,22,13,7,99,5,33,17,14,17,8,3,103,14,59,38,27,43,22,12,202,244,665,574,428,691,433,266,3299,168,184,145,123,151,92,72,931,7,3,3,0,0,0,3,23,417,847,721,548,839,532,340,4248
CED217,370,637,423,286,409,193,92,2412,45,30,22,22,27,16,4,163,23,29,18,13,24,11,5,124,709,1262,899,621,977,471,236,5169,63,114,72,51,60,32,11,400,76,189,108,69,76,28,17,567,138,305,176,125,140,59,24,964,847,1565,1071,740,1118,531,262,6135,1435,1405,728,390,504,224,108,4794,38,38,22,8,12,7,0,120,2319,3017,1817,1147,1624,761,377,11056
CED218,107,234,139,117,166,134,83,978,14,8,5,11,10,5,3,53,3,5,3,6,6,7,0,33,212,476,324,280,427,359,236,2303,6,14,8,10,12,8,3,71,6,22,11,7,15,5,8,81,11,41,21,22,31,15,14,151,226,514,344,294,455,376,249,2458,163,209,148,111,144,94,75,953,0,3,3,0,0,3,4,14,390,732,498,406,599,470,322,3424
CED219,335,555,413,295,382,144,59,2184,39,31,19,10,14,7,6,132,25,26,27,16,22,10,6,123,623,1087,797,642,925,406,206,4685,66,102,80,42,76,26,10,401,97,125,78,35,45,13,9,410,163,226,159,79,115,43,21,806,789,1313,963,725,1036,445,225,5490,1103,1034,507,352,482,204,116,3798,25,37,25,20,13,7,0,124,1915,2378,1486,1092,1533,656,345,9411
CED220,136,354,271,224,291,189,79,1545,20,13,9,10,15,6,14,89,11,21,12,8,16,9,9,89,323,697,588,455,703,483,247,3490,15,31,25,15,31,26,9,152,19,64,37,11,19,17,7,178,42,91,58,30,47,45,21,328,360,794,651,478,744,522,266,3819,403,416,255,178,234,136,76,1697,13,20,16,11,3,3,3,65,783,1230,921,672,988,660,338,5590
CED221,261,586,384,241,350,76,15,1908,33,41,22,12,17,4,0,120,12,12,15,8,18,0,0,71,408,973,675,502,737,174,48,3505,24,65,47,28,42,3,0,203,56,93,44,24,16,8,3,243,79,153,95,50,55,9,4,448,485,1128,763,551,789,182,47,3947,662,646,347,220,230,58,9,2172,27,16,10,14,6,0,0,67,1172,1789,1117,783,1026,241,59,6195
CED222,233,481,308,212,299,154,74,1758,20,22,14,11,19,3,3,92,13,23,17,15,18,15,4,92,433,910,630,496,771,437,216,3886,12,34,25,16,34,17,9,154,30,62,52,22,36,15,9,222,48,98,71,40,67,31,12,381,478,1012,705,536,843,471,224,4262,572,479,254,179,228,125,86,1922,14,17,7,3,3,0,0,52,1062,1506,963,717,1069,600,316,6236
CED223,147,381,269,185,269,152,73,1483,16,3,4,5,7,8,3,54,6,7,9,8,9,16,6,60,259,651,541,425,652,410,229,3166,4,24,10,12,21,20,6,85,18,46,24,21,15,13,5,153,20,68,40,32,35,28,12,239,282,722,580,453,685,439,238,3410,281,332,191,128,141,86,52,1217,5,3,5,4,4,3,0,21,575,1063,774,587,830,531,296,4644
CED224,89,243,205,152,259,172,87,1210,14,10,9,8,7,6,3,53,0,12,5,3,4,7,3,39,180,538,462,368,639,438,249,2857,10,29,13,13,19,10,4,93,8,27,12,13,24,17,15,112,19,50,24,29,35,25,19,200,194,593,482,393,672,461,266,3065,149,226,188,137,230,126,108,1160,3,3,0,3,0,0,0,13,345,821,672,538,904,589,369,4233
CED225,235,486,357,266,374,159,48,1928,25,23,14,14,19,5,7,104,10,4,12,0,12,0,3,46,402,860,681,572,879,403,178,3981,10,29,12,17,33,7,9,119,35,68,39,24,23,12,3,198,51,91,56,39,56,20,15,313,449,948,736,616,936,422,195,4296,488,389,232,136,207,88,41,1588,3,3,9,3,7,0,0,27,937,1343,975,760,1145,508,236,5904
CED226,360,655,441,292,371,161,69,2354,56,34,19,15,19,11,4,155,27,36,20,17,20,12,3,147,826,1370,984,681,1001,520,253,5626,64,155,86,61,76,28,11,485,88,171,106,43,53,23,5,492,156,323,193,106,134,53,18,978,976,1693,1177,783,1133,570,276,6603,1320,1233,620,406,475,179,84,4319,43,32,11,12,20,11,4,135,2340,2962,1808,1201,1623,764,363,11063
CED227,235,488,305,220,307,69,13,1625,29,16,5,13,15,4,0,89,4,15,16,7,11,0,0,59,380,773,565,460,675,157,30,3028,22,60,41,17,25,7,0,175,35,86,35,35,32,4,0,233,57,148,80,52,58,14,0,406,438,917,638,516,727,170,35,3433,872,817,395,265,285,54,13,2702,14,17,18,10,7,3,0,67,1323,1755,1052,783,1020,225,50,6203
CED228,168,372,271,212,286,177,94,1585,24,18,13,11,11,3,4,77,14,22,20,20,28,17,11,144,351,758,571,437,684,434,286,3527,45,76,38,34,55,39,20,313,42,101,62,39,53,20,17,332,90,176,100,70,105,61,38,646,437,937,671,513,796,495,330,4173,682,637,357,294,344,191,115,2629,22,26,8,17,12,6,3,92,1140,1592,1046,820,1146,693,445,6888
CED229,389,744,530,368,461,171,69,2727,46,37,28,14,20,15,5,169,19,23,13,8,11,9,5,96,705,1278,997,790,1081,464,201,5515,36,67,41,39,45,14,4,245,65,99,54,37,27,4,5,289,101,166,97,72,74,26,6,534,809,1445,1095,857,1154,489,205,6057,1102,965,495,314,354,130,51,3406,12,15,10,8,3,0,0,54,1920,2424,1595,1177,1512,615,263,9517
CED230,343,692,459,294,399,111,34,2333,45,44,19,21,19,8,4,166,20,16,17,7,9,6,0,81,573,1062,739,572,893,292,92,4231,33,86,55,36,55,17,4,285,68,131,76,45,56,11,3,391,99,212,131,84,109,28,6,673,673,1279,869,658,1007,320,99,4899,1101,967,483,281,340,99,27,3299,16,21,19,13,3,3,0,74,1797,2261,1365,957,1350,421,123,8267
CED231,143,217,139,112,164,114,77,972,14,14,16,8,7,9,8,79,7,5,3,6,10,5,3,45,292,456,308,243,361,294,222,2175,24,31,19,19,33,20,20,166,33,80,30,29,33,29,17,256,55,111,48,48,73,49,32,417,355,566,357,288,432,344,251,2595,686,608,322,219,309,234,142,2511,25,17,14,10,10,8,0,77,1058,1189,691,514,752,581,397,5181
CED232,133,224,154,106,145,104,59,922,22,4,3,5,6,3,8,47,3,0,4,4,3,5,4,20,264,495,316,236,384,283,184,2158,10,28,20,10,15,10,5,107,19,33,19,15,11,9,8,105,30,63,39,21,28,21,11,213,287,555,349,259,412,308,195,2373,195,203,116,98,138,92,59,910,8,3,3,3,0,0,0,19,493,759,475,355,546,400,255,3295
CED233,101,277,219,166,233,154,98,1250,17,3,5,9,3,12,10,57,5,8,6,3,4,11,3,35,202,516,440,357,555,407,241,2722,7,23,3,7,14,8,8,75,11,26,16,14,24,12,3,108,18,53,22,27,37,20,12,180,221,562,465,381,592,430,250,2902,209,258,150,104,175,138,84,1113,3,3,3,5,6,0,0,21,432,822,612,484,768,572,338,4030
CED234,270,493,378,260,352,75,12,1841,36,25,13,12,22,8,3,122,7,15,16,5,18,3,0,63,445,845,695,488,785,173,38,3474,22,74,47,29,24,13,3,209,67,102,50,29,33,7,0,284,83,172,97,54,60,20,3,492,533,1020,788,545,843,194,40,3960,899,765,393,263,277,66,15,2682,17,32,19,13,6,0,0,92,1449,1818,1201,821,1130,258,56,6733
CED235,204,458,329,263,301,122,81,1758,33,26,15,4,11,12,5,102,13,19,17,15,13,9,4,93,412,794,608,503,692,361,230,3590,33,43,20,26,31,22,10,186,35,66,54,33,28,12,6,234,70,108,77,59,53,34,10,419,481,902,685,558,748,392,243,4009,654,689,397,246,288,157,96,2534,15,21,18,15,6,0,0,69,1148,1615,1099,823,1039,556,336,6616
CED236,232,465,358,245,339,76,16,1727,37,33,23,12,23,4,0,127,4,16,7,8,10,0,0,48,344,721,580,445,664,169,38,2960,13,45,31,27,26,3,0,155,28,106,45,34,31,11,0,252,42,149,75,60,56,12,0,400,381,872,662,503,724,186,38,3359,679,598,289,220,191,44,6,2033,11,20,13,7,5,7,0,61,1071,1486,965,730,921,231,45,5451
CED237,176,350,221,145,197,131,70,1296,22,25,7,5,7,8,3,78,8,8,4,10,8,5,3,48,315,637,478,341,509,343,169,2795,15,39,23,9,29,17,6,137,25,55,33,28,29,12,4,181,35,94,59,37,56,26,8,321,354,730,536,383,568,372,182,3122,352,324,261,156,231,117,69,1503,15,6,9,7,8,0,0,46,720,1059,801,542,805,487,250,4668
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,366,661,457,244,310,71,18,2129,70,56,28,22,12,4,3,206,18,22,16,17,21,0,0,89,729,1319,976,646,854,221,78,4821,112,235,125,70,68,6,4,619,127,182,62,51,44,4,4,470,243,418,185,116,104,12,8,1090,966,1732,1166,768,960,232,86,5908,1565,1429,684,375,393,83,28,4554,15,22,23,8,5,0,0,81,2553,3184,1869,1157,1358,314,107,10543
CED302,219,475,329,190,254,96,51,1604,17,15,8,11,9,9,7,75,10,15,10,11,8,3,0,69,413,989,718,522,753,313,156,3869,27,58,27,18,23,6,5,168,33,64,22,30,18,11,0,176,55,120,48,52,47,20,6,340,469,1106,768,570,800,330,158,4209,427,411,207,166,189,80,49,1532,13,21,11,11,3,0,0,50,908,1539,992,748,988,409,207,5793
CED303,253,494,388,258,318,89,30,1831,30,24,25,9,11,0,0,98,11,32,16,11,13,4,0,83,488,1023,814,584,826,266,113,4119,16,46,42,20,34,8,5,175,58,92,39,30,29,7,3,250,70,138,84,52,64,12,8,420,565,1159,896,634,891,280,114,4540,556,577,314,175,197,37,12,1871,8,10,10,3,0,0,0,29,1127,1742,1216,817,1091,319,133,6449
CED304,135,226,146,111,145,89,34,887,29,14,8,12,10,4,7,84,4,14,6,0,5,0,4,27,309,574,434,338,505,310,151,2619,13,24,17,9,15,14,3,88,14,27,23,11,13,3,4,90,25,49,34,18,24,14,7,182,337,624,475,356,529,323,155,2798,176,172,111,90,120,77,41,786,6,5,4,0,0,0,0,15,522,799,585,446,649,401,200,3598
CED305,269,534,351,241,273,29,11,1706,41,30,15,12,22,0,0,123,9,17,15,19,17,4,0,81,510,1027,751,549,737,93,34,3700,70,135,82,67,53,3,0,403,69,130,86,40,29,4,0,357,138,263,165,105,85,3,0,761,653,1288,913,657,824,100,32,4468,910,755,342,186,205,22,11,2428,24,14,16,8,0,0,0,65,1582,2063,1271,845,1028,123,38,6957
CED306,275,539,372,256,291,23,12,1771,26,42,19,13,19,0,0,118,8,21,12,9,10,0,0,62,496,1049,750,556,770,87,40,3745,67,152,92,64,50,3,0,426,80,152,67,36,25,8,0,378,145,303,157,103,77,10,0,801,641,1353,910,660,841,95,42,4543,938,786,399,209,195,18,0,2547,17,22,14,13,9,0,0,76,1597,2161,1324,878,1042,118,47,7169
CED307,223,566,366,222,301,100,39,1822,28,27,16,11,14,4,3,103,13,22,11,4,17,3,7,76,470,1043,803,549,797,263,120,4038,29,63,32,18,33,10,3,186,52,68,36,29,20,3,0,216,81,131,69,46,51,20,6,405,554,1173,873,593,850,282,122,4439,551,529,291,173,159,62,25,1792,12,7,0,3,3,0,0,26,1116,1715,1169,772,1004,336,147,6264
CED308,359,706,411,271,363,103,44,2261,32,41,20,10,27,13,4,146,16,16,12,14,8,7,3,73,655,1288,895,627,929,269,131,4789,47,101,52,29,34,6,7,276,78,171,91,40,40,13,0,423,120,274,142,70,71,22,7,701,774,1557,1034,696,1000,294,141,5495,901,780,349,215,278,69,45,2649,11,12,5,10,6,0,3,53,1684,2349,1388,922,1288,365,190,8190
CED309,293,713,478,327,424,64,41,2338,19,35,18,16,17,3,3,115,11,11,20,8,4,0,0,64,466,1148,883,644,865,173,90,4268,26,55,31,24,39,11,0,181,47,104,54,35,33,3,4,286,77,158,82,60,77,14,5,468,539,1313,964,700,934,186,99,4742,526,583,293,222,207,35,20,1896,3,12,6,5,0,0,0,36,1073,1906,1271,932,1145,224,118,6672
CED310,249,611,462,296,372,70,36,2092,27,26,24,12,20,3,4,122,9,13,7,13,23,0,4,76,392,961,765,555,798,158,69,3697,31,71,46,30,48,5,9,239,39,109,52,25,36,9,0,269,76,182,93,54,78,17,12,502,465,1139,859,612,877,175,82,4204,524,579,308,233,238,42,14,1946,4,10,5,8,12,3,0,38,992,1731,1174,850,1125,224,98,6189
CED311,259,503,313,197,250,14,6,1541,22,18,12,14,18,0,0,72,14,17,10,11,13,0,0,68,473,927,643,439,570,38,14,3104,50,149,91,57,70,3,0,419,91,123,50,38,25,3,0,332,141,274,137,100,96,7,0,754,613,1205,781,537,663,40,14,3852,1021,891,425,260,218,29,7,2845,20,29,13,8,8,0,0,82,1655,2121,1222,805,882,69,18,6778
CED312,405,710,428,267,332,67,25,2231,46,49,32,19,18,5,3,174,13,40,16,18,15,3,4,110,776,1443,914,640,891,229,106,4997,78,128,73,52,55,10,5,405,117,165,77,40,31,10,0,444,190,291,151,92,91,23,3,850,962,1730,1071,734,983,251,113,5846,1319,1131,515,341,344,80,30,3755,25,26,16,16,9,3,0,99,2314,2888,1597,1088,1334,334,140,9704
CED313,169,309,216,162,210,83,59,1219,35,18,7,9,14,10,5,86,3,15,6,6,3,3,0,48,352,688,556,449,629,293,180,3148,15,22,23,16,24,13,5,125,15,33,25,16,16,4,4,119,32,62,51,33,38,17,7,247,384,742,604,483,670,312,190,3397,298,291,195,119,140,59,45,1152,6,8,3,0,0,0,0,13,693,1040,803,606,813,372,236,4560
CED314,309,599,409,277,337,30,21,1985,30,34,18,9,13,3,0,115,13,13,14,10,12,6,3,62,512,1044,755,585,826,124,54,3906,57,103,56,38,46,13,3,313,50,128,53,40,23,8,0,300,103,233,107,77,68,22,6,615,616,1277,865,666,895,141,60,4521,908,835,396,258,291,60,30,2791,12,7,7,0,6,0,0,32,1538,2128,1270,924,1191,202,88,7344
CED315,294,580,370,239,327,73,35,1920,24,37,18,12,31,0,3,131,20,27,13,12,12,0,0,90,657,1271,874,668,895,232,97,4697,95,171,100,68,68,10,0,512,100,170,92,53,38,9,0,460,191,336,192,119,106,17,4,964,847,1611,1065,791,998,250,103,5664,1253,1152,518,344,302,80,30,3686,20,20,7,12,3,0,0,61,2119,2787,1590,1146,1310,325,131,9403
CED316,261,635,375,267,323,41,7,1913,26,31,21,11,15,3,0,98,14,22,17,8,15,0,3,82,415,1012,709,508,711,95,27,3473,61,174,120,64,101,4,3,529,104,152,88,60,45,3,0,449,168,328,205,121,141,14,8,977,582,1338,910,630,852,108,35,4453,1084,1076,604,354,327,38,25,3510,19,25,18,13,6,0,3,80,1681,2444,1541,995,1184,145,58,8044
CED317,272,522,385,227,274,13,8,1703,36,28,26,18,22,0,0,122,10,25,26,17,12,0,0,95,529,1042,832,542,673,56,20,3694,70,178,99,67,74,3,4,498,88,145,68,39,42,0,0,389,161,322,173,112,116,4,4,889,689,1371,1008,654,790,57,22,4585,1178,1142,565,369,279,14,7,3558,30,59,33,23,5,0,0,148,1898,2570,1604,1040,1075,72,29,8289
CED318,370,805,472,316,350,47,16,2383,31,28,19,13,25,6,0,123,20,30,23,18,12,0,3,104,730,1535,1007,720,932,131,65,5128,79,189,113,67,63,8,5,514,102,152,78,52,38,0,0,431,181,344,188,120,104,10,4,943,906,1879,1200,843,1038,139,67,6073,1405,1321,653,354,321,38,15,4105,47,36,23,17,9,0,0,138,2355,3236,1876,1221,1364,178,90,10317
