region_id,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_Tot_M_EO,C15_17F_O_E_Tot_M_O_EVWW,C15_17F_O_E_Tot_M_O_ENWNA,C15_17F_O_E_Tot_M_O_PENS,C15_17F_O_E_Tot_M_O_E_T,C15_17F_O_E_Tot_M_LPENS,C15_17F_O_E_Tot_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_Tot_M_EO,C15_17F_Tot_M_O_EVWW,C15_17F_Tot_M_O_ENWNA,C15_17F_Tot_M_O_PENS,C15_17F_Tot_M_O_E_T,C15_17F_Tot_M_LPENS,C15_17F_Tot_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_Tot_M_EO,C18_20F_O_E_Tot_M_O_EVWW,C18_20F_O_E_Tot_M_O_ENWNA,C18_20F_O_E_Tot_M_O_PENS,C18_20F_O_E_Tot_M_O_E_T,C18_20F_O_E_Tot_M_LPENS,C18_20F_O_E_Tot_M_Tot,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_Tot_M_EO,C18_20F_Tot_M_O_EVWW,C18_20F_Tot_M_O_ENWNA,C18_20F_Tot_M_O_PENS,C18_20F_Tot_M_O_E_T,C18_20F_Tot_M_LPENS,C18_20F_Tot_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_Tot_M_EO,C21_24F_O_E_Tot_M_O_EVWW,C21_24F_O_E_Tot_M_O_ENWNA,C21_24F_O_E_Tot_M_O_PENS,C21_24F_O_E_Tot_M_O_E_T,C21_24F_O_E_Tot_M_LPENS,C21_24F_O_E_Tot_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_Tot_M_EO,C21_24F_Tot_M_O_EVWW,C21_24F_Tot_M_O_ENWNA,C21_24F_Tot_M_O_PENS,C21_24F_Tot_M_O_E_T,C21_24F_Tot_M_LPENS,C21_24F_Tot_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_Tot_M_EO,TCF_O_E_Tot_M_O_EVWW,TCF_O_E_Tot_M_O_ENWNA,TCF_O_E_Tot_M_O_PENS,TCF_O_E_Tot_M_O_E_T,TCF_O_E_Tot_M_LPENS,TCF_O_E_Tot_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_Tot_M_EO,TCF_Tot_M_O_EVWW,TCF_Tot_M_O_ENWNA,TCF_Tot_M_O_PENS,TCF_Tot_M_O_E_T,TCF_Tot_M_LPENS,TCF_Tot_M_T
CED227,46,0,2942,50,137,8,0,145,0,195,3,20,17,0,37,0,40,3,0,0,4,4,0,7,56,157,25,4,186,0,242,3,0,0,0,0,4,7,2955,197,25,10,232,4,3191,485,6,0,0,6,0,491,7,30,4,0,34,0,41,3,7,9,0,16,0,19,3,0,0,0,0,0,3,13,37,13,0,50,0,63,0,3,0,0,3,0,3,498,46,13,0,59,0,557,62,0,0,0,0,0,62,0,10,3,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,13,0,13,0,3,0,0,3,0,3,62,13,3,0,16,0,78,19597,226,6,26,258,0,19855,346,1086,113,0,1199,0,1545,15,161,133,0,294,0,309,22,3,0,34,37,0,59,383,1250,246,34,1530,0,1913,12,15,3,0,18,33,63,19992,1491,255,60,1806,33,21831
CED228,52,0,1456,99,747,60,0,807,6,912,0,132,248,0,380,4,384,0,0,0,0,0,0,0,99,879,308,0,1187,10,1296,3,5,0,0,5,0,8,1506,936,308,0,1244,10,2760,914,28,0,0,28,0,942,48,500,42,0,542,0,590,0,99,188,0,287,0,287,0,3,0,0,3,0,3,48,602,230,0,832,0,880,0,3,0,0,3,7,10,962,633,230,0,863,7,1832,380,14,0,0,14,0,394,20,229,23,0,252,0,272,3,47,83,0,130,0,133,0,0,0,0,0,0,0,23,276,106,0,382,0,405,0,3,0,0,3,0,3,403,293,106,0,399,0,802,10692,566,0,11,577,13,11282,917,6535,392,0,6927,13,7857,19,1030,1475,3,2508,8,2535,10,9,0,45,54,0,64,946,7574,1867,48,9489,21,10456,9,25,3,3,31,40,80,11647,8165,1870,62,10097,74,21818
CED229,88,0,4433,113,395,12,0,407,3,523,0,23,12,0,35,0,35,0,0,0,0,0,0,0,113,418,24,0,442,3,558,3,4,0,0,4,0,7,4461,502,27,5,534,3,4998,1584,38,0,5,43,0,1627,57,227,5,0,232,3,292,0,13,4,0,17,0,17,0,0,0,0,0,0,0,57,240,9,0,249,3,309,0,0,0,0,0,0,0,1641,278,9,5,292,3,1936,591,20,0,0,20,0,611,15,85,6,0,91,0,106,0,5,9,0,14,0,14,0,0,0,0,0,0,0,15,90,15,0,105,0,120,0,3,0,0,3,0,3,606,113,15,0,128,0,734,32889,815,9,27,851,7,33747,983,3846,93,0,3939,12,4934,6,184,70,0,254,0,260,13,3,0,38,41,0,54,1002,4033,163,38,4234,12,5248,3,33,0,0,33,19,55,33894,4881,172,65,5118,38,39050
CED230,38,0,3139,69,105,0,0,105,0,174,0,3,7,0,10,0,10,3,0,0,0,0,0,3,72,108,7,0,115,0,187,0,0,0,0,0,0,0,3173,142,7,4,153,0,3326,797,6,0,0,6,0,803,21,48,3,0,51,0,72,0,3,7,0,10,0,10,0,0,0,0,0,0,0,21,51,10,0,61,0,82,0,0,0,0,0,0,0,818,57,10,0,67,0,885,188,4,0,0,4,0,192,7,9,4,0,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,0,13,0,20,0,0,0,0,0,0,0,195,13,4,0,17,0,212,22974,313,0,34,347,6,23327,503,930,36,3,969,4,1476,17,61,53,0,114,0,131,41,3,0,33,36,0,77,561,994,89,36,1119,4,1684,6,0,0,3,3,0,9,23541,1307,89,73,1469,10,25020
CED231,28,0,826,49,251,28,0,279,0,328,3,63,101,0,164,0,167,0,0,0,0,0,0,0,52,314,129,0,443,0,495,0,0,0,0,0,0,0,850,342,129,0,471,0,1321,524,14,0,0,14,0,538,31,171,32,0,203,0,234,3,44,72,0,116,0,119,0,0,0,0,0,0,0,34,215,104,0,319,0,353,0,0,0,0,0,0,0,558,229,104,0,333,0,891,286,9,0,0,9,0,295,22,100,10,0,110,0,132,0,21,48,0,69,0,69,0,0,0,0,0,0,0,22,121,58,0,179,0,201,0,0,0,0,0,0,0,308,130,58,0,188,0,496,9403,433,0,9,442,6,9851,792,3323,250,13,3586,9,4387,17,644,574,0,1218,0,1235,10,10,0,27,37,9,56,819,3977,824,40,4841,18,5678,9,13,3,0,16,19,44,10231,4423,827,49,5299,43,15573
CED232,46,0,1269,57,338,8,0,346,0,403,3,15,13,0,28,0,31,0,0,0,0,0,0,0,60,353,21,0,374,0,434,0,3,0,0,3,0,3,1283,396,24,3,423,0,1706,808,29,0,0,29,0,837,40,197,8,0,205,3,248,0,15,6,0,21,0,21,0,0,0,0,0,0,0,40,212,14,0,226,3,269,0,3,0,0,3,0,3,848,244,14,0,258,3,1109,474,15,0,0,15,0,489,24,145,5,0,150,0,174,0,5,11,0,16,0,16,0,0,0,0,0,0,0,24,150,16,0,166,0,190,0,0,0,0,0,3,3,498,165,16,0,181,3,682,12708,570,12,13,595,11,13314,904,3459,81,0,3540,12,4456,9,151,84,0,235,0,244,17,6,0,9,15,0,32,930,3616,165,9,3790,12,4732,7,27,0,0,27,16,50,13645,4213,177,22,4412,39,18096
CED233,65,0,2061,117,1032,61,0,1093,3,1213,3,58,100,0,158,3,164,3,0,0,0,0,0,3,123,1090,161,0,1251,6,1380,3,3,0,0,3,0,6,2122,1155,161,3,1319,6,3447,1344,52,3,0,55,0,1399,65,853,44,3,900,3,968,0,56,103,0,159,0,159,3,0,0,0,0,3,6,68,909,147,3,1059,6,1133,0,3,0,0,3,7,10,1412,964,150,3,1117,13,2542,636,22,0,0,22,3,661,45,449,30,0,479,0,524,0,51,66,0,117,0,117,4,0,0,0,0,0,4,49,500,96,0,596,0,645,0,0,0,0,0,3,3,685,522,96,0,618,6,1309,13603,667,13,22,702,17,14322,1026,7638,351,3,7992,15,9033,9,433,545,3,981,6,996,16,0,0,15,15,6,37,1051,8071,896,21,8988,27,10066,17,21,0,3,24,26,67,14671,8759,909,46,9714,70,24455
CED234,42,0,2985,56,156,13,0,169,0,225,0,61,77,0,138,0,138,0,0,0,4,4,0,4,56,217,90,4,311,0,367,0,0,0,0,0,0,0,2999,256,90,7,353,0,3352,566,4,0,3,7,0,573,9,34,9,0,43,0,52,0,20,48,0,68,0,68,0,0,0,0,0,0,0,9,54,57,0,111,0,120,0,0,0,0,0,0,0,575,58,57,3,118,0,693,89,0,0,0,0,0,89,0,15,0,0,15,0,15,0,3,13,0,16,0,16,0,0,0,0,0,0,0,0,18,13,0,31,0,31,0,0,0,0,0,0,0,89,18,13,0,31,0,120,19830,294,3,31,328,6,20164,379,1310,116,6,1432,3,1814,3,426,447,0,873,0,876,18,3,0,61,64,0,82,400,1739,563,67,2369,3,2772,0,5,0,0,5,8,13,20230,2038,566,98,2702,17,22949
CED235,75,0,1765,109,1332,83,4,1419,3,1531,0,132,172,0,304,0,304,4,0,0,0,0,0,4,113,1464,255,4,1723,3,1839,0,5,0,0,5,14,19,1803,1536,258,9,1803,17,3623,829,31,0,0,31,0,860,56,827,47,3,877,0,933,0,91,105,0,196,0,196,0,0,0,0,0,0,0,56,918,152,3,1073,0,1129,0,0,0,0,0,8,8,885,949,152,3,1104,8,1997,318,18,0,0,18,0,336,20,369,34,0,403,0,423,0,46,45,0,91,0,91,0,0,0,3,3,0,3,20,415,79,3,497,0,517,0,0,0,0,0,0,0,338,433,79,3,515,0,853,11463,631,13,8,652,9,12124,850,10149,554,18,10721,18,11589,15,1051,903,4,1958,0,1973,8,12,3,43,58,0,66,873,11212,1460,65,12737,18,13628,9,35,0,0,35,68,112,12345,11878,1473,73,13424,95,25864
CED236,12,0,3172,30,31,3,0,34,0,64,0,3,3,0,6,0,6,7,0,0,0,0,0,7,37,34,6,0,40,0,77,0,0,0,0,0,0,0,3197,42,6,4,52,0,3249,631,0,0,0,0,0,631,6,7,0,0,7,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,7,0,0,7,0,16,0,0,0,0,0,0,0,640,7,0,0,7,0,647,98,0,0,0,0,0,98,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,102,0,0,0,0,0,102,21194,134,6,15,155,0,21349,262,411,6,3,420,0,682,3,19,6,0,25,0,28,40,0,0,19,19,0,59,305,430,12,22,464,0,769,3,0,0,0,0,0,3,21502,564,18,37,619,0,22121
CED237,68,0,1401,111,921,67,0,988,0,1099,0,122,75,0,197,0,197,5,0,0,0,0,3,8,116,1043,142,0,1185,3,1304,3,6,0,0,6,10,19,1452,1114,142,3,1259,13,2724,749,36,0,0,36,0,785,50,564,41,0,605,0,655,3,63,60,0,123,0,126,3,3,0,0,3,0,6,56,630,101,0,731,0,787,0,6,0,0,6,6,12,805,672,101,0,773,6,1584,332,20,0,0,20,3,355,26,256,18,0,274,3,303,3,32,42,0,74,0,77,0,0,0,0,0,0,0,29,288,60,0,348,3,380,0,0,0,0,0,3,3,361,308,60,0,368,9,738,12413,824,3,14,841,6,13260,1081,8476,485,3,8964,14,10059,24,836,458,0,1294,0,1318,26,21,3,19,43,3,72,1131,9333,946,22,10301,17,11449,19,31,0,0,31,72,122,13563,10188,949,36,11173,95,24831
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,27,3,2811,50,148,11,3,162,3,215,3,14,13,0,27,3,33,0,3,0,0,3,0,3,53,165,24,3,192,6,251,0,0,0,0,0,3,3,2834,186,27,6,219,12,3065,653,0,3,0,3,3,659,17,39,3,3,45,0,62,0,7,3,0,10,0,10,0,3,0,0,3,0,3,17,49,6,3,58,0,75,0,0,0,0,0,0,0,670,49,9,3,61,3,734,195,3,3,0,6,0,201,3,7,3,0,10,0,13,3,3,0,3,6,0,9,0,0,0,0,0,0,0,6,10,3,3,16,0,22,3,3,0,3,6,0,9,204,16,6,6,28,0,232,21649,281,15,17,313,12,21974,449,1150,82,15,1247,9,1705,18,130,87,3,220,6,244,19,15,3,15,33,9,61,486,1295,172,33,1500,24,2010,12,12,0,6,18,6,36,22147,1588,187,56,1831,42,24020
CED302,58,0,2690,81,478,12,0,490,3,574,3,30,39,3,72,0,75,0,0,3,3,6,0,6,84,508,54,6,568,3,655,0,0,3,0,3,3,6,2716,566,57,6,629,6,3351,1131,22,0,0,22,3,1156,41,276,12,3,291,3,335,3,21,33,0,54,3,60,0,0,0,0,0,3,3,44,297,45,3,345,9,398,0,3,0,3,6,3,9,1175,322,45,6,373,15,1563,451,3,3,0,6,3,460,12,149,3,3,155,0,167,3,7,15,0,22,3,28,3,0,0,0,0,0,3,18,156,18,3,177,3,198,3,3,0,0,3,3,9,472,162,21,3,186,9,667,20967,564,15,8,587,12,21566,874,3615,116,15,3746,12,4632,18,285,248,6,539,12,569,19,0,12,12,24,3,46,911,3900,376,33,4309,27,5247,12,15,6,6,27,18,57,21890,4479,397,47,4923,57,26870
CED303,40,0,3368,74,188,5,0,193,3,270,3,9,3,0,12,0,15,3,3,3,3,9,3,15,80,200,11,3,214,6,300,3,0,0,3,3,0,6,3411,234,14,9,257,6,3674,1096,6,3,0,9,0,1105,29,89,3,0,92,3,124,3,6,3,0,9,0,12,0,0,0,3,3,0,3,32,95,6,3,104,3,139,0,0,3,3,6,0,6,1128,101,12,6,119,3,1250,406,3,0,0,3,3,412,5,38,3,0,41,0,46,0,3,3,0,6,3,9,0,3,0,0,3,0,3,5,44,6,0,50,3,58,3,0,0,0,0,3,6,414,47,6,0,53,9,476,23614,376,15,16,407,12,24033,559,1251,24,3,1278,12,1849,15,52,39,3,94,9,118,17,12,3,18,33,6,56,591,1315,66,24,1405,27,2023,18,6,6,12,24,6,48,24223,1697,87,52,1836,45,26104
CED304,30,0,1741,63,141,5,0,146,0,209,3,9,12,3,24,3,30,3,3,0,3,6,0,9,69,153,17,6,176,3,248,3,0,0,3,3,3,9,1783,180,17,12,209,6,1998,1007,3,3,3,9,3,1019,35,79,3,3,85,3,123,3,3,3,3,9,0,12,3,3,0,0,3,3,9,41,85,6,6,97,6,144,3,3,0,0,3,0,6,1051,91,9,9,109,9,1169,427,3,0,0,3,0,430,5,29,3,0,32,3,40,3,3,3,0,6,3,12,0,0,0,0,0,0,0,8,32,6,0,38,6,52,0,0,0,3,3,0,3,435,35,6,3,44,6,485,16176,369,12,15,396,9,16581,702,1662,56,6,1724,9,2435,15,164,91,6,261,6,282,18,9,3,15,27,3,48,735,1835,150,27,2012,18,2765,15,9,3,6,18,9,42,16926,2213,165,48,2426,36,19388
CED305,23,3,2729,47,80,3,0,83,0,130,3,10,7,0,17,0,20,3,0,3,3,6,0,9,53,90,13,3,106,0,159,3,3,0,3,6,0,9,2759,110,16,9,135,3,2897,323,3,0,0,3,3,329,3,20,0,3,23,0,26,0,3,0,0,3,0,3,0,0,0,0,0,3,3,3,23,0,3,26,3,32,3,0,0,0,0,0,3,329,26,0,3,29,6,364,84,0,0,0,0,0,84,3,3,3,3,9,0,12,0,0,0,3,3,0,3,3,0,0,0,0,0,3,6,3,3,6,12,0,18,0,0,0,0,0,0,0,90,3,3,6,12,0,102,23164,211,12,16,239,9,23412,404,825,17,15,857,3,1264,12,47,114,9,170,3,185,16,6,3,42,51,3,70,432,878,134,66,1078,9,1519,12,6,0,6,12,9,33,23608,1095,146,88,1329,27,24964
CED306,46,0,2772,67,152,3,0,155,0,222,3,4,4,3,11,3,17,3,0,3,3,6,3,12,73,156,10,6,172,6,251,3,3,0,0,3,0,6,2802,202,10,9,221,6,3029,330,3,0,0,3,0,333,6,20,0,3,23,3,32,0,3,3,0,6,0,6,0,0,0,3,3,0,3,6,23,3,6,32,3,41,0,3,0,0,3,0,3,336,29,3,6,38,3,377,101,3,3,0,6,0,107,3,7,0,0,7,0,10,0,3,3,3,9,3,12,3,0,0,0,0,0,3,6,10,3,3,16,3,25,0,0,3,0,3,3,6,107,13,9,3,25,6,138,22392,291,12,21,324,3,22719,511,1193,16,6,1215,6,1732,15,96,50,12,158,9,182,15,3,15,18,36,3,54,541,1292,81,36,1409,18,1968,12,9,9,6,24,15,51,22945,1592,102,63,1757,36,24738
CED307,37,0,3545,98,198,0,3,201,0,299,3,3,6,3,12,0,15,3,0,0,0,0,0,3,104,201,6,6,213,0,317,3,3,3,3,9,3,15,3615,235,12,12,259,3,3877,1221,12,0,3,15,3,1239,33,88,0,3,91,0,124,3,0,3,0,3,0,6,3,0,3,0,3,0,6,39,88,6,3,97,0,136,3,0,0,0,0,3,6,1263,100,6,6,112,6,1381,414,3,3,0,6,0,420,5,29,0,0,29,0,34,0,3,3,0,6,0,6,0,0,0,3,3,0,3,5,32,3,3,38,0,43,0,0,0,0,0,0,0,419,35,6,3,44,0,463,26946,402,12,28,442,3,27391,748,1492,21,18,1531,6,2285,15,48,52,6,106,6,127,42,0,6,17,23,3,68,805,1540,79,41,1660,15,2480,15,12,6,3,21,9,45,27766,1954,97,72,2123,27,29916
CED308,69,0,2583,80,268,23,0,291,0,371,0,21,31,0,52,0,52,3,0,0,3,3,0,6,83,289,54,3,346,0,429,0,0,0,3,3,0,3,2597,355,54,9,418,0,3015,726,8,0,3,11,0,737,33,118,3,0,121,0,154,0,12,27,0,39,0,39,0,0,3,0,3,0,3,33,130,33,0,163,0,196,3,0,0,3,3,3,9,762,138,33,6,177,3,942,254,3,0,3,6,0,260,12,61,3,3,67,3,82,0,3,4,3,10,3,13,0,0,3,0,3,0,3,12,64,10,6,80,6,98,3,3,0,0,3,0,6,269,70,10,9,89,6,364,20454,530,6,18,554,6,21014,867,2205,114,12,2331,12,3210,9,204,166,9,379,3,391,28,6,6,19,31,3,62,904,2415,286,40,2741,18,3663,15,15,3,9,27,6,48,21373,2960,295,67,3322,30,24725
CED309,31,3,2834,46,70,3,3,76,3,125,3,3,3,0,6,0,9,3,0,3,0,3,0,6,52,73,9,3,85,3,140,0,3,3,0,6,0,6,2852,104,12,6,122,6,2980,483,3,3,0,6,3,492,9,25,0,0,25,0,34,0,3,0,0,3,0,3,0,0,0,0,0,0,0,9,28,0,0,28,0,37,3,0,0,0,0,3,6,495,31,3,0,34,6,535,184,0,0,3,3,0,187,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,7,0,3,10,3,13,0,0,0,0,0,3,3,184,7,0,6,13,6,203,20411,288,6,20,314,12,20737,461,673,17,9,699,6,1166,6,31,6,3,40,3,49,22,3,6,20,29,3,54,489,707,29,32,768,12,1269,6,6,6,6,18,12,36,20906,1001,41,58,1100,36,22042
CED310,27,0,2419,40,58,0,3,61,3,104,0,0,3,3,6,0,6,3,0,3,0,3,0,6,43,58,6,6,70,3,116,0,0,0,3,3,0,3,2435,82,9,9,100,3,2538,475,3,3,0,6,0,481,9,12,3,3,18,0,27,0,3,3,3,9,0,9,0,0,3,0,3,0,3,9,15,9,6,30,0,39,0,0,3,0,3,3,6,484,18,15,6,39,3,526,135,0,0,0,0,0,135,3,3,0,3,6,3,12,0,3,3,0,6,3,9,0,3,0,3,6,0,6,3,9,3,6,18,6,27,0,0,0,0,0,0,0,138,9,3,6,18,6,162,18097,240,9,19,268,9,18374,426,517,6,12,535,9,970,6,19,15,6,40,6,52,25,12,9,9,30,0,55,457,548,30,27,605,15,1077,0,3,9,6,18,6,24,18554,791,48,52,891,30,19475
CED311,22,0,2724,43,100,0,0,100,0,143,3,5,3,3,11,0,14,3,0,0,3,3,0,6,49,105,3,6,114,0,163,3,3,0,0,3,0,6,2754,124,6,9,139,0,2893,200,3,0,3,6,0,206,0,3,0,0,3,0,3,0,3,3,3,9,3,12,0,0,3,0,3,0,3,0,6,6,3,15,3,18,0,3,0,0,3,3,6,200,12,6,6,24,6,230,36,3,3,0,6,0,42,3,0,0,3,3,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,3,3,0,9,0,3,0,0,3,3,6,42,6,3,3,12,3,57,25540,196,9,20,225,6,25771,361,907,6,3,916,3,1280,9,69,48,12,129,12,150,30,9,3,38,50,3,83,400,985,57,53,1095,18,1513,9,12,0,0,12,12,33,25949,1193,66,73,1332,36,27317
CED312,51,3,3037,89,266,11,0,277,0,366,3,37,43,0,80,0,83,3,0,0,0,0,3,6,95,303,54,0,357,3,455,0,0,0,3,3,3,6,3078,348,57,6,411,9,3498,666,9,0,3,12,0,678,27,140,3,0,143,0,170,0,12,24,0,36,3,39,3,3,0,0,3,0,6,30,155,27,0,182,3,215,0,0,3,0,3,3,6,696,164,30,3,197,6,899,275,3,0,3,6,3,284,7,46,3,0,49,3,59,0,3,4,3,10,0,10,0,3,0,0,3,0,3,7,52,7,3,62,3,72,3,3,0,0,3,0,6,285,58,7,6,71,6,362,23548,532,6,23,561,15,24124,773,2265,114,6,2385,6,3164,15,260,214,6,480,9,504,48,15,6,38,59,9,116,836,2540,334,50,2924,24,3784,6,6,6,9,21,12,39,24390,3078,346,82,3506,51,27947
CED313,41,3,1843,68,259,19,0,278,0,346,0,33,25,0,58,0,58,3,0,3,3,6,0,9,71,292,47,3,342,0,413,3,3,0,0,3,3,9,1873,333,50,3,386,6,2265,913,10,3,3,16,3,932,30,131,3,3,137,0,167,0,15,13,0,28,0,28,3,3,0,0,3,0,6,33,149,16,3,168,0,201,0,0,0,3,3,3,6,946,159,19,9,187,6,1139,355,3,3,0,6,3,364,6,54,3,3,60,0,66,3,3,3,0,6,0,9,3,0,3,0,3,3,9,12,57,9,3,69,3,84,0,0,3,3,6,0,6,367,60,15,6,81,6,454,16826,474,15,12,501,12,17339,756,2486,104,18,2608,6,3370,15,218,147,0,365,6,386,24,9,6,13,28,6,58,795,2713,257,31,3001,18,3814,9,9,6,9,24,15,48,17630,3196,278,52,3526,45,21201
CED314,17,3,2938,37,131,3,0,134,0,171,3,20,10,3,33,0,36,3,0,3,3,6,0,9,43,151,16,6,173,0,216,0,0,0,0,0,3,3,2961,165,16,9,190,6,3157,469,3,0,0,3,3,475,7,24,3,0,27,3,37,3,3,3,0,6,3,12,3,0,0,0,0,3,6,13,27,6,0,33,9,55,0,0,0,0,0,0,0,482,30,6,0,36,12,530,157,0,0,0,0,0,157,3,8,3,0,11,0,14,0,3,3,3,9,0,9,0,3,0,0,3,0,3,3,14,6,3,23,0,26,0,0,3,0,3,0,3,160,14,9,3,26,0,186,22681,186,0,9,195,12,22888,310,1065,35,9,1109,3,1422,12,206,122,6,334,3,349,21,12,6,15,33,6,60,343,1283,163,30,1476,12,1831,6,6,6,3,15,9,30,23030,1475,169,42,1686,33,24749
CED315,39,3,2555,68,150,3,3,156,0,224,0,10,18,3,31,0,31,3,3,0,0,3,3,9,71,163,21,6,190,3,264,3,3,0,0,3,3,9,2587,199,24,9,232,9,2828,574,3,3,0,6,0,580,20,63,0,0,63,0,83,3,4,3,0,7,3,13,3,0,3,0,3,0,6,26,67,6,0,73,3,102,0,3,0,3,6,0,6,600,73,9,3,85,3,688,202,3,3,0,6,3,211,4,22,0,0,22,0,26,3,3,3,0,6,0,9,0,0,0,0,0,0,0,7,25,3,0,28,0,35,0,0,0,3,3,3,6,209,28,6,3,37,6,252,21228,339,15,22,376,15,21619,575,1296,22,6,1324,0,1899,15,100,119,9,228,6,249,22,9,6,32,47,3,72,612,1405,147,47,1599,9,2220,12,12,3,9,24,12,48,21852,1756,165,78,1999,36,23887
CED316,21,3,2400,41,70,0,3,73,0,114,0,8,3,0,11,0,11,3,0,0,0,0,0,3,44,78,3,3,84,0,128,0,0,3,0,3,0,3,2420,99,6,3,108,3,2531,229,3,0,3,6,3,238,3,3,3,0,6,0,9,0,0,3,3,6,0,6,0,0,0,0,0,0,0,3,3,6,3,12,0,15,0,0,0,3,3,3,6,232,6,6,9,21,6,259,52,3,0,3,6,0,58,3,3,0,0,3,0,6,3,3,3,3,9,0,12,0,3,0,3,6,0,6,6,9,3,6,18,0,24,0,0,3,0,3,0,3,58,12,6,9,27,0,85,17582,193,0,15,208,12,17802,360,598,21,9,628,6,994,12,34,25,6,65,3,80,16,3,3,21,27,3,46,388,635,49,36,720,12,1120,9,6,6,6,18,9,36,17979,834,55,57,946,33,18958
