region_id,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_Tot_M_EO,C15_17F_O_E_Tot_M_O_EVWW,C15_17F_O_E_Tot_M_O_ENWNA,C15_17F_O_E_Tot_M_O_PENS,C15_17F_O_E_Tot_M_O_E_T,C15_17F_O_E_Tot_M_LPENS,C15_17F_O_E_Tot_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_Tot_M_EO,C15_17F_Tot_M_O_EVWW,C15_17F_Tot_M_O_ENWNA,C15_17F_Tot_M_O_PENS,C15_17F_Tot_M_O_E_T,C15_17F_Tot_M_LPENS,C15_17F_Tot_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_Tot_M_EO,C18_20F_O_E_Tot_M_O_EVWW,C18_20F_O_E_Tot_M_O_ENWNA,C18_20F_O_E_Tot_M_O_PENS,C18_20F_O_E_Tot_M_O_E_T,C18_20F_O_E_Tot_M_LPENS,C18_20F_O_E_Tot_M_Tot,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_Tot_M_EO,C18_20F_Tot_M_O_EVWW,C18_20F_Tot_M_O_ENWNA,C18_20F_Tot_M_O_PENS,C18_20F_Tot_M_O_E_T,C18_20F_Tot_M_LPENS,C18_20F_Tot_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_Tot_M_EO,C21_24F_O_E_Tot_M_O_EVWW,C21_24F_O_E_Tot_M_O_ENWNA,C21_24F_O_E_Tot_M_O_PENS,C21_24F_O_E_Tot_M_O_E_T,C21_24F_O_E_Tot_M_LPENS,C21_24F_O_E_Tot_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_Tot_M_EO,C21_24F_Tot_M_O_EVWW,C21_24F_Tot_M_O_ENWNA,C21_24F_Tot_M_O_PENS,C21_24F_Tot_M_O_E_T,C21_24F_Tot_M_LPENS,C21_24F_Tot_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_Tot_M_EO,TCF_O_E_Tot_M_O_EVWW,TCF_O_E_Tot_M_O_ENWNA,TCF_O_E_Tot_M_O_PENS,TCF_O_E_Tot_M_O_E_T,TCF_O_E_Tot_M_LPENS,TCF_O_E_Tot_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_Tot_M_EO,TCF_Tot_M_O_EVWW,TCF_Tot_M_O_ENWNA,TCF_Tot_M_O_PENS,TCF_Tot_M_O_E_T,TCF_Tot_M_LPENS,TCF_Tot_M_T
CED317,58,3,2649,70,125,3,3,131,0,201,3,7,15,3,25,0,28,3,0,0,0,0,3,6,76,132,18,6,156,3,235,0,3,0,0,3,3,6,2664,190,18,9,217,9,2890,141,3,0,3,6,0,147,3,13,0,0,13,0,16,3,3,0,0,3,0,6,0,0,0,3,3,0,3,6,16,0,3,19,0,25,3,3,3,3,9,3,15,150,22,3,9,34,3,187,45,3,3,0,6,0,51,3,3,3,3,9,0,12,3,0,0,0,0,0,3,0,0,0,3,3,0,3,6,3,3,6,12,0,18,0,0,0,0,0,0,0,51,6,6,6,18,0,69,22386,504,9,18,531,6,22923,627,1184,38,12,1234,6,1867,21,78,73,12,163,6,190,21,9,0,98,107,9,137,669,1271,111,122,1504,21,2194,9,9,3,6,18,18,45,23064,1784,123,146,2053,45,25162
CED318,59,0,2144,125,350,27,3,380,0,505,3,22,45,0,67,0,70,3,0,0,0,0,3,6,131,372,72,3,447,3,581,0,0,3,0,3,0,3,2216,431,75,3,509,3,2728,283,0,0,0,0,0,283,15,50,3,0,53,0,68,0,3,7,3,13,3,16,3,0,0,0,0,3,6,18,53,10,3,66,6,90,0,0,3,3,6,0,6,301,53,13,6,72,6,379,94,0,3,3,6,0,100,4,18,0,0,18,0,22,0,0,3,0,3,0,3,0,0,0,0,0,3,3,4,18,3,0,21,3,28,3,3,0,0,3,3,9,101,21,6,3,30,6,137,18311,554,9,29,592,6,18909,1209,4268,161,9,4438,12,5659,22,234,324,3,561,12,595,34,12,6,79,97,15,146,1265,4514,491,91,5096,39,6400,12,15,12,9,36,15,63,19588,5083,512,129,5724,60,25372
CED319,48,0,2296,73,303,7,3,313,3,389,3,25,53,3,81,3,87,3,3,0,3,6,3,12,79,331,60,9,400,9,488,3,3,0,0,3,3,9,2330,379,60,12,451,12,2793,982,7,3,3,13,3,998,36,181,3,0,184,3,223,3,12,25,0,37,0,40,3,3,3,3,9,0,12,42,196,31,3,230,3,275,0,3,0,0,3,0,3,1024,206,34,6,246,6,1276,364,3,0,0,3,3,370,13,73,3,0,76,0,89,0,3,7,0,10,3,13,0,0,0,0,0,0,0,13,76,10,0,86,3,102,3,0,0,3,3,0,6,380,79,10,3,92,6,478,19107,459,12,18,489,9,19605,829,2674,73,9,2756,12,3597,15,200,303,12,515,15,545,19,15,12,32,59,3,81,863,2889,388,53,3330,30,4223,15,9,6,3,18,6,39,19985,3357,406,74,3837,45,23867
CED320,37,3,3040,74,109,6,3,118,0,192,0,3,4,0,7,0,7,3,3,3,0,6,0,9,77,115,13,3,131,0,208,0,3,0,0,3,3,6,3077,152,16,3,171,6,3254,673,3,0,3,6,0,679,15,32,3,3,38,3,56,3,0,3,0,3,0,6,0,0,0,3,3,0,3,18,32,6,6,44,3,65,0,3,3,3,9,0,9,691,38,9,12,59,3,753,182,3,3,0,6,3,191,3,5,0,0,5,0,8,3,3,3,0,6,0,9,0,0,0,0,0,0,0,6,8,3,0,11,0,17,0,0,3,3,6,3,9,188,11,9,3,23,6,217,23414,332,12,12,356,9,23779,529,825,44,12,881,9,1419,18,40,43,6,89,0,107,19,9,3,30,42,3,64,566,874,90,48,1012,12,1590,6,12,6,12,30,9,45,23986,1218,108,72,1398,30,25414
CED321,12,3,2457,40,62,3,0,65,0,105,0,3,6,0,9,0,9,3,0,0,3,3,0,6,43,65,9,3,77,0,120,3,0,0,0,0,0,3,2488,77,9,3,89,3,2580,106,0,3,3,6,0,112,3,3,0,3,6,0,9,0,3,0,3,6,0,6,0,3,0,0,3,0,3,3,9,0,6,15,0,18,0,3,0,3,6,0,6,109,12,3,12,27,0,136,25,0,0,0,0,0,25,3,3,3,3,9,3,15,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,3,3,3,9,3,18,0,0,0,0,0,3,3,31,3,3,3,9,6,46,23891,115,9,21,145,9,24045,313,534,18,9,561,3,877,6,27,62,6,95,3,104,32,12,3,39,54,3,89,351,573,83,54,710,9,1070,15,9,0,9,18,9,42,24257,697,92,84,873,27,25157
CED322,55,0,2454,83,183,15,0,198,3,284,3,18,15,0,33,0,36,3,0,3,3,6,3,12,89,201,33,3,237,6,332,3,0,0,0,0,3,6,2491,253,33,6,292,9,2792,754,10,0,3,13,0,767,24,112,3,3,118,0,142,3,11,3,0,14,3,20,3,3,0,0,3,0,6,30,126,6,3,135,3,168,3,0,0,0,0,0,3,787,136,6,6,148,3,938,264,3,0,3,6,3,273,3,44,3,3,50,0,53,0,3,3,0,6,0,6,3,0,0,3,3,3,9,6,47,6,6,59,3,68,0,3,0,3,6,0,6,270,53,6,12,71,6,347,18862,474,6,24,504,6,19372,787,1454,78,12,1544,6,2337,12,152,112,0,264,9,285,21,12,9,15,36,9,66,820,1618,199,27,1844,24,2688,15,12,9,6,27,6,48,19697,2104,214,57,2375,36,22108
CED323,39,0,1912,72,202,6,3,211,0,283,3,28,35,0,63,0,66,3,0,3,0,3,3,9,78,230,44,3,277,3,358,0,3,0,3,6,0,6,1951,269,44,9,322,3,2276,588,13,3,3,19,0,607,28,96,3,3,102,3,133,0,10,16,3,29,0,29,0,0,3,0,3,0,3,28,106,22,6,134,3,165,0,3,3,3,9,3,12,616,122,28,12,162,6,784,237,3,3,0,6,3,246,11,50,3,0,53,0,64,3,3,4,3,10,0,13,0,0,3,3,6,0,6,14,53,10,6,69,0,83,3,0,3,0,3,0,6,254,56,16,6,78,3,335,13986,399,15,12,426,6,14418,822,1919,84,18,2021,15,2858,15,274,192,12,478,6,499,18,6,9,15,30,9,57,855,2199,285,45,2529,30,3414,9,15,12,6,33,9,51,14850,2613,312,63,2988,45,17883
CED324,48,0,1868,90,685,88,3,776,3,869,3,138,189,3,330,0,333,3,0,0,3,3,3,9,96,823,277,9,1109,6,1211,0,3,3,0,6,3,9,1916,871,283,9,1163,9,3088,963,27,0,0,27,0,990,50,449,57,0,506,3,559,3,88,121,0,209,0,212,0,0,0,0,0,0,0,53,537,178,0,715,3,771,3,3,0,0,3,3,9,1019,567,178,0,745,6,1770,419,3,0,0,3,3,425,17,199,24,3,226,3,246,0,48,77,0,125,3,128,3,0,0,0,0,3,6,20,247,101,3,351,9,380,0,3,0,3,6,3,9,439,253,101,6,360,15,814,14907,524,12,10,546,9,15462,928,6202,453,9,6664,15,7607,24,1107,1115,9,2231,9,2264,17,12,9,23,44,6,67,969,7321,1577,41,8939,30,9938,12,26,9,15,50,23,85,15888,7871,1598,66,9535,62,25485
CED325,50,3,2257,86,735,67,0,802,3,891,0,161,216,0,377,0,377,3,3,0,0,3,3,9,89,899,283,0,1182,6,1277,3,3,0,3,6,3,12,2296,946,286,6,1238,12,3546,732,16,0,3,19,0,751,20,381,29,0,410,3,433,0,85,120,3,208,3,211,3,0,0,0,0,3,6,23,466,149,3,618,9,650,0,0,0,0,0,3,3,755,482,149,6,637,12,1404,258,3,0,0,3,0,261,12,178,3,3,184,0,196,0,32,64,0,96,0,96,0,3,0,0,3,0,3,12,213,67,3,283,0,295,0,3,0,3,6,0,6,270,219,67,6,292,0,562,18640,650,15,19,684,6,19330,1029,6294,442,12,6748,15,7792,18,1236,1271,6,2513,9,2540,38,18,9,29,56,15,109,1085,7548,1722,47,9317,39,10441,9,18,9,6,33,18,60,19734,8216,1746,72,10034,63,29831
CED326,40,0,2443,71,297,20,0,317,0,388,0,21,6,3,30,0,30,0,0,3,3,6,0,6,71,318,29,6,353,0,424,0,3,0,0,3,0,3,2474,358,29,9,396,0,2870,702,5,0,0,5,0,707,24,138,3,3,144,3,171,3,3,4,3,10,0,13,0,0,0,3,3,0,3,27,141,7,9,157,3,187,0,0,0,0,0,0,0,729,146,7,9,162,3,894,206,3,0,3,6,0,212,6,33,3,3,39,0,45,3,3,0,0,3,0,6,0,3,3,0,6,3,9,9,39,6,3,48,3,60,3,0,0,3,3,3,9,218,42,6,9,57,6,281,19782,417,9,21,447,6,20235,715,2453,89,9,2551,6,3272,20,113,58,12,183,0,203,16,12,9,23,44,3,63,751,2578,156,44,2778,9,3538,15,9,3,3,15,12,42,20548,3004,168,68,3240,27,23815
CED327,63,3,2653,101,813,65,3,881,3,985,3,114,174,0,288,3,294,3,3,3,3,9,0,12,107,930,242,6,1178,6,1291,3,3,0,3,6,3,12,2697,990,245,12,1247,12,3956,694,13,0,0,13,3,710,38,415,21,0,436,3,477,3,69,103,0,172,0,175,0,3,0,0,3,0,3,41,487,124,0,611,3,655,3,3,0,0,3,3,9,738,503,124,0,627,9,1374,231,3,3,0,6,0,237,8,201,5,0,206,3,217,0,23,55,3,81,0,81,3,3,0,0,3,3,9,11,227,60,3,290,6,307,0,0,3,3,6,3,9,242,230,66,6,302,9,553,21385,814,18,24,856,6,22247,1063,7157,438,15,7610,15,8688,20,910,1063,6,1979,6,2005,39,15,3,97,115,6,160,1122,8082,1504,118,9704,27,10853,15,20,6,9,35,26,76,22522,8916,1528,151,10595,59,33176
CED328,50,3,3145,85,312,9,0,321,3,409,3,22,12,0,34,0,37,3,0,0,0,0,0,3,91,334,21,0,355,3,449,0,0,0,0,0,3,3,3183,381,21,3,405,9,3597,1733,15,0,3,18,3,1754,48,196,3,0,199,0,247,3,11,5,0,16,0,19,3,3,3,3,9,0,12,54,210,11,3,224,0,278,0,0,0,3,3,0,3,1787,225,11,9,245,3,2035,799,3,3,3,9,0,808,14,87,3,0,90,0,104,3,3,3,0,6,3,12,0,3,0,3,6,0,6,17,93,6,3,102,3,122,0,0,0,0,0,3,3,816,96,9,6,111,6,933,23332,425,9,19,453,15,23800,884,2742,93,3,2838,3,3725,21,192,85,3,280,3,304,23,9,3,15,27,3,53,928,2943,181,21,3145,9,4082,3,9,6,9,24,15,42,24263,3377,196,49,3622,39,27924
CED329,16,0,2548,50,39,0,0,39,0,89,0,3,3,0,6,3,9,3,3,0,3,6,0,9,53,45,3,3,51,3,107,3,0,0,0,0,0,3,2588,55,6,6,67,3,2658,250,0,0,0,0,3,253,3,3,0,3,6,0,9,0,3,0,3,6,0,6,0,0,3,0,3,0,3,3,6,3,6,15,0,18,0,0,3,0,3,3,6,253,6,6,6,18,6,277,65,0,0,0,0,0,65,3,3,0,0,3,0,6,3,0,0,3,3,0,6,0,0,3,0,3,0,3,6,3,3,3,9,0,15,0,0,0,0,0,0,0,71,3,3,3,9,0,80,19045,168,12,15,195,6,19246,375,407,6,9,422,6,803,9,17,12,12,41,3,53,19,12,12,27,51,3,73,403,436,30,48,514,12,929,12,6,3,3,12,9,33,19460,610,45,66,721,27,20208
CED330,32,0,3454,85,123,7,0,130,3,218,3,20,20,0,40,3,46,3,3,0,3,6,0,9,91,146,27,3,176,6,273,3,3,3,0,6,0,9,3516,178,30,6,214,6,3736,664,13,0,0,13,0,677,18,46,3,3,52,0,70,0,5,3,0,8,0,8,3,3,3,0,6,0,9,21,54,9,3,66,0,87,0,3,0,3,6,0,6,685,70,9,6,85,0,770,189,3,0,0,3,0,192,5,22,0,3,25,0,30,0,0,3,3,6,0,6,0,0,0,3,3,3,6,5,22,3,9,34,3,42,0,3,0,0,3,0,3,194,28,3,9,40,3,237,25811,282,9,12,303,9,26123,621,905,27,15,947,6,1574,9,107,88,12,207,6,222,39,15,6,33,54,9,102,669,1027,121,60,1208,21,1898,12,15,6,6,27,6,45,26492,1324,136,78,1538,36,28066
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,3,3,0,3,3,0,6,0,6,3,0,0,0,0,0,3,3,3,3,0,6,3,12,3,0,0,0,0,3,6,6,3,3,0,6,6,18,0,3,0,0,3,3,6,0,3,3,0,6,0,6,3,0,0,3,3,3,9,0,3,0,3,6,0,6,3,6,3,6,15,3,21,3,3,3,3,9,0,12,6,12,6,9,27,6,39,3,0,3,3,6,3,12,0,0,0,0,0,0,0,3,0,3,0,3,0,6,0,0,0,3,3,0,3,3,0,3,3,6,0,9,3,0,0,0,0,0,3,9,0,6,6,12,3,24,3,3,6,3,12,9,24,6,6,9,0,15,3,24,12,6,6,3,15,3,30,9,6,6,9,21,3,33,27,18,21,12,51,9,87,12,3,3,3,9,6,27,42,24,30,18,72,24,138
CED401,65,3,1828,79,408,30,0,438,3,520,0,68,84,0,152,0,152,0,0,0,5,5,0,5,79,476,114,5,595,3,677,3,3,3,0,6,3,12,1842,541,120,5,666,9,2517,985,35,0,0,35,0,1020,43,239,18,0,257,0,300,0,41,62,0,103,0,103,0,0,0,3,3,0,3,43,280,80,3,363,0,406,3,3,3,0,6,0,9,1031,318,83,3,404,0,1435,511,15,0,0,15,0,526,20,126,5,0,131,0,151,0,18,38,0,56,0,56,0,3,0,0,3,0,3,20,147,43,0,190,0,210,0,0,0,0,0,0,0,531,162,43,0,205,0,736,14081,541,6,15,562,9,14652,792,4254,185,3,4442,9,5243,11,646,584,0,1230,3,1244,9,9,0,34,43,0,52,812,4909,769,37,5715,12,6539,17,24,9,0,33,10,60,14910,5474,784,52,6310,31,21251
CED402,40,0,3173,38,106,8,0,114,0,152,4,19,40,0,59,0,63,3,0,0,0,0,0,3,45,125,48,0,173,0,218,0,3,0,0,3,0,3,3178,168,48,0,216,0,3394,427,4,0,0,4,0,431,6,22,3,0,25,0,31,0,4,22,0,26,0,26,0,0,0,0,0,0,0,6,26,25,0,51,0,57,0,0,0,0,0,0,0,433,30,25,0,55,0,488,71,3,0,0,3,0,74,0,4,0,0,4,0,4,0,0,15,0,15,0,15,0,0,0,0,0,0,0,0,4,15,0,19,0,19,0,0,0,0,0,0,0,71,7,15,0,22,0,93,22692,268,0,18,286,9,22987,322,876,38,6,920,0,1242,19,120,251,0,371,0,390,37,0,0,19,19,0,56,378,996,289,25,1310,0,1688,9,3,5,0,8,0,17,23079,1267,294,43,1604,9,24692
CED403,62,0,2630,81,287,20,0,307,3,391,0,23,22,0,45,0,45,3,0,0,0,0,0,3,84,310,42,0,352,3,439,0,0,0,0,0,0,0,2652,364,42,8,414,3,3069,1260,27,0,0,27,0,1287,51,202,7,0,209,0,260,0,16,19,0,35,0,35,3,0,0,0,0,0,3,54,218,26,0,244,0,298,0,0,0,0,0,0,0,1314,245,26,0,271,0,1585,687,12,0,3,15,0,702,26,96,4,0,100,3,129,0,7,15,0,22,0,22,0,0,0,0,0,0,0,26,103,19,0,122,3,151,0,0,0,0,0,0,0,713,115,19,3,137,3,853,18411,397,10,26,433,0,18844,742,2535,116,0,2651,15,3408,12,226,146,0,372,0,384,19,10,0,14,24,0,43,773,2771,262,14,3047,15,3835,14,11,0,0,11,3,28,19198,3179,272,40,3491,18,22707
CED404,23,0,2680,44,91,5,0,96,0,140,0,4,3,0,7,0,7,3,0,0,0,0,0,3,47,95,8,0,103,0,150,0,0,0,0,0,3,3,2704,115,11,0,126,3,2833,265,0,0,0,0,0,265,3,11,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11,0,14,0,0,0,0,0,0,0,268,11,0,0,11,0,279,33,0,0,0,0,0,33,3,6,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,9,0,0,0,0,0,0,0,36,6,0,0,6,0,42,20176,233,3,11,247,0,20423,338,985,32,0,1017,8,1363,5,51,14,0,65,0,70,15,0,0,64,64,0,79,358,1036,46,64,1146,8,1512,3,3,0,0,3,13,19,20537,1272,49,75,1396,21,21954
CED405,58,0,1906,76,472,28,0,500,0,576,0,43,51,0,94,3,97,3,0,0,0,0,0,3,79,515,79,0,594,3,676,0,3,0,0,3,7,10,1927,576,79,0,655,10,2592,872,24,0,0,24,0,896,37,286,19,0,305,0,342,3,35,27,0,62,0,65,0,0,0,0,0,0,0,40,321,46,0,367,0,407,0,3,0,0,3,3,6,912,348,46,0,394,3,1309,391,12,0,0,12,0,403,23,149,12,0,161,0,184,0,12,18,0,30,0,30,0,0,0,0,0,0,0,23,161,30,0,191,0,214,0,0,0,0,0,0,0,414,173,30,0,203,0,617,13726,466,5,12,483,0,14209,661,3929,159,10,4098,6,4765,17,318,259,0,577,3,597,18,8,0,8,16,0,34,696,4255,418,18,4691,9,5396,4,22,0,0,22,40,66,14426,4743,423,30,5196,49,19671
CED406,39,4,3064,61,205,9,0,214,0,275,4,21,3,0,24,0,28,3,0,0,0,0,0,3,68,226,12,0,238,0,306,0,0,0,0,0,0,0,3089,258,12,7,277,4,3370,868,12,0,0,12,0,880,12,110,3,0,113,0,125,3,7,7,0,14,0,17,0,0,0,0,0,0,0,15,117,10,0,127,0,142,0,0,0,0,0,0,0,883,129,10,0,139,0,1022,341,4,0,0,4,0,345,11,51,4,0,55,0,66,0,6,7,0,13,0,13,0,0,0,0,0,0,0,11,57,11,0,68,0,79,0,0,0,0,0,0,0,352,61,11,0,72,0,424,22496,347,3,28,378,13,22887,551,1467,41,6,1514,0,2065,24,97,62,0,159,0,183,23,0,3,18,21,0,44,598,1564,106,24,1694,0,2292,7,6,0,0,6,8,21,23101,1917,109,52,2078,21,25200
CED407,50,0,2641,60,321,19,0,340,0,400,0,46,72,0,118,0,118,0,0,0,0,0,0,0,60,367,91,0,458,0,518,5,3,0,0,3,3,11,2656,416,91,4,511,3,3170,930,28,0,0,28,4,962,37,192,8,0,200,0,237,0,32,66,0,98,0,98,0,0,0,0,0,0,0,37,224,74,0,298,0,335,0,0,0,0,0,0,0,967,252,74,0,326,4,1297,378,9,0,0,9,0,387,18,100,6,0,106,0,124,3,22,29,0,51,0,54,0,0,0,0,0,0,0,21,122,35,0,157,0,178,0,0,0,0,0,0,0,399,131,35,0,166,0,565,18370,466,3,16,485,7,18862,535,2711,125,4,2840,6,3381,9,389,387,0,776,0,785,20,0,0,12,12,0,32,564,3100,512,16,3628,6,4198,8,18,0,0,18,11,37,18942,3584,515,32,4131,24,23097
CED408,65,0,3309,48,105,0,0,105,0,153,3,4,6,0,10,0,13,3,0,0,0,0,0,3,54,109,6,0,115,0,169,5,0,0,0,0,0,5,3303,174,6,0,180,0,3483,1204,25,0,0,25,0,1229,25,61,3,0,64,0,89,0,0,3,0,3,0,3,3,0,0,0,0,0,3,28,61,6,0,67,0,95,0,0,0,0,0,0,0,1232,86,6,0,92,0,1324,463,10,3,3,16,0,479,8,30,0,0,30,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,30,0,38,0,0,0,0,0,0,0,471,40,3,3,46,0,517,23650,399,9,20,428,0,24078,456,836,21,0,857,6,1319,12,39,23,0,62,0,74,34,0,0,14,14,0,48,502,875,44,14,933,6,1441,5,8,0,0,8,3,16,24157,1282,53,34,1369,9,25535
CED409,70,3,2124,107,642,68,0,710,3,820,5,156,257,0,413,3,421,4,0,0,4,4,0,8,116,798,325,4,1127,6,1249,0,3,0,0,3,7,10,2167,868,325,7,1200,16,3383,682,24,0,0,24,0,706,35,369,49,0,418,0,453,0,93,162,0,255,3,258,3,0,0,3,3,0,6,38,462,211,3,676,3,717,0,0,0,0,0,3,3,720,486,211,3,700,6,1426,286,9,0,0,9,0,295,8,145,20,0,165,3,176,3,38,101,0,139,3,145,0,0,0,0,0,0,0,11,183,121,0,304,6,321,0,0,0,0,0,0,0,297,192,121,0,313,6,616,15311,595,6,16,617,13,15941,833,5895,453,3,6351,9,7193,17,1216,1478,0,2694,19,2730,15,14,0,38,52,0,67,865,7125,1931,41,9097,28,9990,8,18,4,3,25,50,83,16184,7738,1941,60,9739,91,26014
CED410,87,0,2161,107,657,31,0,688,0,795,0,43,64,0,107,0,107,3,0,0,0,0,0,3,110,700,95,0,795,0,905,4,0,0,0,0,5,9,2188,782,95,5,882,5,3075,1074,37,0,5,42,0,1116,64,400,22,0,422,3,489,0,39,54,0,93,0,93,0,0,0,0,0,0,0,64,439,76,0,515,3,582,0,3,0,0,3,3,6,1138,479,76,5,560,6,1704,553,20,0,0,20,0,573,28,209,5,0,214,0,242,0,21,27,0,48,0,48,0,0,0,0,0,0,0,28,230,32,0,262,0,290,0,3,0,0,3,4,7,581,253,32,0,285,4,870,14892,697,6,16,719,10,15621,875,5491,247,3,5741,12,6628,0,441,371,0,812,0,812,19,0,3,32,35,3,57,894,5932,621,35,6588,15,7497,16,20,0,0,20,43,79,15802,6649,627,51,7327,68,23197
CED411,57,0,3158,43,178,9,0,187,0,230,0,65,102,0,167,0,167,3,0,0,5,5,0,8,46,243,111,5,359,0,405,0,0,0,0,0,0,0,3147,291,111,14,416,0,3563,730,9,0,3,12,0,742,16,82,7,0,89,0,105,0,36,66,0,102,0,102,0,0,0,0,0,0,0,16,118,73,0,191,0,207,0,0,0,0,0,4,4,746,127,73,3,203,4,953,200,7,0,0,7,0,207,9,37,0,0,37,0,46,0,8,48,0,56,0,56,0,0,0,0,0,0,0,9,45,48,0,93,0,102,0,0,0,0,0,0,0,209,52,48,0,100,0,309,22308,432,5,62,499,6,22813,423,1600,92,0,1692,0,2115,15,510,691,0,1201,0,1216,52,5,3,51,59,5,116,490,2115,786,51,2952,5,3447,5,15,0,0,15,14,34,22803,2562,791,113,3466,25,26294
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,51,4,2965,74,185,4,0,189,0,263,5,8,11,0,19,0,24,4,0,0,3,3,0,7,83,193,15,3,211,0,294,0,0,0,0,0,0,0,2993,241,15,6,262,4,3259,648,13,0,0,13,0,661,22,73,5,0,78,0,100,0,5,8,0,13,0,13,0,0,0,0,0,0,0,22,78,13,0,91,0,113,0,0,0,0,0,0,0,670,91,13,0,104,0,774,204,6,0,0,6,0,210,10,25,0,0,25,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,0,25,0,35,0,0,0,0,0,0,0,214,31,0,0,31,0,245,23809,464,0,48,512,4,24325,749,1756,44,0,1800,3,2552,32,138,80,0,218,0,250,39,3,0,43,46,0,85,820,1897,124,43,2064,3,2887,14,7,0,0,7,12,33,24643,2368,124,91,2583,19,27245
