CED_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
CED101,0,4,8,18,24,27,39,19,4,0,11,4,3,4,0,169,11,27,90,109,400,3392,4972,3551,596,624,704,829,774,411,622,17113,0,7,133,301,26,58,41,8,0,0,0,7,0,0,18,599,3,69,123,281,104,346,207,167,32,39,37,33,31,14,27,1519,0,0,12,36,112,299,170,72,7,6,15,15,14,4,28,794,0,102,52,44,35,25,47,26,0,7,14,10,10,3,8,372,3,128,701,566,73,68,50,15,29,36,28,11,8,3,59,1785,0,5,20,112,475,1227,603,188,27,39,50,56,36,33,63,2942,0,15,10,88,108,329,509,490,68,59,71,113,134,62,44,2107,0,3,3,38,129,276,611,276,38,26,40,28,35,12,32,1545,0,0,0,10,9,34,44,24,11,15,16,0,9,0,3,179,0,0,0,4,9,30,67,23,5,13,13,9,0,0,0,181,5,11,25,65,29,59,55,29
CED102,0,3,4,15,24,37,35,25,9,5,3,6,11,11,3,189,9,56,122,174,518,3695,4847,4086,778,866,951,1191,1241,635,770,19935,0,9,132,198,25,55,40,11,0,0,4,4,0,4,19,510,0,56,192,360,95,255,112,122,18,29,45,15,30,3,63,1389,0,0,10,46,168,293,205,70,15,11,15,19,7,15,42,921,0,39,37,45,46,32,50,33,3,13,7,8,13,4,15,338,6,392,2515,1582,217,96,61,46,26,77,68,47,44,21,263,5463,0,3,32,108,454,921,465,177,38,47,55,57,54,18,56,2489,3,4,7,108,54,206,432,627,139,172,232,234,318,255,85,2888,4,3,8,31,212,344,677,360,71,51,49,85,62,44,35,2030,0,0,0,5,14,42,37,60,13,34,42,16,10,3,11,288,0,0,0,6,9,32,57,23,0,5,3,3,0,4,0,148,0,5,10,59,15,80,89,64
CED103,0,0,12,40,36,46,53,39,11,8,14,4,10,9,7,284,7,67,105,111,412,3320,5446,4591,1008,1073,1262,1663,1675,884,902,22527,0,7,85,149,10,24,26,7,0,0,0,0,3,0,8,325,0,33,64,118,33,96,37,23,4,10,5,8,20,3,16,468,3,10,12,43,94,146,123,37,9,15,6,13,11,7,30,550,3,93,76,53,30,42,75,63,12,17,10,9,15,10,14,510,0,52,192,122,21,11,11,0,3,4,3,3,3,3,22,457,5,9,41,178,770,2287,962,282,74,96,72,98,101,57,105,5141,0,15,27,146,203,745,1100,1148,245,319,408,547,719,538,175,6344,0,15,12,58,149,235,543,244,36,58,49,61,79,55,29,1625,0,3,6,106,220,374,257,272,97,151,189,69,124,40,35,1934,0,0,7,24,29,40,70,35,4,0,3,33,20,5,3,267,0,5,37,53,37,120,85,70
CED104,0,6,18,61,57,63,57,30,4,4,6,6,3,4,13,337,6,28,81,51,144,1272,2237,1383,220,274,248,285,301,143,219,6901,0,7,44,75,9,21,12,0,0,0,0,0,0,0,7,181,0,22,32,87,10,48,33,15,0,3,3,0,0,0,11,261,3,0,13,36,79,115,79,25,0,6,3,0,3,0,6,370,8,126,120,91,62,58,83,62,3,3,3,9,8,4,15,665,0,25,61,45,5,10,7,0,4,0,0,0,0,0,6,167,5,4,23,68,296,1179,458,118,17,25,12,30,11,6,44,2299,3,13,19,179,223,871,1394,680,93,74,64,98,92,60,84,3964,3,10,15,33,89,132,180,49,8,6,13,4,8,3,10,553,0,4,0,34,116,285,204,189,45,46,25,22,35,5,14,1025,0,0,3,4,8,11,20,3,0,0,0,0,0,0,0,63,0,8,30,67,40,100,91,49
CED105,0,0,0,9,3,7,18,11,3,0,0,0,8,11,5,72,3,15,99,59,297,2151,2934,2749,380,382,416,474,383,214,406,10955,0,10,108,270,19,34,19,3,0,0,3,5,0,0,12,483,0,19,41,155,65,157,155,194,25,44,53,54,54,24,74,1120,0,0,11,32,129,331,217,107,13,17,33,16,26,9,59,997,3,168,61,32,20,23,40,16,0,3,7,3,0,3,18,390,3,63,470,393,65,39,18,3,11,24,15,7,10,3,49,1167,0,0,8,22,117,286,168,71,9,14,19,36,25,11,21,811,0,7,11,80,65,202,479,1095,114,149,201,350,343,198,115,3403,0,0,0,17,82,163,271,134,30,12,12,9,15,4,39,781,0,0,0,4,18,56,177,102,42,132,165,14,16,14,49,781,0,0,0,18,20,200,940,332,117,106,148,98,79,8,65,2130,3,7,10,54,14,14,18,11
CED106,4,4,16,76,50,69,124,60,8,11,24,12,15,9,17,494,24,77,119,100,325,2079,3742,2862,531,672,685,838,884,467,575,13965,0,7,45,41,3,26,3,3,0,0,3,0,0,0,8,134,3,24,51,45,15,21,11,5,0,6,5,3,3,6,7,206,8,7,17,21,45,60,47,19,10,5,9,3,0,0,4,260,21,98,83,71,56,54,133,77,9,20,11,14,15,15,24,698,0,24,46,36,4,7,6,0,0,0,4,0,0,0,0,133,6,22,74,185,687,1705,784,307,52,75,80,90,111,44,93,4316,5,32,41,203,223,516,860,841,146,188,233,251,358,244,98,4246,0,15,19,61,93,166,332,112,24,18,24,30,10,8,19,936,0,3,7,55,216,342,281,404,149,137,122,67,134,50,49,2014,0,0,0,12,3,3,17,3,0,3,0,0,0,0,0,46,0,10,27,51,43,121,87,77
CED107,0,4,3,19,23,13,27,27,7,3,8,9,3,6,7,155,0,5,25,13,37,40,66,70,19,20,14,12,13,6,56,396,0,7,27,50,3,3,6,0,0,0,0,0,0,0,6,100,0,6,3,3,0,5,11,8,0,6,0,0,0,0,5,54,0,0,5,6,14,38,23,14,3,3,0,0,5,0,19,138,3,196,93,55,34,38,11,14,3,4,0,0,3,0,20,463,0,13,36,25,3,0,3,0,0,0,0,0,0,0,9,97,0,0,5,15,22,8,5,5,0,0,0,6,3,3,12,86,0,5,7,22,8,21,56,218,53,110,48,42,46,29,25,695,0,4,10,3,3,5,14,9,3,3,0,0,0,7,4,69,0,0,0,0,3,4,15,8,10,12,3,0,8,0,9,66,0,0,0,3,0,4,6,16,0,0,0,3,0,0,25,62,0,11,20,47,13,25,28,26
CED108,0,3,0,14,10,17,29,7,0,0,0,0,3,7,4,85,0,12,19,14,68,354,430,424,54,50,57,70,48,29,59,1674,0,14,59,253,40,72,55,0,0,0,0,0,3,0,13,514,0,15,29,165,52,279,212,146,28,39,66,49,31,11,28,1154,0,0,3,37,270,1323,1619,697,128,103,110,92,64,54,101,4604,0,183,100,76,35,27,25,15,3,0,0,3,0,0,15,487,0,26,124,114,23,23,20,13,0,6,4,0,0,0,10,360,0,0,6,14,36,109,46,22,7,3,6,0,6,3,13,275,0,3,6,112,107,619,2230,3858,338,323,418,496,428,297,227,9473,0,8,12,18,78,141,225,64,13,0,3,3,8,3,20,604,0,0,0,15,37,78,86,62,58,51,52,16,15,7,8,483,0,0,0,12,24,157,464,262,88,60,123,51,103,32,24,1406,0,5,20,81,14,41,10,28
CED109,0,3,5,34,26,31,88,26,5,9,9,8,5,7,3,266,3,23,32,31,76,896,913,467,89,72,105,64,104,43,92,3012,0,9,89,152,13,44,21,3,0,0,0,0,0,0,8,333,0,97,185,328,112,252,113,67,14,9,15,11,19,5,38,1271,3,0,3,28,63,93,66,23,0,5,0,0,0,3,5,316,7,110,85,60,50,22,73,40,9,14,3,10,4,7,11,503,4,183,940,564,69,39,35,21,13,41,26,24,12,9,71,2066,3,0,18,51,138,250,96,30,5,3,8,5,9,9,9,629,0,13,17,91,40,80,132,160,36,42,31,21,46,25,26,754,0,6,15,27,53,97,100,43,10,7,3,0,4,3,8,375,0,0,0,8,18,24,16,30,11,3,7,3,0,4,0,117,0,0,3,4,6,31,19,3,0,0,0,0,0,0,0,72,0,11,31,74,39,100,83,67
CED110,0,0,23,50,33,39,54,26,3,4,3,12,17,7,7,274,6,8,18,6,6,39,56,66,12,10,8,4,18,10,26,302,0,3,12,22,0,0,3,0,0,0,0,0,0,0,0,51,0,12,24,13,0,5,14,11,5,3,6,0,4,0,6,103,3,5,17,20,21,38,30,21,0,3,4,7,0,0,4,179,4,204,149,91,98,62,55,31,4,3,7,9,4,3,35,750,0,10,17,11,3,0,6,0,0,0,0,0,0,0,3,49,3,3,12,22,19,11,11,7,0,0,0,4,3,3,4,104,0,23,19,48,31,53,62,202,23,58,44,46,26,15,20,657,0,7,4,4,5,7,10,13,3,4,6,0,0,0,3,81,0,0,0,0,4,3,3,5,3,9,6,14,0,0,0,61,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,18,0,7,18,69,30,32,46,64
CED111,0,3,11,44,28,39,73,61,24,14,16,6,6,6,7,339,0,9,13,6,29,110,310,383,124,178,277,461,552,270,164,2891,0,5,181,180,31,39,206,5,0,0,3,0,0,0,21,679,0,14,22,15,11,14,9,19,3,0,11,8,9,0,4,144,0,5,8,11,33,51,30,14,0,0,4,3,0,0,3,163,0,281,237,67,41,35,49,21,15,13,5,11,5,8,25,801,0,90,298,111,17,16,3,3,0,8,0,8,0,0,36,604,0,3,10,11,20,34,36,24,5,10,3,15,11,8,0,189,3,6,9,66,32,71,117,229,44,120,117,121,163,179,37,1319,0,3,5,9,18,21,69,27,15,12,10,18,23,36,4,265,0,0,0,0,18,28,36,64,28,43,69,28,39,15,3,375,0,0,0,3,0,7,29,47,14,33,84,74,25,42,18,385,0,11,30,83,23,54,57,52
CED112,0,0,6,31,26,19,50,27,6,8,3,0,4,0,3,196,3,11,28,8,30,92,130,121,17,26,27,20,17,17,18,550,0,3,30,58,0,9,3,0,0,0,0,0,0,0,5,113,0,32,41,26,6,19,5,5,0,0,0,0,0,0,4,147,0,0,6,22,19,45,13,19,6,4,0,3,0,0,9,164,0,138,107,62,40,36,26,27,0,0,0,5,0,0,24,468,0,25,55,51,4,4,0,0,0,3,0,0,0,0,7,158,5,3,9,9,13,15,16,9,0,0,3,4,0,0,4,90,0,11,11,60,18,35,80,185,44,59,27,25,33,21,22,629,0,13,9,6,21,32,27,18,6,7,11,13,9,5,4,166,0,0,0,7,7,5,11,4,0,6,3,0,0,0,0,53,0,0,0,3,0,8,5,4,0,0,0,0,0,6,4,32,3,11,45,128,56,76,43,28
CED113,0,0,20,54,39,42,53,30,3,7,14,4,8,4,18,295,8,7,21,3,7,35,83,87,21,5,14,14,8,15,30,347,0,14,51,144,3,17,5,0,0,0,0,0,0,0,10,249,0,12,9,13,3,3,0,5,7,3,0,5,3,6,3,77,0,7,5,13,17,35,39,31,12,5,8,3,4,0,8,183,0,283,248,123,72,53,57,26,0,3,6,3,3,0,35,920,0,25,84,52,7,7,4,3,0,0,0,0,0,0,6,188,0,0,12,10,6,18,9,10,0,0,0,3,4,0,13,100,3,14,11,29,13,44,109,417,42,45,50,95,61,43,18,992,0,16,12,6,9,23,26,13,0,3,3,12,17,9,3,143,0,0,0,3,7,10,0,9,0,3,0,3,11,3,4,49,0,0,0,3,3,0,3,5,3,0,0,3,0,0,3,21,0,8,26,59,32,30,29,36
CED114,0,0,5,12,6,11,15,12,5,7,0,3,0,0,8,101,0,4,3,3,6,39,47,76,13,18,9,17,20,17,10,275,0,3,13,38,4,7,3,0,0,0,0,0,0,0,4,79,0,4,6,10,0,5,8,7,4,0,3,0,4,3,3,49,0,0,4,8,20,57,52,63,12,21,19,24,3,3,16,306,0,205,125,59,20,13,20,22,0,5,4,3,4,8,24,513,0,19,39,11,5,3,0,0,0,0,0,0,0,0,3,86,0,0,5,5,13,17,4,10,7,4,3,7,10,4,8,89,0,6,3,30,33,79,280,733,69,117,126,108,105,70,87,1837,0,0,0,4,0,0,4,10,0,5,0,0,0,3,3,41,0,0,0,0,4,4,6,10,0,8,4,5,3,0,0,45,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,17,0,3,19,21,7,28,18,21
CED115,0,0,0,5,0,12,18,4,0,3,0,3,0,5,0,54,0,15,123,40,503,968,715,536,78,98,99,85,75,46,206,3577,0,29,256,736,61,188,705,19,3,4,3,3,8,0,67,2082,0,16,50,77,29,84,72,49,14,24,28,14,24,10,15,521,0,0,3,25,143,539,425,233,73,57,48,65,29,18,52,1715,0,160,108,57,33,21,43,8,0,3,0,0,0,0,12,444,0,31,149,155,35,29,37,7,5,15,7,3,8,0,28,508,0,0,9,19,94,144,54,24,0,4,6,6,3,0,21,392,0,3,8,43,52,176,375,992,101,167,176,179,171,98,50,2589,0,0,3,23,68,131,87,77,15,5,3,9,11,5,21,461,0,0,0,87,111,192,165,117,61,82,198,37,14,3,24,1092,0,0,20,352,411,1266,3191,2223,629,513,1029,585,426,406,197,11246,0,3,13,37,18,17,7,3
CED116,0,0,9,51,51,15,36,31,6,7,4,0,3,0,4,223,4,13,14,5,21,42,59,69,16,6,18,13,9,12,34,340,0,5,96,136,7,9,13,0,0,0,0,0,0,0,11,276,0,24,31,12,3,3,5,6,3,0,0,0,0,0,3,89,0,0,10,10,14,27,9,3,0,0,0,3,0,0,5,92,0,317,282,121,47,40,39,16,6,4,3,3,3,0,29,906,0,24,96,70,5,0,4,0,3,0,0,4,0,0,13,214,4,3,9,12,14,14,5,5,3,0,0,3,0,0,9,85,0,20,20,30,15,9,38,96,9,27,29,38,12,11,20,365,0,18,10,5,6,10,18,13,0,11,9,0,9,3,7,119,0,0,0,0,0,10,12,3,0,0,0,0,0,0,3,27,0,0,3,6,0,0,3,5,0,0,3,0,0,0,10,24,0,5,42,93,36,43,18,37
CED117,0,0,17,63,80,62,111,60,19,21,20,30,26,15,16,542,3,24,34,49,137,870,931,779,135,178,189,217,303,170,152,4175,0,3,54,94,10,33,9,4,0,0,3,0,0,0,17,224,0,18,51,82,21,21,16,11,8,0,10,3,0,0,28,267,3,3,17,38,82,137,62,17,3,5,8,0,13,3,16,412,3,67,57,80,75,63,105,94,17,23,13,23,19,16,37,695,3,133,937,647,44,20,27,14,3,9,8,16,6,3,129,2003,0,3,15,52,153,211,99,44,14,11,23,15,10,8,18,682,0,9,10,108,51,150,250,340,84,136,149,157,166,107,54,1777,0,3,9,31,68,109,178,112,27,15,37,33,31,21,20,696,0,0,0,13,17,53,29,31,15,21,20,14,10,7,6,251,0,0,0,6,10,13,7,11,0,0,9,0,7,3,3,80,0,11,29,88,68,169,299,215
CED118,0,4,6,18,21,30,37,37,7,6,4,4,13,18,12,212,0,11,44,26,88,654,930,735,95,131,99,128,106,66,97,3200,0,9,78,230,23,58,83,0,0,0,3,3,0,0,10,499,0,16,37,141,49,190,148,76,3,20,34,14,16,8,21,778,4,0,3,29,191,843,807,242,46,48,42,26,27,16,75,2390,0,163,69,50,46,31,56,15,6,3,8,7,3,5,12,477,0,21,123,127,24,12,5,0,3,3,4,0,3,0,14,349,0,0,3,23,133,268,146,31,5,3,12,10,9,11,17,683,0,7,15,162,225,1335,5288,6530,512,652,835,1024,896,633,519,18629,0,6,6,36,90,151,367,125,19,15,16,11,15,8,18,876,0,0,0,19,52,197,369,185,63,63,53,28,19,19,36,1107,0,0,0,10,11,42,102,31,7,8,6,4,0,3,19,256,0,3,18,82,17,62,45,57
CED119,0,0,10,39,25,29,58,37,11,10,7,3,4,4,7,238,0,13,29,28,57,394,511,353,64,76,70,49,46,19,76,1808,0,3,64,117,7,24,21,3,0,0,0,0,0,0,6,244,0,40,77,112,49,181,167,116,16,33,37,17,0,4,23,864,0,3,11,31,91,271,168,76,3,4,12,7,10,0,24,703,0,121,140,54,54,34,66,33,7,8,7,5,5,0,17,561,0,41,243,203,36,23,18,11,3,3,8,3,5,0,29,625,0,3,0,41,85,174,78,30,3,0,3,6,4,0,5,443,0,17,4,99,67,366,539,358,44,42,57,36,32,47,31,1742,0,3,7,19,56,97,213,66,18,8,10,6,9,6,10,538,0,0,0,3,7,14,9,22,6,5,10,4,0,0,0,87,0,0,0,3,7,18,31,34,3,4,4,3,0,0,3,113,0,3,21,71,34,140,100,77
CED120,0,0,5,15,22,25,40,31,10,0,8,3,6,0,7,183,0,11,15,4,13,55,99,91,12,17,23,11,21,13,22,391,0,4,49,106,7,25,10,6,0,0,0,0,0,0,10,224,0,19,15,28,7,29,11,14,0,0,10,4,0,0,8,144,0,4,5,7,24,70,69,37,3,17,8,3,0,0,18,261,0,188,119,85,47,41,33,12,7,7,0,3,6,6,31,581,0,16,69,43,15,6,3,0,0,11,0,0,0,0,14,182,4,0,4,10,13,19,9,6,3,3,3,0,0,0,12,85,0,8,15,45,16,46,68,123,23,29,14,28,31,18,17,480,0,9,4,9,19,17,24,5,5,6,0,0,0,0,8,109,0,0,0,3,11,15,4,14,4,3,0,4,9,0,8,78,0,0,6,14,9,16,22,15,0,4,11,9,0,0,7,103,0,7,30,97,45,76,45,36
CED121,0,3,4,29,26,16,25,17,10,6,5,9,0,3,6,168,3,6,13,3,18,33,48,77,15,16,18,17,9,0,30,301,0,0,15,33,3,0,8,7,0,0,0,0,0,0,3,70,0,7,7,7,0,3,4,0,0,0,0,3,0,0,0,37,0,5,5,10,24,38,15,17,3,6,0,0,3,3,18,141,3,250,102,41,19,16,21,12,3,3,0,10,0,3,34,514,0,10,12,9,0,0,0,0,0,0,0,0,0,0,3,47,0,0,3,15,5,11,15,4,0,0,0,3,3,3,9,74,0,15,11,44,14,13,50,159,34,35,23,16,32,12,24,476,0,3,9,5,0,5,31,7,0,3,6,0,0,0,3,88,0,0,0,0,0,5,3,9,0,7,0,0,3,0,9,35,0,0,0,0,0,0,3,4,0,0,0,0,9,0,3,24,0,5,20,58,15,28,22,38
