CED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
CED203,0,0,0,0,0,5,17,9,8,37,0,0,0,12,3,3,5,3,0,21,0,9,29,227,64,41,28,12,3,411,0,0,7,51,0,0,0,0,0,62,0,3,0,13,16,21,72,53,15,188,3,26,38,169,130,164,91,48,4,667,0,0,0,4,0,5,9,0,0,13,0,3,3,35,5,0,0,0,0,51,0,0,3,16,30,16,3,0,0,63,4,19,39,229,89,59,43,8,0,487,0,0,0,6,7,3,10,4,0,29,0,0,0,0,0,0,0,0,0,0,0,5,6,13,31,53,60,49,17,226,0,0,4,11,0,5,7,0,0,31,0,10,30,68,41,26,15,12,0,203,0,12,13,67,18,16,16,5,8,143,0,0,0,58,0,0,0,3,0,63,3,97,157,148,18,17,3,0,0,445,0,0,0,0,0,0,0,3,0,13,4,14,24,54,33,26,26,12,0,189
CED204,0,0,0,4,4,15,46,34,18,117,0,0,19,121,81,165,160,105,61,717,0,3,9,53,23,9,16,0,0,115,0,0,12,55,3,5,0,0,0,75,0,0,3,8,15,28,96,110,68,323,15,152,258,461,210,174,92,23,7,1395,0,0,7,40,30,60,53,30,3,226,24,199,265,586,98,50,31,4,0,1254,0,0,0,9,3,0,0,0,0,17,4,70,109,561,242,277,158,48,16,1491,0,0,5,75,75,174,166,74,43,618,0,12,33,61,68,57,22,10,0,267,0,0,9,14,39,82,92,77,43,354,0,29,30,81,38,43,34,6,3,270,0,12,23,118,114,96,88,43,16,509,16,139,288,1602,616,594,420,182,78,3928,0,6,5,94,8,7,6,3,0,129,3,16,33,183,62,24,10,0,0,328,3,7,5,36,87,76,59,27,11,306,4,20,34,51,13,14,10,3,3,141
CED205,0,0,0,14,16,67,174,116,30,412,0,0,7,40,11,19,14,4,4,97,0,3,7,12,9,3,4,4,0,44,4,48,176,837,29,16,11,0,0,1121,0,0,4,7,0,10,20,4,4,49,44,255,322,534,144,92,34,14,0,1433,0,0,6,46,30,49,32,13,6,185,33,223,135,929,132,33,22,3,0,1509,0,4,4,10,8,0,5,0,0,25,10,53,138,699,313,293,152,33,8,1708,0,0,0,24,19,34,30,12,3,133,0,35,67,145,135,108,43,7,0,554,0,0,0,10,14,34,40,19,12,126,0,22,27,63,35,31,13,0,0,204,0,7,11,41,20,16,11,6,0,109,5,77,146,714,353,240,88,48,17,1706,0,0,0,36,6,5,0,0,0,56,0,14,26,182,51,35,4,3,0,317,12,73,110,849,1005,835,485,210,44,3625,5,25,27,46,11,8,5,0,0,130
CED206,0,0,0,0,0,9,17,13,5,46,0,3,0,13,7,18,8,4,0,51,4,31,142,303,75,33,20,3,0,622,0,5,0,25,3,0,0,0,0,41,0,3,7,41,45,66,260,191,89,704,0,36,51,285,191,208,117,31,10,927,0,0,0,4,0,11,6,4,0,27,0,4,0,14,0,4,0,0,0,21,0,4,0,12,17,10,3,0,0,47,6,17,20,152,80,66,45,15,6,394,0,0,4,39,19,29,50,20,7,167,0,0,0,4,0,3,3,0,0,7,0,8,12,51,42,95,113,85,29,436,0,8,6,27,20,15,10,0,0,89,0,10,38,137,118,68,60,25,7,471,0,8,3,87,23,38,34,8,10,216,0,0,0,25,9,12,0,0,0,36,0,9,40,132,38,15,5,0,0,241,0,0,0,3,9,3,0,0,0,18,0,16,21,97,61,38,43,16,0,297
CED207,0,0,0,0,0,4,24,28,5,61,0,5,10,57,22,47,28,15,9,200,0,5,7,21,12,10,8,3,6,66,0,3,50,90,11,5,3,0,0,158,0,3,16,10,12,13,30,48,36,161,12,104,148,210,143,118,99,40,25,898,0,0,0,5,0,12,11,4,10,45,0,28,36,139,15,14,3,0,0,237,0,0,7,0,12,10,0,0,0,34,3,33,83,408,103,118,69,20,3,838,0,4,0,41,27,79,67,41,38,302,0,0,0,5,3,4,4,0,0,8,0,0,6,11,25,30,54,80,32,251,10,96,189,211,144,113,93,35,5,895,0,37,57,143,107,68,64,31,13,517,7,141,403,1079,505,438,340,170,69,3148,0,12,30,281,95,60,68,5,3,560,3,12,44,199,87,32,21,14,3,424,0,0,0,18,29,32,29,19,15,150,13,71,54,82,34,33,23,13,0,318
CED208,0,0,0,12,3,12,51,46,32,164,0,0,6,41,15,13,13,6,8,102,0,0,0,8,0,0,0,0,0,15,0,5,160,312,5,0,0,0,0,488,0,0,7,32,15,5,12,10,9,94,7,25,57,796,210,138,64,23,8,1327,0,4,5,83,88,121,178,110,46,635,0,18,12,96,4,12,0,0,0,145,0,0,4,13,21,5,0,0,0,43,0,24,53,318,109,102,76,12,3,702,0,0,0,49,23,12,22,21,12,133,0,0,5,0,9,11,7,0,0,31,0,4,12,82,43,33,30,22,4,229,0,12,22,130,26,14,13,3,0,223,0,8,14,142,44,17,15,4,0,246,4,8,44,190,33,66,39,18,3,400,0,3,9,100,10,10,6,0,0,137,0,18,22,182,53,25,12,3,0,306,0,0,8,44,41,27,27,19,8,176,17,27,42,299,63,33,21,7,0,510
CED209,0,0,0,0,8,28,67,49,5,156,0,3,6,14,9,8,3,0,0,48,0,0,0,3,0,0,0,0,0,5,0,4,5,51,0,0,0,0,0,68,0,13,3,22,18,36,140,92,39,357,3,51,57,277,157,144,132,44,9,872,0,0,0,8,0,3,9,8,0,35,0,3,6,31,5,0,0,0,0,48,0,0,0,4,13,5,9,0,0,35,0,17,37,242,72,60,44,11,0,489,0,0,0,31,13,5,22,7,11,91,0,0,0,4,0,0,0,0,0,10,0,5,10,62,43,81,105,75,27,398,3,6,4,20,11,8,3,0,0,62,4,14,29,114,71,57,40,18,6,350,0,5,19,62,7,14,7,4,0,126,0,0,4,21,4,3,0,0,0,33,0,7,13,72,35,8,0,0,0,137,0,0,0,3,7,4,0,0,0,14,9,21,29,127,42,35,32,8,0,306
CED210,0,0,0,3,0,11,31,10,4,58,0,0,4,23,8,7,0,0,0,43,0,11,36,131,55,29,20,3,0,287,0,0,21,88,0,0,0,0,0,104,0,3,4,18,13,34,152,131,67,421,10,36,60,276,148,127,73,31,16,780,0,0,0,35,45,73,108,62,31,344,6,39,55,104,9,3,4,3,0,225,0,0,0,11,22,7,0,3,0,47,6,36,76,333,160,125,77,21,4,835,0,0,0,32,19,29,47,24,33,189,0,0,0,0,0,0,0,0,0,14,0,15,7,50,40,101,110,102,25,450,0,8,18,39,16,17,18,6,0,124,3,12,33,85,37,30,24,8,6,242,4,9,23,142,29,17,23,3,0,253,0,0,4,32,4,0,0,0,0,38,0,87,104,147,55,31,12,0,0,430,0,0,0,14,16,11,15,10,0,70,4,18,24,100,25,27,25,10,0,233
CED211,0,0,0,0,6,7,21,30,6,80,0,4,11,45,13,23,21,5,0,113,0,62,189,526,104,59,30,5,0,979,0,0,22,85,4,0,0,0,0,106,0,5,0,18,13,29,87,121,65,329,7,47,72,268,174,175,95,44,21,901,0,0,0,4,3,4,4,5,3,28,0,7,15,106,13,11,13,4,0,166,0,0,0,4,25,19,10,5,0,59,4,27,26,292,115,131,54,16,3,686,0,0,0,27,27,43,54,25,22,200,0,0,0,6,0,0,0,0,0,7,0,0,4,31,43,93,90,97,50,411,0,42,39,105,72,61,47,10,10,392,4,22,50,177,126,89,62,35,17,589,0,21,41,336,108,95,98,55,20,777,0,10,13,165,55,20,18,4,0,292,0,33,37,202,70,41,18,3,0,409,0,3,0,12,8,13,8,0,0,48,5,19,39,89,44,43,33,6,0,286
CED212,0,0,0,4,3,20,24,8,3,53,0,0,5,65,28,48,31,10,5,197,0,0,0,15,4,10,4,0,4,23,0,0,3,27,4,4,0,0,0,39,0,3,5,16,24,36,89,80,86,343,4,55,132,535,307,298,188,66,18,1611,0,0,0,3,8,12,4,0,0,32,0,3,0,15,7,6,0,3,0,40,0,0,0,17,23,11,7,4,0,64,4,38,65,360,184,151,92,19,5,920,0,0,4,50,36,39,54,28,14,220,0,0,0,8,9,12,14,4,0,53,3,11,25,87,76,173,169,121,73,741,4,8,10,28,18,21,11,5,0,101,0,40,60,166,138,87,61,27,14,599,0,0,15,89,46,66,52,35,11,320,0,0,3,35,7,7,4,0,0,57,0,20,24,182,69,23,4,0,0,331,0,0,0,16,12,16,9,3,0,65,0,23,27,101,48,50,39,9,4,312
CED213,0,0,0,0,3,10,48,32,7,101,0,0,0,8,12,22,20,8,3,82,0,0,0,0,0,5,0,4,0,9,0,0,3,6,0,0,0,0,0,9,0,0,0,19,23,35,145,122,45,389,5,38,25,220,199,228,210,99,22,1051,0,0,0,6,10,12,4,4,0,41,0,0,0,4,0,0,4,0,0,10,0,0,0,13,18,11,4,0,0,58,5,22,20,171,65,48,43,7,0,383,0,0,0,32,9,15,33,18,8,113,0,0,0,3,0,0,0,0,0,6,0,6,23,65,90,139,180,148,66,719,0,4,5,8,11,11,13,7,0,57,3,16,17,74,65,69,71,27,10,348,0,0,0,18,10,19,21,15,4,88,0,0,0,12,5,5,0,0,0,16,0,16,16,92,56,20,3,0,0,205,0,0,0,10,9,16,4,5,0,38,11,12,29,70,51,41,56,11,5,278
CED214,0,0,0,16,29,130,506,434,155,1274,0,3,10,36,4,19,14,0,5,93,0,31,101,324,50,25,7,0,0,553,5,4,202,390,12,9,7,6,0,620,0,7,5,18,3,13,17,18,6,89,16,107,161,687,193,116,62,9,6,1368,0,0,12,80,101,168,269,143,51,827,8,46,28,226,18,8,11,0,0,355,0,0,3,22,10,9,0,0,0,50,4,57,146,1029,343,358,247,86,26,2310,0,0,7,58,40,59,101,66,63,389,0,19,36,73,48,33,15,4,3,231,0,0,0,55,19,20,21,27,11,163,3,3,11,138,27,12,13,5,0,209,0,0,16,67,24,4,5,3,0,117,7,14,34,226,46,38,33,14,13,423,3,8,4,101,12,6,9,5,0,144,0,6,31,256,78,37,9,6,0,436,0,0,4,65,63,65,43,21,6,265,9,8,21,135,28,13,4,0,0,215
CED215,0,0,0,15,28,87,237,211,72,648,0,4,18,124,22,22,31,8,0,236,0,0,14,70,40,18,14,9,5,165,0,5,45,217,7,9,11,0,0,287,5,6,5,30,18,16,22,22,3,124,55,385,368,1036,431,239,98,23,9,2641,0,0,5,79,100,130,141,72,25,551,10,118,51,508,44,21,13,0,0,769,0,0,4,20,16,3,3,0,0,49,9,87,148,925,367,294,172,37,12,2051,0,0,0,80,43,29,65,29,40,294,0,10,32,87,45,23,10,4,3,210,0,11,14,77,57,93,93,52,35,437,6,87,71,161,77,32,15,3,0,451,10,64,70,269,143,71,32,19,3,673,0,16,42,281,94,47,30,14,4,530,0,0,9,85,17,15,6,0,0,137,6,38,51,236,72,34,18,0,0,452,0,3,0,39,19,12,5,0,0,84,10,73,45,144,60,24,23,5,0,376
CED216,0,0,0,6,6,18,47,33,11,120,0,0,0,7,5,12,13,3,0,43,0,0,4,27,6,0,0,0,0,45,0,0,15,24,0,0,0,0,0,40,0,0,5,22,21,52,199,142,49,483,0,51,45,194,156,173,154,53,12,834,0,0,0,0,0,4,0,0,0,4,0,10,7,27,6,6,0,0,0,48,0,0,0,7,11,7,7,3,0,41,6,39,36,288,127,141,77,20,3,744,0,0,0,5,8,14,26,4,9,67,0,0,0,0,0,0,0,0,0,0,0,0,7,27,25,89,128,105,33,424,0,0,5,6,10,6,4,0,0,36,3,11,24,57,48,34,29,7,0,214,0,8,8,61,19,9,13,6,0,113,0,0,0,32,5,5,0,0,0,43,6,12,23,90,41,16,7,0,0,202,0,0,0,3,7,3,0,0,0,14,0,12,6,46,24,30,53,14,0,178
CED217,0,0,0,0,5,13,23,14,10,66,0,0,0,41,19,26,15,9,4,111,0,0,0,6,6,8,3,0,3,31,0,3,32,53,5,0,0,0,0,90,3,16,10,24,38,23,47,32,14,197,0,51,113,379,316,282,145,63,19,1366,0,0,0,18,15,10,4,3,0,52,0,6,5,21,3,3,5,0,0,44,0,0,0,3,19,9,0,0,0,35,0,11,20,156,77,45,47,9,0,367,0,3,4,85,56,101,159,79,64,548,0,0,0,4,0,0,4,0,0,10,0,14,19,107,73,94,87,68,34,506,9,54,45,67,45,31,28,17,0,302,3,70,103,377,381,226,169,80,41,1446,0,3,10,108,48,66,70,37,25,357,0,0,5,58,11,7,10,0,0,100,0,27,21,137,41,15,9,4,0,253,0,3,5,28,29,18,26,11,0,127,25,94,79,174,114,90,50,22,7,660
CED218,0,0,11,59,77,293,574,309,96,1417,0,3,4,50,20,21,22,3,5,120,0,28,82,280,55,15,8,0,0,461,0,6,20,107,9,6,0,0,0,140,0,0,0,3,4,10,14,17,9,57,26,265,331,491,138,122,39,10,7,1431,0,3,24,227,243,330,438,143,34,1453,10,90,47,407,50,27,26,6,0,670,0,0,4,6,4,4,0,0,0,14,6,124,361,1276,776,613,374,107,29,3675,0,0,3,56,61,88,98,35,18,363,0,21,38,92,64,36,29,10,0,282,0,4,3,13,19,34,45,22,14,152,0,29,28,60,24,26,20,5,0,193,0,10,20,69,36,25,16,5,5,183,3,38,81,358,226,145,82,36,9,972,0,8,0,34,10,7,7,0,0,72,5,11,21,165,65,29,8,5,0,309,0,3,6,49,76,62,31,22,0,256,7,33,22,38,20,9,3,0,0,132
CED219,0,8,9,53,47,125,277,103,25,639,0,6,9,38,15,9,9,0,0,85,5,13,42,171,27,12,11,4,4,280,0,7,5,65,3,0,0,0,0,80,0,0,7,15,23,20,80,47,20,201,31,258,237,598,258,197,112,35,5,1730,0,0,6,48,49,63,58,7,3,244,7,59,35,244,26,17,7,0,0,397,0,0,0,7,10,9,8,0,0,35,7,81,170,648,289,191,117,28,7,1536,0,0,4,36,21,29,39,14,10,145,0,42,64,111,71,33,18,10,0,355,0,3,12,42,34,93,111,76,23,391,0,14,14,34,26,16,13,6,3,120,0,13,30,87,40,39,19,7,3,240,5,18,39,182,78,35,32,12,5,406,3,3,0,32,4,6,3,0,0,56,3,21,40,136,55,17,7,0,0,283,0,0,3,30,26,18,12,3,0,96,6,24,24,64,23,21,21,4,0,189
CED220,0,0,0,0,6,9,10,10,4,36,0,0,13,63,21,26,21,10,8,152,0,0,9,13,3,9,7,0,3,41,0,4,66,129,0,0,0,0,0,200,0,6,7,39,10,14,29,18,9,131,7,36,118,760,213,205,135,57,28,1561,0,0,0,15,6,9,6,3,0,46,0,0,0,34,3,6,0,0,0,53,0,0,0,8,12,8,4,0,0,33,0,15,28,361,71,52,44,12,0,575,0,0,4,55,32,42,93,60,65,351,0,0,0,7,0,3,8,0,0,14,4,0,17,106,31,48,40,46,15,306,8,39,81,197,45,39,49,13,0,466,4,14,40,229,115,95,95,48,21,655,0,6,32,254,68,68,73,46,15,567,6,11,11,161,23,13,9,0,0,238,3,5,37,254,55,23,16,6,0,396,0,7,4,32,13,18,12,8,4,93,32,58,97,271,81,74,65,19,4,693
CED221,0,0,0,0,0,11,36,17,6,65,0,18,67,295,132,201,141,46,18,918,0,4,3,33,22,10,11,3,0,83,4,5,26,180,17,6,7,0,0,251,0,3,6,17,14,30,78,70,30,236,44,318,473,941,317,205,94,34,4,2446,0,0,4,39,23,32,15,3,0,109,14,219,247,550,78,32,22,0,0,1169,0,0,0,4,5,5,0,0,0,15,8,157,305,1032,520,335,146,37,12,2556,0,0,15,49,36,39,46,21,3,208,4,31,94,180,135,133,40,10,4,622,0,5,15,37,45,93,64,65,22,332,0,22,29,68,44,37,9,7,0,223,0,13,45,137,101,59,42,31,15,433,14,135,312,1529,576,378,220,76,31,3274,0,0,5,54,14,9,0,0,0,85,5,13,29,217,81,32,7,4,0,387,0,8,9,53,65,38,23,6,0,205,6,28,36,46,18,19,14,0,0,167
CED222,0,0,0,9,3,11,47,49,19,133,0,6,31,140,63,115,111,86,47,592,0,12,39,262,93,58,29,18,4,510,0,10,109,214,3,8,0,0,0,348,0,0,3,12,9,16,20,26,17,102,13,92,169,365,152,126,46,24,13,999,0,0,0,15,16,17,21,14,9,90,12,55,47,240,27,20,12,0,0,416,0,0,6,7,11,4,8,0,0,35,7,65,141,774,229,252,166,38,20,1688,0,0,0,71,28,80,135,59,35,410,0,5,10,25,12,14,13,0,0,75,0,3,4,26,20,29,43,41,23,192,3,24,74,144,56,33,36,5,5,368,3,16,49,172,136,84,71,29,16,569,14,56,177,906,259,301,342,168,78,2299,0,8,10,213,25,18,10,0,0,288,6,71,153,458,127,67,34,5,0,911,0,0,7,38,66,56,56,27,10,267,11,39,36,77,20,13,13,8,3,213
CED223,0,0,0,3,0,7,15,7,3,29,0,0,0,6,3,0,0,0,0,19,0,5,0,9,3,0,0,0,0,21,0,12,29,75,5,0,0,0,0,116,0,0,0,19,20,41,122,72,20,306,4,32,40,163,175,196,135,50,10,804,0,0,0,0,0,5,6,0,0,13,0,10,3,23,0,0,0,0,0,28,0,0,0,7,15,9,0,0,0,37,4,31,35,233,69,76,61,11,3,516,0,0,0,4,5,3,10,9,10,39,0,0,0,4,0,3,0,0,0,10,0,0,0,30,29,69,75,57,14,271,0,5,0,3,17,4,3,0,0,33,0,7,14,56,42,33,17,9,0,185,0,4,0,41,14,8,9,0,0,85,0,0,0,43,5,0,0,0,0,54,0,13,7,54,47,12,0,0,0,138,0,0,0,5,0,0,0,0,0,6,3,10,8,65,24,50,45,12,0,219
CED224,0,0,0,3,0,8,29,33,12,94,0,0,5,96,52,52,71,40,22,340,0,6,3,19,13,9,12,7,0,70,0,0,22,38,5,4,0,0,0,75,0,7,5,21,15,14,49,42,25,190,7,55,102,414,248,214,143,44,16,1249,0,4,3,111,98,99,61,35,9,423,0,59,42,124,18,10,5,0,0,252,0,0,0,6,14,12,4,0,0,37,4,30,59,331,158,164,84,29,4,869,0,0,0,94,45,65,91,32,17,345,0,0,4,11,6,5,5,4,3,46,0,12,35,95,90,99,94,81,47,552,0,17,19,60,31,26,15,9,0,176,8,71,65,227,174,95,71,43,15,764,0,15,51,286,162,180,179,93,43,1010,0,5,0,60,11,9,4,0,0,89,0,12,18,227,69,31,14,5,0,370,0,9,6,85,94,90,61,41,12,399,5,45,40,124,51,38,27,13,0,344
CED225,0,0,0,5,3,21,62,35,12,141,0,0,3,27,7,23,14,13,10,96,0,0,3,9,3,4,4,0,0,25,0,6,18,57,4,0,3,0,0,81,0,10,9,29,18,12,46,29,22,168,4,55,53,330,177,164,88,39,16,925,0,0,0,38,33,70,73,40,16,266,0,7,0,40,14,11,4,0,0,75,0,0,0,12,19,13,10,0,0,52,6,10,22,223,77,75,58,13,6,492,0,5,3,52,27,30,34,18,15,183,0,0,0,4,6,3,4,0,0,16,0,8,18,61,41,73,83,47,21,357,3,26,22,72,45,30,24,15,3,232,0,19,34,144,96,66,27,26,4,403,3,7,34,183,86,88,65,47,14,530,0,4,0,83,17,11,4,0,0,122,0,5,29,118,69,33,11,3,0,273,0,4,0,26,15,20,11,7,0,75,11,42,39,125,57,38,45,17,0,379
CED226,0,0,0,0,4,6,30,9,4,53,0,0,4,42,9,15,13,0,0,86,0,0,0,18,5,13,6,3,0,53,0,0,30,47,5,0,0,0,0,81,0,10,11,22,25,10,38,23,9,145,7,71,106,358,203,191,139,61,37,1177,0,0,0,8,7,16,12,9,0,59,0,11,11,65,15,8,7,0,0,115,0,0,0,10,16,13,0,0,0,46,0,15,34,180,71,30,42,8,0,380,0,0,0,43,15,25,42,32,36,186,0,0,0,3,0,3,0,0,0,7,0,3,11,48,36,51,57,49,25,287,9,85,75,191,92,91,79,25,6,653,4,26,48,144,117,76,51,35,7,497,0,21,63,232,118,119,82,43,26,708,5,22,21,228,83,52,65,13,4,494,0,9,30,171,57,33,12,5,0,324,0,3,0,28,23,13,3,5,4,86,20,95,93,167,80,64,43,16,8,581
CED227,0,0,0,3,5,11,27,16,0,59,3,5,35,185,72,88,62,18,7,476,0,7,18,119,15,3,6,4,0,177,0,5,12,73,4,3,0,0,0,95,0,3,6,21,28,44,119,118,49,387,17,157,207,503,244,178,72,40,13,1431,0,0,0,5,0,7,0,0,0,22,5,71,56,324,38,27,9,6,0,534,0,0,0,9,18,8,0,0,0,34,9,61,139,538,217,121,45,17,3,1153,0,0,0,47,27,30,37,7,3,153,0,15,17,32,36,17,6,9,0,128,0,10,13,57,64,104,113,64,31,460,0,35,34,44,33,25,12,3,0,175,3,33,62,171,137,88,38,26,3,565,3,194,219,1499,440,215,148,48,8,2777,0,5,5,75,10,4,6,0,0,106,6,4,9,146,43,11,7,4,0,233,0,0,0,14,21,15,8,3,0,58,0,29,22,56,38,23,11,8,0,182
CED228,0,5,0,12,17,92,169,81,18,394,0,0,14,103,25,22,12,11,0,181,0,11,131,631,239,129,52,38,14,1257,0,10,57,375,36,9,9,0,0,496,0,0,0,5,4,14,47,17,12,103,69,522,531,1194,375,288,113,31,3,3126,0,0,4,55,37,62,52,21,4,241,23,178,114,826,87,34,36,8,0,1303,0,0,3,11,11,4,0,0,0,36,9,144,333,1262,607,426,196,44,27,3053,0,0,0,41,36,52,54,19,10,214,0,15,42,114,72,62,21,8,3,330,0,5,14,39,39,95,84,47,25,347,3,49,65,110,73,37,20,6,0,369,0,27,34,111,58,36,23,5,3,304,10,58,90,497,156,93,44,25,4,980,0,4,5,74,6,9,9,0,0,110,14,178,316,392,84,33,18,0,0,1040,0,0,0,14,14,7,6,9,0,56,18,48,42,68,18,21,15,6,0,223
CED229,0,0,0,3,4,0,27,15,6,56,0,0,16,70,5,17,10,4,6,134,0,0,8,7,3,6,0,0,3,37,0,0,48,121,5,0,0,0,0,182,0,12,10,69,25,9,28,19,10,182,5,34,143,1007,371,267,166,46,17,2051,0,4,3,22,11,8,11,4,0,60,0,0,3,36,0,3,0,0,0,55,0,0,5,22,28,5,5,0,0,66,3,15,75,571,71,61,43,16,0,845,0,3,6,125,46,66,156,53,147,606,0,0,0,5,4,3,0,0,0,7,0,0,15,176,62,57,56,34,14,417,4,22,51,227,60,34,25,12,0,426,5,14,60,443,205,150,122,57,38,1088,0,0,27,158,32,32,23,5,4,283,0,8,14,211,18,18,16,0,0,282,6,14,38,352,50,23,11,0,0,489,0,0,6,83,22,26,10,3,3,157,20,88,87,486,150,120,82,24,3,1069
CED230,0,0,0,0,0,10,16,6,0,24,0,0,0,10,3,4,4,0,0,28,0,3,3,64,14,15,5,3,0,105,0,0,10,87,4,0,0,0,0,107,0,0,0,12,12,17,85,60,24,200,10,27,36,169,118,134,88,36,7,625,0,0,0,3,0,0,0,0,0,6,0,13,4,20,3,0,0,0,0,45,0,0,0,0,8,13,4,3,0,32,10,59,55,364,125,94,75,12,0,796,0,0,0,4,0,0,12,6,5,25,0,0,4,23,7,6,0,0,0,42,0,0,6,12,16,43,46,52,10,189,0,0,0,14,9,6,0,0,0,29,5,17,29,72,31,26,17,3,5,205,4,10,0,41,14,9,4,0,7,79,4,0,10,162,8,0,0,0,0,183,0,21,36,173,48,36,12,0,0,324,0,4,4,25,39,40,18,13,0,142,0,5,0,31,24,24,22,8,0,113
