CED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
CED504,0,0,0,3,3,6,17,7,4,39,0,6,25,110,34,63,59,39,15,349,6,44,119,550,245,233,216,78,42,1531,0,4,16,89,8,4,3,0,0,127,4,0,6,21,9,15,45,64,27,195,9,97,205,591,297,312,189,61,15,1777,0,8,18,176,137,216,217,122,47,938,0,38,31,179,27,21,12,4,0,311,0,0,9,11,8,12,4,0,0,47,3,90,208,546,291,189,146,39,5,1517,0,4,9,85,47,82,105,40,27,394,0,0,0,4,4,0,0,0,0,15,0,4,14,81,74,99,134,86,35,534,0,19,24,132,80,113,106,41,8,524,0,16,107,312,187,170,124,51,10,988,0,8,27,105,42,51,53,36,7,324,4,7,8,195,18,7,12,0,0,251,3,82,145,285,152,65,41,0,3,781,0,10,7,49,19,3,5,0,5,98,0,15,20,103,24,21,14,11,0,221
CED505,0,0,0,0,3,0,4,5,0,14,0,3,13,31,11,18,8,10,3,100,0,0,3,10,26,24,20,16,4,101,0,0,24,88,3,4,0,0,0,123,6,17,21,51,49,35,68,56,33,332,11,45,84,471,271,279,216,94,17,1485,0,0,0,18,10,3,6,4,3,52,0,13,10,52,10,8,3,0,0,93,0,0,0,10,28,19,6,0,0,67,0,22,46,203,73,50,35,6,5,437,0,8,0,97,52,47,61,20,22,314,0,0,0,0,3,3,3,0,0,16,4,25,74,180,151,165,128,87,54,870,8,77,123,237,129,123,115,57,8,874,10,88,228,602,351,253,177,82,38,1833,0,16,17,97,42,45,36,37,19,312,0,7,4,87,30,17,22,3,0,172,4,20,37,109,62,32,19,3,0,290,0,0,0,24,8,3,3,0,0,45,25,131,99,276,127,84,67,37,11,862
CED506,0,0,0,0,0,0,9,4,0,13,0,3,3,22,7,10,6,0,0,49,0,3,0,15,9,11,3,0,0,46,0,7,7,29,4,0,0,0,0,42,0,0,13,54,30,28,78,40,12,255,21,106,204,896,503,565,278,66,11,2646,0,0,0,8,4,4,6,3,0,24,3,3,0,44,3,7,5,0,0,58,0,0,3,21,17,7,8,0,0,55,6,115,151,633,265,171,77,20,0,1449,0,0,0,24,15,4,15,3,5,73,0,0,0,11,5,0,6,0,0,20,0,9,9,100,62,144,102,49,11,487,0,3,10,40,35,26,12,8,0,141,10,53,87,312,223,110,61,19,5,878,0,10,9,54,11,8,7,9,0,99,4,3,0,148,3,0,0,0,0,162,6,41,28,281,163,70,14,4,3,603,0,0,0,4,0,0,0,0,0,9,4,13,10,124,42,38,27,6,4,271
CED507,0,0,0,0,0,3,3,7,0,17,0,0,3,12,3,11,10,0,0,42,0,0,0,24,0,0,6,4,0,47,0,3,3,31,0,0,0,0,0,41,0,10,4,37,37,44,92,57,27,305,15,119,151,636,385,416,248,70,19,2052,0,0,0,0,0,0,0,0,0,5,0,10,7,26,0,4,0,0,0,53,0,3,5,8,15,13,3,0,0,43,8,103,119,458,166,83,58,7,0,1013,0,0,5,24,13,19,18,3,12,87,0,0,0,3,0,0,0,0,0,0,0,8,20,66,75,121,131,68,21,509,0,4,11,44,25,20,17,3,0,124,0,71,121,366,306,169,113,53,20,1206,0,8,7,32,13,3,6,0,0,62,6,0,5,180,0,0,0,0,0,196,3,26,11,107,73,37,15,5,3,261,0,0,0,6,0,6,0,0,0,5,0,18,13,78,38,47,58,17,3,268
CED508,0,0,0,0,3,4,11,3,3,26,0,4,4,55,17,12,19,0,0,117,0,4,0,20,10,16,14,7,5,84,0,5,8,74,3,0,0,0,0,92,0,8,9,58,23,46,55,49,33,272,20,92,188,741,361,349,173,46,6,1978,0,0,0,0,0,6,3,6,0,21,4,15,6,73,13,11,4,0,0,113,0,0,3,10,22,11,0,0,0,46,11,156,277,673,285,165,77,18,6,1662,0,0,7,74,39,37,64,18,6,239,0,0,0,7,0,4,0,0,0,10,5,25,39,213,143,201,167,98,30,927,10,13,73,225,97,112,73,24,3,627,3,55,139,487,279,182,95,48,18,1316,0,12,11,71,39,28,18,8,4,190,4,3,0,116,3,12,0,0,0,141,4,26,48,174,85,39,20,0,0,394,0,0,0,11,10,0,0,5,0,28,4,42,45,197,42,51,42,15,4,438
CED509,0,0,0,0,4,9,14,4,0,32,0,11,27,144,31,34,19,7,6,288,0,0,21,108,48,37,37,15,9,272,0,4,8,68,4,4,3,0,0,89,0,0,13,32,33,42,91,73,27,319,13,169,278,1012,549,549,254,83,18,2930,0,0,7,33,6,14,5,0,0,64,0,5,20,76,13,7,5,9,0,138,0,0,8,25,18,11,5,0,0,67,9,165,334,875,402,189,82,25,3,2087,0,0,3,57,22,33,28,11,21,180,0,0,0,4,0,4,3,0,0,15,0,12,31,121,129,191,168,86,47,780,0,15,20,106,57,52,43,19,0,316,6,72,147,432,294,169,87,61,13,1282,0,15,20,95,42,20,22,4,0,221,0,0,3,50,4,5,0,0,0,71,6,25,66,208,95,44,14,0,0,458,0,0,0,9,3,3,0,0,0,19,7,29,32,104,43,46,40,13,5,315
CED510,0,0,0,6,9,11,6,4,0,37,0,8,11,26,9,31,20,5,6,109,0,0,0,8,24,34,57,15,8,141,0,0,8,18,0,0,0,0,0,28,0,7,11,41,37,32,90,71,29,319,8,80,128,593,378,442,236,73,18,1952,0,0,0,15,7,21,18,3,3,76,0,6,4,34,0,7,8,0,0,57,0,0,0,14,29,10,3,4,0,56,4,15,22,149,87,89,74,17,0,461,0,8,7,89,57,77,111,17,20,384,0,0,0,0,0,0,0,0,0,7,3,78,126,303,300,380,308,143,50,1691,0,21,27,75,58,98,92,21,13,413,14,213,399,880,739,493,207,107,42,3090,0,3,16,34,10,16,17,6,5,108,0,3,3,48,9,4,7,0,0,77,0,9,22,119,80,41,19,6,0,302,0,0,0,11,8,0,0,0,0,17,13,38,47,122,55,42,45,8,5,379
CED511,0,0,0,0,0,5,3,0,0,17,0,0,0,4,3,4,0,0,0,19,0,0,6,57,40,22,17,3,3,148,0,0,0,15,0,0,0,0,0,19,0,4,3,37,31,26,107,79,23,307,24,124,227,831,493,600,316,73,17,2710,0,0,0,0,0,5,3,3,0,19,0,14,4,16,6,3,6,0,0,54,0,17,17,24,32,12,5,0,0,117,7,126,140,548,237,180,81,16,0,1340,0,0,0,12,15,3,18,11,11,63,0,0,0,5,0,9,0,0,0,15,0,4,9,77,54,116,82,80,25,466,0,0,4,29,16,27,13,0,3,99,11,82,117,330,208,148,68,38,7,998,0,0,0,24,5,8,10,4,0,60,0,0,0,50,3,3,0,0,0,54,0,56,40,149,94,55,14,0,0,411,0,0,0,3,0,0,0,0,0,3,0,5,10,70,36,45,53,16,3,241
CED512,0,0,0,0,3,13,10,6,4,38,0,11,18,120,27,45,29,12,3,269,0,0,12,41,38,43,31,13,7,191,0,0,5,34,4,0,0,0,0,45,0,3,9,34,15,15,66,54,31,235,28,237,371,1166,617,493,238,87,19,3257,0,3,15,113,54,37,24,6,0,253,0,18,18,68,19,6,0,4,0,132,0,3,8,13,20,5,4,0,0,53,4,91,202,519,265,136,73,12,0,1291,0,3,5,79,47,69,60,13,5,275,0,0,0,0,3,8,3,0,0,20,6,90,173,465,347,271,203,101,43,1697,4,11,25,127,68,69,41,7,5,357,21,269,548,1123,826,356,189,73,10,3409,0,5,9,45,8,20,7,6,0,99,0,3,0,86,6,8,0,0,0,103,3,29,41,221,82,36,8,3,0,424,0,0,0,17,8,5,0,0,0,30,5,22,36,93,38,34,18,6,4,257
CED513,0,0,0,4,0,4,13,17,6,46,0,0,35,119,29,31,39,22,19,299,3,0,25,74,48,81,88,33,26,373,0,13,90,288,7,6,3,0,0,404,3,7,4,63,16,35,47,41,43,258,8,39,114,685,290,344,168,71,19,1736,0,0,7,39,39,25,47,37,26,214,4,22,20,135,7,8,4,3,3,212,0,0,6,19,19,4,8,0,0,60,0,52,125,570,170,116,70,17,5,1125,5,3,3,127,47,78,90,38,61,441,0,0,3,0,0,0,0,0,0,3,0,9,26,247,120,130,137,76,46,791,6,28,66,340,107,100,85,33,12,772,5,12,103,497,231,173,129,63,43,1255,4,20,32,179,33,21,35,28,10,351,4,6,10,307,27,5,3,0,0,364,3,27,58,323,119,62,28,4,0,630,0,0,4,34,9,14,3,0,3,61,24,38,70,264,56,43,31,13,3,536
CED514,0,0,0,0,0,3,13,11,3,28,0,13,46,154,32,35,30,9,9,320,0,0,14,129,86,122,98,46,30,525,3,13,163,543,24,14,0,0,0,756,5,3,3,48,26,24,68,75,27,274,11,130,233,757,394,419,248,65,21,2274,0,0,0,13,3,0,4,0,0,24,12,71,33,279,30,13,19,3,0,463,0,7,16,26,19,14,0,4,0,89,9,141,365,883,355,216,113,33,5,2124,0,0,3,64,32,39,59,25,33,264,0,0,3,10,5,3,0,0,0,26,4,6,31,125,100,156,128,97,45,686,6,27,104,407,123,147,156,52,11,1031,6,34,121,349,172,153,88,32,14,972,3,13,53,277,60,43,54,18,6,522,4,9,9,339,14,11,8,0,0,398,0,33,67,320,147,73,40,6,3,689,4,0,7,62,46,35,14,6,0,168,8,43,35,157,34,53,30,14,6,367
CED515,0,4,0,0,3,9,16,4,4,37,0,0,15,58,23,18,23,4,0,155,0,8,12,63,49,54,64,27,18,298,0,9,19,77,5,4,0,0,0,115,0,0,9,16,24,19,70,72,40,264,8,124,185,371,279,304,189,74,14,1558,0,0,0,3,3,0,8,0,0,15,4,50,38,192,36,16,13,5,0,364,0,4,3,8,24,17,3,0,0,58,0,54,118,296,136,102,58,16,9,786,0,0,7,50,20,30,49,12,20,195,0,0,0,3,0,5,4,0,0,11,0,13,41,127,126,219,191,126,60,894,8,146,304,533,340,362,318,108,37,2162,0,85,210,394,351,259,164,98,36,1604,7,71,111,290,221,161,92,37,12,1004,5,13,15,205,39,30,28,6,5,343,4,34,26,171,108,62,50,9,0,462,0,6,4,27,15,6,7,3,0,69,5,57,46,113,62,48,37,13,5,391
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,7,10,42,19,22,12,3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,21,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,15,3,0,0,4,0,0,0,0,0,7,0,0,5,7,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,5,0,0,21
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,5,0,15,0,10,28,48,20,0,0,0,0,105,4,48,130,501,9,3,0,0,0,702,0,3,6,11,13,18,86,96,23,254,0,16,25,100,114,138,67,36,7,503,0,0,0,5,0,0,0,0,0,4,13,11,16,62,4,3,0,0,0,104,0,0,0,7,24,4,10,0,0,43,0,15,24,177,77,55,42,13,0,390,0,0,0,11,8,13,14,6,11,64,0,0,0,0,0,0,0,0,0,5,0,5,4,11,29,54,71,51,16,240,0,3,9,15,12,11,9,0,3,61,0,8,25,54,47,23,25,9,3,188,3,7,11,70,10,5,6,0,0,111,0,3,0,50,0,0,0,0,0,61,6,5,13,50,28,10,3,0,0,111,0,0,0,4,6,0,0,0,0,4,3,10,12,49,38,20,33,13,0,178
CED602,0,0,0,0,5,3,3,0,3,11,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,16,0,0,24,150,0,0,0,0,0,169,0,0,6,11,10,26,85,75,21,238,0,21,31,128,119,137,116,46,11,610,0,0,0,0,0,0,0,0,0,5,0,0,0,28,6,0,0,0,0,38,0,0,0,5,9,8,3,0,0,26,0,17,24,134,49,64,62,14,4,367,0,0,0,6,3,8,6,4,0,34,0,0,0,3,0,0,0,0,0,5,0,0,6,16,12,49,66,51,6,211,0,3,3,3,3,8,9,0,0,31,0,10,11,43,39,32,20,13,4,169,4,10,8,59,15,0,0,0,0,109,0,0,6,97,0,0,0,0,0,103,0,12,4,46,23,19,10,0,0,116,0,0,0,0,0,0,0,0,0,3,0,3,9,40,11,26,29,14,0,132
CED603,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,13,0,0,8,28,8,8,0,0,0,61,4,50,196,1184,4,9,4,0,0,1455,0,0,5,19,15,10,43,38,16,152,7,18,30,138,89,97,77,30,12,494,0,0,0,0,0,0,0,0,0,4,12,15,15,133,4,3,0,0,0,182,0,0,3,6,21,8,3,0,0,53,0,19,44,219,66,55,40,4,3,447,0,0,0,29,21,16,36,39,23,157,0,0,0,0,3,0,0,0,0,3,0,13,14,36,22,37,43,40,18,221,0,6,21,62,17,11,8,6,0,131,0,11,18,73,48,41,39,14,9,248,3,15,20,180,15,13,14,0,0,264,0,6,0,144,4,0,0,0,0,152,0,17,24,102,39,17,8,0,0,196,0,0,0,6,0,3,0,0,0,10,8,19,28,113,32,46,35,16,0,297
CED604,0,0,0,0,0,0,3,4,0,10,0,0,3,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,13,51,347,3,0,3,0,0,415,0,3,0,20,22,30,76,57,32,237,4,27,28,128,103,115,95,49,7,559,0,0,0,0,0,0,0,0,0,0,3,7,5,47,5,0,0,0,0,65,0,0,0,6,20,3,4,0,0,38,0,18,15,112,49,30,28,6,0,259,0,0,0,16,4,12,13,3,0,47,0,0,0,0,0,0,0,0,0,0,0,9,3,17,27,56,61,59,19,259,0,4,9,24,12,7,13,3,0,79,9,23,22,112,58,48,54,15,8,333,0,0,5,82,0,6,4,5,0,103,0,0,0,52,0,0,0,0,0,62,7,4,7,57,35,14,9,0,0,134,0,0,0,4,0,0,0,0,0,13,5,18,29,77,41,47,55,14,0,292
CED605,0,0,0,0,0,0,4,5,0,10,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,18,104,0,0,0,0,0,125,0,0,3,17,22,25,69,53,5,189,4,12,21,121,110,142,128,37,6,580,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,28,0,0,0,3,18,12,3,0,0,40,0,16,15,123,63,53,31,13,0,315,0,0,0,6,5,9,11,6,5,43,0,0,0,0,0,0,0,0,0,4,0,0,0,15,12,45,54,39,8,179,0,0,4,7,8,6,5,0,0,35,3,10,11,38,22,26,24,9,0,139,0,0,0,35,0,0,0,0,0,44,0,0,0,30,0,3,0,0,0,31,0,4,0,32,30,18,8,0,0,85,0,0,0,0,4,6,0,0,0,3,4,6,8,49,25,41,50,10,0,188
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,0,0,0,0,0,0,0,0,0,5,0,0,0,17,0,3,4,0,0,21,0,0,0,7,4,6,0,0,0,16,0,9,25,192,5,3,0,0,0,234,0,0,0,19,8,8,17,14,3,75,12,65,72,339,187,209,88,23,3,996,0,0,0,0,0,0,0,0,0,0,0,5,0,35,0,0,0,0,0,43,0,0,9,37,53,26,10,0,0,132,9,79,97,519,215,143,73,17,3,1145,0,0,0,13,5,0,5,0,0,25,0,0,0,6,0,0,7,0,0,17,0,0,3,21,21,25,17,11,4,109,0,0,0,10,10,16,11,6,0,47,0,13,21,75,52,35,9,3,0,208,0,10,4,65,10,5,0,5,0,105,0,3,0,56,3,7,0,0,0,79,0,22,19,98,62,36,17,5,0,263,0,0,0,0,4,0,0,0,0,3,15,54,32,153,47,51,26,3,4,389
CED702,0,0,0,0,4,0,0,0,0,8,0,0,3,15,0,0,0,0,0,27,0,0,8,39,17,10,4,4,0,80,0,35,172,888,16,14,5,0,0,1130,0,3,0,34,10,14,26,12,3,102,4,32,50,306,195,193,107,31,6,925,0,0,0,0,0,0,0,0,0,3,15,21,18,114,20,7,0,0,0,194,0,12,20,55,65,40,20,0,0,209,13,179,313,1162,444,288,199,57,14,2666,0,0,3,24,9,6,6,3,0,46,0,0,4,5,4,0,4,0,0,18,0,3,6,43,28,40,22,24,9,180,0,5,10,42,27,28,21,16,0,153,4,28,34,105,47,25,9,6,0,255,6,42,42,285,46,25,21,10,7,491,4,12,4,226,12,3,0,0,0,265,5,27,56,239,117,78,40,13,0,569,0,0,0,10,0,0,0,0,0,17,3,16,11,84,23,21,18,4,0,185
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,8,0,0,0,12,9,12,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,0,0,0,3,0,10,14,20,3,52,0,3,4,23,11,11,7,0,0,61,0,0,5,22,18,5,13,4,0,71,0,14,146,606,7,14,0,0,0,795,0,0,3,19,13,18,57,52,27,180,9,48,48,228,176,220,139,62,10,940,0,0,3,29,8,14,16,3,0,76,0,31,23,142,32,9,4,0,0,248,0,0,3,15,44,30,13,5,0,112,4,69,96,537,198,149,111,22,10,1178,0,0,0,50,24,45,57,18,19,216,0,0,11,14,14,14,3,0,0,57,0,8,12,29,44,93,80,87,24,374,0,8,14,59,32,28,22,7,0,173,3,17,30,104,84,44,36,15,9,344,0,24,20,179,71,100,73,37,8,509,0,0,0,42,8,8,6,5,0,71,0,15,20,174,73,56,25,8,0,390,0,3,0,10,8,6,8,0,0,27,16,59,47,164,69,42,54,21,0,472
CED802,0,0,0,5,4,0,23,3,8,41,0,0,4,17,10,4,4,0,0,40,0,0,15,22,22,8,9,7,0,82,5,9,146,496,10,0,4,0,0,667,0,11,20,25,24,15,39,41,21,207,4,31,119,269,154,150,107,58,19,912,0,0,0,20,9,8,24,6,0,68,6,30,18,159,13,9,9,0,0,242,0,0,8,46,45,39,10,3,4,152,0,34,69,325,90,67,51,19,0,651,0,0,5,53,29,26,45,27,20,198,0,0,8,9,10,3,0,4,0,37,5,4,12,54,38,49,56,43,30,288,3,27,51,91,40,30,17,5,0,271,7,14,67,145,64,47,32,15,6,389,0,15,39,204,68,53,31,12,8,429,0,5,21,112,23,9,4,0,0,173,3,10,47,152,54,26,20,4,0,315,6,3,0,17,13,8,7,0,0,48,24,83,143,287,126,85,82,37,4,873
CED803,0,0,0,6,0,0,16,5,5,35,0,4,12,54,15,4,10,3,0,97,0,0,13,76,43,19,10,9,7,185,3,11,232,866,21,12,6,5,0,1165,0,0,3,21,9,11,49,38,7,145,7,73,81,281,131,97,67,23,4,769,0,0,6,26,14,25,23,6,0,104,8,71,82,486,60,28,10,3,0,749,0,0,9,20,41,23,14,8,0,118,9,54,110,588,216,174,72,21,5,1252,0,4,0,41,34,25,31,16,10,162,0,0,11,18,7,15,0,4,0,49,0,4,11,34,33,32,48,45,16,225,3,16,26,58,36,25,16,4,0,185,4,39,76,162,129,40,32,8,3,485,0,39,72,307,122,103,67,23,12,750,3,5,3,104,18,8,5,0,0,148,5,37,35,214,63,32,26,3,0,413,0,0,5,19,12,4,5,0,0,49,13,54,57,162,61,32,32,14,4,441
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
