CED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
CED101,0,0,0,0,7,5,5,7,0,0,0,0,0,0,0,22,0,0,0,4,21,74,269,193,41,39,38,45,17,6,13,753,3,6,7,18,26,29,42,16,9,3,8,3,0,0,4,182,11,45,76,220,2470,3437,5374,2272,438,467,357,428,146,25,400,16161,0,64,304,102,46,64,15,17,0,0,0,5,0,0,9,625,25,70,182,159,247,276,292,182,23,29,33,19,4,0,26,1561,5,0,21,74,290,213,167,40,11,14,10,14,9,0,19,877,54,54,51,21,39,33,44,31,5,8,6,4,0,0,12,351,14,326,885,240,68,65,47,122,16,13,7,11,5,0,58,1886,4,17,39,311,897,991,365,148,45,38,29,28,18,8,54,2990,0,3,48,84,213,388,628,326,70,70,112,99,18,9,37,2112,0,4,13,67,241,505,549,146,36,14,31,23,25,3,28,1692,0,0,0,5,22,52,28,60
CED102,0,0,0,0,5,14,8,4,3,0,0,0,0,0,0,40,0,0,0,10,29,159,700,477,88,132,111,100,39,23,36,1906,0,4,8,22,40,22,41,43,13,10,0,13,7,0,4,223,15,79,101,277,2661,3270,5098,2931,634,682,584,658,195,38,482,17708,6,54,222,63,32,64,17,6,0,0,0,0,0,0,23,486,19,90,235,211,153,193,110,84,7,11,18,20,3,0,68,1224,0,4,18,99,270,198,126,67,23,21,11,12,4,0,21,875,23,25,39,32,44,30,64,32,9,11,7,12,0,0,18,356,41,1025,2792,635,166,72,59,188,27,25,18,15,7,0,354,5409,0,19,48,298,716,765,339,218,62,59,45,58,26,9,44,2700,4,0,56,63,133,205,624,643,253,238,294,313,112,29,44,3014,0,5,17,108,315,548,766,309,89,78,91,93,31,4,49,2509,0,0,5,15,18,37,67,76
CED103,0,0,0,7,76,158,72,23,3,5,0,4,4,5,8,359,0,0,0,8,21,51,153,166,58,115,85,119,62,5,3,863,0,4,22,42,44,41,69,39,15,8,4,16,4,0,3,324,32,76,96,220,2504,3793,8863,5102,1219,1075,1015,1282,437,87,450,26243,0,28,143,54,34,34,20,12,0,0,0,0,0,0,14,337,6,34,91,64,76,55,44,44,17,48,18,25,22,0,17,571,5,13,23,79,159,130,105,28,3,9,6,11,6,0,14,588,56,67,57,25,51,48,82,44,11,19,13,18,7,0,8,511,3,106,212,52,26,9,0,31,13,0,0,5,6,4,22,488,10,25,86,432,1739,2076,735,395,135,145,138,151,149,55,99,6375,9,8,84,125,423,950,1519,1430,659,772,1005,1212,487,162,122,8961,0,6,25,92,256,468,530,228,57,64,73,111,46,4,21,1997,0,0,44,124,378,274,400,692
CED104,0,0,0,15,69,46,17,7,0,0,0,0,0,0,6,162,0,0,0,16,25,40,55,40,0,6,0,10,3,0,0,192,3,3,37,45,48,62,54,34,11,16,3,5,0,0,0,325,25,47,54,79,930,1500,3706,1776,360,260,257,325,81,36,134,9555,0,26,67,26,17,18,7,6,0,0,0,0,0,0,5,176,8,17,75,36,36,37,25,11,0,0,0,0,0,0,12,268,0,5,25,50,151,80,49,20,0,3,0,4,4,4,7,409,79,95,86,62,53,72,110,35,12,9,3,10,0,0,22,644,4,38,70,17,8,8,5,3,0,0,0,0,0,0,9,163,9,22,24,177,727,998,259,130,32,38,49,38,38,22,33,2603,12,14,93,152,495,1134,1871,881,289,252,250,189,86,27,39,5784,0,7,15,60,128,218,159,43,8,0,3,3,5,0,13,660,3,0,9,40,273,236,364,411
CED105,0,0,0,4,41,256,796,953,117,109,166,161,53,33,71,2749,0,0,0,0,21,153,693,419,93,119,90,60,35,10,28,1732,0,0,5,4,8,9,15,6,4,0,0,7,0,0,4,60,3,32,77,136,1436,1942,3739,1703,447,951,868,512,85,24,507,12476,0,29,254,79,22,28,11,7,0,0,0,0,0,0,19,453,9,23,99,105,123,125,251,154,44,49,44,30,10,0,39,1094,0,0,6,70,272,176,149,76,11,15,39,53,7,0,45,938,91,68,37,19,20,22,35,8,3,0,0,0,0,0,12,328,6,189,575,169,51,25,18,65,6,0,5,9,3,0,54,1182,0,0,5,65,240,231,137,60,21,18,4,15,9,4,16,822,0,3,29,58,113,188,984,618,233,318,503,508,121,27,96,3797,0,5,0,67,144,251,282,99,27,25,19,31,7,3,23,981,0,0,3,10,23,77,177,205
CED106,0,0,0,11,19,15,9,0,3,0,0,0,0,0,5,67,0,0,0,0,14,18,45,26,16,5,6,8,0,3,0,148,4,0,46,82,56,82,127,45,8,19,8,18,8,0,9,507,48,99,83,179,1573,2695,6401,3761,904,769,702,919,436,71,306,18940,0,32,74,15,12,15,11,8,0,0,0,0,0,0,6,178,17,37,48,17,22,10,11,9,0,3,17,6,0,0,0,206,5,13,15,49,52,36,37,14,0,3,4,9,6,0,0,244,68,75,71,54,63,80,136,47,8,4,15,13,15,5,17,680,7,37,61,15,6,0,5,3,0,0,3,0,7,0,8,158,9,54,105,380,1483,1351,612,359,97,111,107,151,171,85,84,5155,19,23,87,204,413,694,1364,947,300,417,429,481,194,72,58,5706,8,13,27,78,188,292,242,112,19,19,26,24,21,4,11,1078,0,0,23,86,387,244,545,471
CED107,0,0,0,0,0,0,16,9,0,0,0,0,0,0,4,27,0,0,0,0,0,4,26,37,3,18,5,3,7,0,0,116,3,3,9,25,25,21,50,28,0,7,3,5,9,0,8,201,10,20,10,31,36,52,125,63,4,17,13,8,4,0,39,441,5,18,41,23,4,9,0,3,0,0,0,0,0,0,6,109,0,4,5,0,0,5,7,5,0,0,6,0,6,0,6,42,0,0,9,15,35,29,38,15,4,4,12,4,0,0,17,172,97,130,71,31,48,22,28,17,15,5,4,0,0,0,13,467,0,19,34,16,0,3,0,0,0,3,0,0,0,0,6,89,0,0,8,9,21,6,8,12,0,0,0,0,4,0,16,89,7,0,13,17,24,34,242,282,80,96,112,106,42,10,19,1089,0,12,5,7,10,3,31,22,9,4,6,4,0,0,6,119,0,0,0,0,12,5,11,20
CED108,0,0,0,0,70,371,583,279,96,63,31,54,34,21,23,1625,0,0,0,3,62,313,836,425,80,77,50,33,22,0,22,1930,0,3,8,5,12,14,27,7,0,0,6,0,0,0,0,89,5,6,14,26,267,361,698,353,90,88,66,69,14,3,45,2105,4,22,191,63,41,103,14,0,0,0,0,0,0,0,14,456,0,16,87,93,207,183,267,182,16,34,9,17,0,0,26,1137,0,3,17,105,933,1369,1490,521,122,75,120,123,56,10,76,5011,109,100,70,34,24,29,29,10,0,3,0,6,0,0,15,426,6,44,151,54,22,18,11,20,0,0,0,0,0,0,9,332,0,4,8,24,93,93,53,26,6,4,6,4,6,0,3,338,0,6,52,99,287,1098,7456,4561,1096,1059,1264,1393,404,72,249,19095,0,3,4,55,140,214,218,70,12,22,20,10,13,0,14,804,0,0,5,25,43,89,129,208
CED109,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,10,0,0,0,3,11,35,36,19,8,0,0,3,0,0,0,132,4,0,17,30,41,42,83,53,11,5,15,16,5,3,0,324,3,28,29,52,671,850,1026,445,84,76,45,81,32,7,103,3535,0,53,206,30,32,42,10,8,0,0,0,0,0,0,10,404,39,117,280,195,204,191,136,67,8,15,4,10,4,3,44,1311,3,0,8,61,109,78,39,4,3,0,4,5,0,0,5,324,58,92,59,47,48,37,94,32,11,12,10,4,3,4,18,512,29,487,1160,226,61,36,26,136,16,26,11,8,0,0,100,2313,3,11,33,118,193,245,84,45,8,8,12,12,21,4,15,803,8,14,46,60,71,86,196,129,28,28,29,40,12,0,10,760,0,6,8,44,85,116,95,36,10,7,5,9,3,0,13,433,0,0,0,6,24,24,46,39
CED110,0,0,0,0,0,0,0,18,6,11,0,0,0,0,0,45,0,0,0,0,3,3,11,3,0,0,0,0,0,0,0,21,0,5,38,53,55,40,70,52,7,6,9,5,13,0,3,357,7,6,7,5,32,41,90,61,12,39,34,31,0,0,20,393,8,14,35,10,0,3,3,0,0,0,0,0,0,0,0,79,4,20,19,3,0,5,12,6,0,3,0,3,0,0,0,91,8,7,12,25,40,31,44,8,0,3,0,0,0,3,11,192,93,175,113,73,128,59,67,33,8,10,0,4,0,0,43,797,0,19,16,4,0,0,3,0,0,0,0,0,0,0,0,48,0,0,18,19,16,8,15,15,0,0,4,0,0,0,8,119,9,15,32,28,44,51,239,243,47,53,48,72,28,5,26,946,5,14,8,3,14,13,27,17,10,10,5,10,3,6,9,149,0,0,0,5,9,0,10,14
CED111,0,0,0,0,0,3,3,14,0,0,10,0,0,0,5,40,0,0,4,0,0,3,25,46,13,24,26,27,13,0,0,193,4,3,19,41,34,62,120,61,16,19,20,22,25,4,5,457,0,14,7,15,77,158,466,384,97,127,128,162,46,11,35,1723,0,68,226,53,21,143,102,4,0,0,0,0,0,0,19,641,12,23,24,9,8,9,12,5,0,11,4,8,4,3,3,143,0,4,6,25,44,41,26,11,4,4,3,3,0,3,6,186,108,253,81,39,49,44,67,27,8,9,12,10,5,0,22,733,8,170,249,50,18,9,3,23,0,0,0,0,0,0,37,563,0,4,5,13,25,35,36,19,3,10,0,12,7,0,10,185,8,10,30,58,44,80,237,331,131,156,265,356,232,11,45,1985,0,10,4,9,20,48,60,35,12,20,12,22,4,0,4,258,0,0,0,4,27,23,59,102
CED112,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,9,20,19,3,3,5,4,0,0,0,63,5,9,15,35,25,44,51,39,3,13,4,0,0,0,4,246,6,19,22,17,84,101,201,144,27,21,11,27,3,5,19,696,4,17,70,19,5,9,0,4,0,0,0,0,0,0,0,136,9,33,48,14,11,10,9,0,0,6,0,0,0,7,9,159,6,6,5,24,59,43,30,22,4,4,8,8,0,0,4,223,68,117,67,45,33,22,45,25,5,6,0,0,0,0,24,459,5,41,74,24,8,0,0,4,0,0,0,0,0,0,4,153,8,0,11,13,26,28,23,8,5,5,6,7,0,4,3,136,11,7,35,36,32,70,308,382,63,68,66,60,20,7,16,1170,0,13,4,12,30,31,46,41,9,9,14,16,10,0,0,246,0,0,3,7,13,12,15,26
CED113,0,0,0,0,5,0,13,3,0,0,0,0,0,0,0,19,0,0,0,0,0,12,47,52,14,22,16,31,0,0,5,194,0,4,32,58,44,51,74,41,4,3,4,8,9,0,9,348,8,11,16,3,23,50,122,57,24,26,14,33,4,0,26,412,7,26,130,53,13,16,6,7,0,5,0,0,0,0,7,274,3,10,10,6,4,6,18,10,0,10,5,8,3,0,6,92,0,0,4,19,32,43,62,25,3,3,19,9,13,4,14,239,119,241,153,79,100,55,73,35,0,0,3,4,0,0,23,898,8,33,97,17,6,5,3,0,0,0,0,0,0,0,8,177,7,3,15,11,21,9,13,5,3,0,5,0,7,0,10,104,9,10,24,24,17,60,494,387,128,147,167,128,45,10,30,1685,3,8,9,3,17,22,27,33,8,7,4,8,4,0,3,162,0,0,0,0,9,7,19,18
CED114,0,0,0,0,0,0,9,34,0,0,7,19,0,0,0,69,0,0,0,0,0,5,29,44,3,5,0,0,6,3,0,103,0,0,10,17,13,20,22,15,0,8,3,8,0,0,0,123,0,0,0,5,25,42,83,58,21,31,42,55,14,0,15,398,0,9,37,12,0,4,0,0,0,0,0,0,0,0,0,68,0,7,7,5,4,4,6,3,3,4,0,3,0,5,0,47,0,0,7,12,39,47,51,68,10,19,26,41,12,0,26,364,84,180,81,34,28,14,33,22,5,8,4,7,7,0,15,510,5,31,23,5,3,0,5,0,0,0,0,0,0,0,0,83,0,0,3,6,17,3,13,13,3,4,4,0,4,0,0,69,4,4,15,25,36,170,869,675,312,320,368,431,159,25,60,3463,0,5,3,3,5,4,20,24,12,6,17,29,9,0,0,130,0,0,0,0,3,9,6,3
CED115,0,0,0,0,5,32,119,70,14,16,13,17,6,27,12,326,0,0,0,3,11,41,179,123,27,45,30,27,8,4,12,514,0,3,0,9,5,9,11,10,0,5,0,0,0,4,0,68,8,17,70,139,876,661,717,359,71,131,83,62,21,5,248,3464,12,86,643,233,72,477,258,18,3,0,0,6,3,0,75,1893,7,32,63,43,70,60,105,97,18,16,22,16,10,0,14,554,0,4,6,73,388,408,360,201,45,29,58,92,23,0,35,1723,88,93,41,35,17,29,20,3,10,0,3,0,0,0,28,378,5,52,202,70,24,27,28,26,3,0,0,0,3,3,26,469,0,3,8,43,140,76,42,28,6,5,5,0,8,0,22,383,4,0,12,44,90,210,725,479,110,162,196,223,61,16,46,2376,0,0,3,60,93,120,124,62,11,9,9,6,7,0,11,518,0,0,24,111,179,121,169,285
CED116,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,10,3,5,5,6,0,0,0,42,0,5,38,49,35,32,65,37,13,7,10,10,8,5,6,311,8,16,11,7,41,39,98,69,16,16,11,34,6,4,20,404,4,54,143,50,11,26,0,0,0,0,0,0,0,0,6,290,11,30,25,6,0,6,6,4,0,0,0,0,0,0,6,100,4,11,10,17,25,15,16,10,5,0,3,0,0,0,15,123,122,297,141,65,71,44,53,22,4,6,3,10,10,4,43,890,7,60,117,22,0,0,3,0,0,0,0,0,0,0,10,234,0,9,14,13,14,5,9,10,3,0,5,5,3,0,3,94,16,14,23,29,13,20,106,137,58,51,81,114,36,0,19,706,7,18,8,10,8,18,18,28,6,5,3,9,5,0,0,138,4,0,3,0,9,9,10,4
CED117,0,0,0,0,5,9,10,3,0,0,3,0,0,0,0,26,0,0,0,4,12,23,85,46,13,15,14,11,0,0,5,226,0,9,35,67,68,80,128,105,24,26,17,24,14,3,9,596,8,22,27,78,536,738,983,542,139,152,121,111,34,3,79,3583,0,21,91,27,16,25,10,5,0,5,5,0,0,0,9,214,5,23,67,27,28,12,19,11,0,0,6,3,0,0,19,207,6,4,15,58,140,72,37,15,5,0,9,3,0,0,10,379,41,53,56,65,77,83,157,90,24,19,18,20,3,5,17,727,6,334,1046,169,33,23,20,29,5,7,7,7,0,0,95,1770,0,8,22,94,212,189,104,64,19,24,22,10,9,0,18,801,7,9,56,62,119,193,322,311,105,78,97,103,30,18,19,1531,0,4,11,58,85,144,169,71,21,16,31,25,15,5,10,664,0,0,0,15,44,40,63,62
CED118,0,0,0,7,111,416,394,149,32,8,12,17,5,0,23,1169,0,0,3,13,57,317,533,230,32,45,50,32,16,13,10,1347,0,3,9,18,22,30,51,35,9,4,12,13,3,0,6,202,0,19,22,65,454,708,1663,792,154,146,140,166,41,18,81,4459,0,29,185,64,19,94,24,5,0,0,0,0,0,0,7,426,3,18,89,80,113,124,174,125,26,56,27,16,8,3,13,879,3,4,7,85,661,693,600,181,38,35,37,76,21,4,36,2487,81,69,43,36,38,29,48,29,0,0,3,8,4,0,8,411,8,52,188,54,23,6,5,18,0,0,0,0,0,0,9,357,0,3,12,62,208,236,140,68,24,14,19,13,3,0,13,807,8,3,64,133,508,2567,11414,6939,2090,2187,2409,2472,790,158,421,32161,0,5,0,58,143,309,361,93,15,18,18,20,8,0,11,1071,0,0,0,24,141,259,410,465
CED119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,22,107,120,35,9,4,10,6,0,0,4,325,0,3,17,28,34,39,68,38,13,7,3,9,10,5,0,272,7,21,20,26,306,393,744,325,56,55,44,67,10,7,38,2114,0,25,124,17,11,34,7,3,0,0,0,0,0,0,15,236,16,35,99,64,135,177,228,137,26,31,7,17,6,0,20,1008,0,6,5,51,209,223,133,48,7,10,10,10,7,3,11,737,77,109,66,43,41,57,76,49,8,0,7,0,5,0,17,553,9,116,329,83,22,24,23,25,0,0,0,3,0,0,23,663,0,4,16,70,150,118,70,13,3,11,5,0,3,0,5,479,8,8,45,78,148,457,681,285,78,62,59,54,17,4,22,2005,3,4,10,36,81,150,151,46,10,8,7,8,8,0,7,542,0,0,3,5,15,8,34,38
CED120,0,0,0,0,13,16,17,12,0,0,0,0,0,0,3,65,0,0,0,0,0,15,64,20,3,7,7,18,0,0,7,141,0,0,8,26,23,32,43,23,7,4,0,6,3,0,4,196,4,8,14,9,41,85,176,118,13,17,13,57,15,15,23,590,5,31,128,43,18,43,12,0,0,0,0,0,0,0,7,280,10,21,27,10,25,19,16,20,0,0,0,0,0,0,7,166,0,5,9,12,98,86,119,40,0,7,4,18,3,5,15,407,95,154,77,54,64,38,42,20,0,0,0,0,5,0,25,581,7,38,111,21,9,8,4,14,0,0,0,0,0,0,14,216,0,4,8,13,27,16,6,10,8,0,4,5,3,0,0,98,5,8,28,30,51,61,293,227,37,33,42,56,13,3,16,895,0,12,8,15,25,16,39,19,7,9,0,7,4,0,0,159,0,0,0,9,16,23,24,22
CED121,0,0,0,0,0,0,0,7,0,0,0,6,0,0,4,22,0,0,0,0,0,5,20,33,5,7,3,8,0,0,5,88,0,0,20,27,20,22,43,22,0,4,10,13,0,0,6,188,3,9,9,4,44,26,124,79,20,14,26,15,5,0,26,403,0,11,31,14,3,5,3,0,0,0,0,0,0,0,6,77,8,5,23,5,3,0,8,4,3,6,0,0,0,0,9,64,3,8,10,22,35,16,29,7,3,3,3,9,3,20,15,190,125,169,61,29,25,21,40,23,0,5,4,0,6,0,27,516,3,18,27,3,10,0,0,0,0,0,0,0,0,0,4,64,0,0,6,15,16,16,10,14,8,6,4,3,6,0,5,114,15,9,31,23,9,29,227,228,43,52,42,41,14,6,20,798,4,8,5,3,4,13,32,16,0,3,3,4,3,0,0,101,5,0,0,0,9,8,10,15
