CED_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
CED230,292,1136,1964,1585,1749,1975,1681,883,273,11527,186,1369,2688,2065,2339,2458,1285,500,182,13072,98,942,2918,2282,2392,2600,1113,317,94,12745,21,437,1781,1516,1707,1662,635,175,40,7977,13,219,1414,1290,1397,1370,424,185,74,6388,0,71,719,856,968,858,273,80,28,3856,8,51,794,1256,1375,1169,389,106,28,5178,0,7,96,178,267,208,93,34,9,883,6,26,158,300,432,405,209,97,32,1665,1008,733,1684,1666,1879,2119,2197,1706,1173,14165,8984,8235,19562,17807,20319,24230,21612,12696,5466,138916
CED231,128,976,1482,1036,1037,1027,1124,610,181,7608,77,1069,2114,1431,1403,1290,950,391,112,8848,31,1045,3027,1873,1777,1599,901,259,82,10602,6,594,2884,1827,1651,1307,618,144,37,9076,9,292,2793,2074,1770,1287,477,119,43,8868,4,94,1926,1875,1511,1000,339,61,14,6836,3,87,2929,4165,3195,1971,444,81,12,12896,0,11,491,1168,993,562,125,23,12,3375,3,25,530,2164,2219,1033,230,60,16,6276,343,503,1305,1048,976,813,745,738,450,6929,7886,9572,23961,22522,20803,17371,13963,8855,3856,128786
CED232,251,1055,1485,1431,1381,1146,1141,510,97,8505,146,1144,2242,2081,1837,1410,883,325,62,10129,74,946,2866,2752,2353,1854,891,219,42,11998,21,492,2403,2384,1989,1501,512,152,18,9470,10,240,2155,2338,2016,1294,396,95,11,8550,0,83,1302,1848,1513,949,240,54,8,6001,10,76,1811,3483,3071,1758,369,64,22,10650,0,13,246,694,747,423,98,13,3,2243,4,8,222,962,1199,679,220,61,16,3377,635,476,1112,1129,1100,976,824,589,359,7197,10275,8507,20536,24045,21585,17607,13314,6201,1750,123834
CED233,204,2325,4209,1294,678,666,642,341,77,10431,109,2354,5488,1649,904,752,747,335,98,12437,70,2372,7828,2371,1221,996,761,272,53,15940,15,1343,7530,2242,1021,799,539,205,36,13725,9,644,7060,2582,1191,909,477,150,30,13037,7,288,4997,2556,1156,749,365,117,15,10252,18,296,8241,5998,2854,1782,631,172,29,20014,11,56,1422,1709,968,610,194,62,14,5045,10,98,1651,3407,2702,1667,632,191,31,10393,567,2083,4882,2361,1398,1101,805,522,381,14093,7776,27976,67326,31175,17975,14302,10215,5089,2004,183844
CED234,130,942,1348,1183,1407,1363,1309,1062,384,9134,80,1006,2083,1596,1675,1619,1245,740,224,10270,34,985,2714,2138,2005,1895,1124,573,145,11619,13,575,2431,1809,1662,1403,715,324,106,9029,0,261,2042,1919,1795,1358,566,285,82,8319,4,80,1225,1606,1529,1149,452,180,40,6274,0,59,1812,3771,3385,2114,637,228,60,12063,0,17,350,1077,1044,635,171,71,16,3395,7,17,377,1728,2227,1309,358,111,44,6174,340,441,995,884,913,758,699,778,711,6519,10157,10771,20607,23247,23420,21181,16789,12559,5775,144504
CED235,197,888,1392,1295,1456,1626,1836,907,255,9853,108,1008,2005,1576,1756,1883,1394,493,143,10367,49,665,2143,1798,2013,2075,1168,359,72,10347,19,332,1575,1456,1446,1338,652,173,38,7034,3,146,1297,1298,1216,1131,453,155,52,5755,6,72,730,975,987,842,291,53,23,3979,3,70,879,1419,1666,1270,362,75,12,5755,0,5,147,284,358,301,88,30,8,1223,3,21,171,410,566,533,237,98,28,2060,660,470,1127,1240,1346,1606,1713,1312,763,10230,7650,6375,15497,15754,17726,21510,21404,11374,3987,121284
CED236,331,1150,1686,1484,1598,1775,1722,841,232,10827,196,1277,2449,1928,2147,2112,1227,517,165,12016,99,991,2723,2196,2418,2296,1058,342,57,12184,30,488,1832,1601,1753,1603,615,130,32,8075,11,233,1506,1402,1461,1284,409,134,55,6498,6,85,745,1009,1066,816,267,57,20,4078,0,66,824,1330,1705,1217,301,69,25,5540,4,9,116,248,318,229,84,26,6,1040,9,17,103,338,480,386,175,89,36,1625,897,705,1638,1526,1646,1746,1781,1459,873,12265,9207,8291,18361,17517,19953,21840,19778,11593,4479,131014
CED237,158,1276,2112,1954,1628,1409,907,425,182,10060,116,1419,3270,2686,2241,1776,631,187,42,12366,53,1093,3934,3210,2546,1906,547,110,20,13414,14,496,2952,2553,1916,1261,324,43,13,9578,12,248,2228,2352,1660,1026,238,41,14,7806,0,91,1263,1642,1161,677,126,19,3,4971,5,65,1454,2628,1574,889,171,15,3,6794,0,8,157,479,331,162,23,4,0,1163,3,14,126,439,322,213,52,15,3,1181,539,742,1582,1349,1066,872,803,729,537,8226,9602,11325,26442,26426,20910,18236,13637,7448,2925,136944
CED238,318,1023,1468,1361,1525,1818,1871,918,290,10592,198,1202,2202,1749,2074,2212,1488,620,149,11902,103,891,2692,1986,2400,2475,1286,417,105,12360,22,407,1787,1614,1711,1716,722,229,42,8254,15,172,1337,1339,1523,1404,581,184,65,6614,7,75,730,966,1097,937,335,84,18,4248,3,47,751,1429,1718,1339,450,131,36,5912,0,8,110,254,315,283,129,45,16,1156,6,25,171,436,608,596,306,144,38,2329,813,558,1413,1522,1664,1710,1817,1292,830,11624,8601,7078,16759,16776,19697,22905,21143,11334,4556,128845
CED239,116,1346,2491,1331,1007,905,703,401,156,8450,62,1307,3538,1766,1396,1174,673,234,128,10281,26,1058,4436,2446,1789,1356,513,135,60,11820,10,586,3971,2229,1487,1067,360,53,32,9782,0,256,3604,2512,1634,1048,255,67,23,9400,0,111,2438,2147,1359,840,185,29,9,7118,0,91,3639,4783,2852,1438,238,39,8,13097,0,17,496,1155,744,318,50,4,4,2785,5,16,517,1685,1298,519,95,20,16,4171,344,661,1925,1274,934,748,619,653,692,7858,6556,11671,34271,26247,19003,14656,9855,7085,4486,133834
CED294,9,31,110,51,56,36,29,5,0,332,13,37,129,52,48,48,16,8,0,344,9,34,116,59,48,36,13,0,0,323,0,18,61,34,27,31,17,0,0,189,5,3,69,37,31,22,6,6,0,180,0,7,39,21,16,19,3,0,0,107,0,0,48,42,26,13,5,0,0,141,0,0,3,17,6,8,3,0,0,41,0,0,15,35,21,12,0,0,0,85,174,214,655,823,616,405,194,37,14,3132,459,671,1819,1736,1393,1074,613,152,29,7946
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,27,0,0,6,16,3,14,4,0,0,38
CED301,428,1478,2381,1890,1637,1468,1155,614,138,11195,307,1860,3722,2752,2296,1908,892,311,91,14131,169,1424,4002,3188,2848,2224,692,209,41,14797,67,800,3066,2637,2199,1580,459,74,11,10900,8,332,2361,2376,1947,1305,334,77,16,8751,4,144,1434,1854,1584,980,169,20,0,6202,4,113,1421,2540,2336,1420,241,25,0,8097,0,17,164,375,354,224,34,15,0,1188,10,27,159,400,494,318,98,42,16,1559,967,1098,2323,1874,1595,1272,997,854,507,11493,12294,12202,27817,25687,23248,20761,15418,8034,2551,148016
CED302,293,1152,1382,1323,1179,1183,1135,633,199,8473,160,1223,2217,1844,1695,1506,1053,435,156,10288,94,1038,2718,2460,2389,1873,915,310,91,11897,20,614,2390,2206,2045,1451,584,150,36,9488,9,311,2141,2345,2056,1310,402,103,37,8722,5,103,1407,2105,1830,1138,274,73,17,6942,3,88,2119,4316,3863,2028,396,89,34,12933,0,17,332,1025,912,473,118,27,8,2909,8,20,285,1564,1788,881,224,82,16,4864,362,455,975,950,856,702,624,647,608,6176,10283,9801,20196,24475,22957,18209,13766,8122,3392,131198
CED303,369,1140,1320,1221,1334,1525,1535,844,222,9517,210,1315,1973,1762,1927,1850,1205,495,142,10874,94,983,2344,2335,2466,2336,1106,365,73,12097,15,494,1889,2009,2112,1837,722,181,39,9304,20,240,1620,1975,2053,1667,480,137,42,8230,6,94,1017,1660,1645,1180,320,67,17,6009,3,57,1219,2707,3005,1949,402,84,28,9452,0,8,161,568,679,454,95,30,16,2010,6,6,171,695,1123,759,236,71,26,3089,406,399,749,838,938,873,997,909,980,7087,10104,8185,16086,19550,21779,21854,19053,10448,3799,130844
CED304,282,2217,2982,1185,837,787,887,469,156,9802,171,2386,4262,1720,1221,1072,853,355,100,12140,88,2313,5581,2292,1554,1397,906,328,81,14535,40,1502,4997,2201,1547,1177,624,201,55,12337,18,783,4706,2313,1682,1233,511,168,49,11460,4,241,3139,2171,1683,1117,422,144,26,8943,7,262,5108,5249,4268,2447,647,198,52,18233,3,41,935,1589,1429,750,203,66,9,5031,9,56,1036,3811,4374,2447,700,240,55,12733,350,1137,2850,1701,1213,969,691,545,408,9853,9264,18888,42976,28528,23591,17525,11329,5728,2260,160098
CED305,472,1056,1410,1225,1237,1240,1115,558,131,8458,304,1298,2017,1670,1631,1607,903,326,89,9844,167,986,2223,1961,1895,1861,797,210,37,10138,68,663,1806,1714,1517,1347,487,94,27,7724,48,418,1727,1619,1547,1279,345,102,26,7113,18,261,1285,1413,1421,995,221,41,15,5663,17,387,2344,2801,2761,1924,323,62,16,10636,0,35,595,864,806,548,114,25,4,2988,11,27,452,859,936,664,180,57,21,3197,969,1381,3313,2839,2739,2299,1397,999,594,16533,9791,9265,21592,21016,20684,20535,14710,7785,2798,128183
CED306,452,1251,1714,1343,1465,1424,1205,536,116,9505,322,1564,2456,1848,1960,1801,962,297,72,11296,122,1205,2636,2173,2313,2130,890,228,50,11743,54,793,2003,1788,1812,1545,511,148,15,8675,16,423,1738,1755,1800,1412,435,95,26,7708,8,221,1261,1362,1460,1149,306,53,10,5826,5,284,1947,2709,2695,1856,399,74,16,9981,0,30,363,708,706,472,101,20,5,2413,8,33,286,785,981,612,200,63,14,2984,846,1243,2941,2536,2481,2154,1475,1157,673,15512,9628,9791,21502,20995,21882,21489,15744,8200,2901,132129
CED307,340,1269,1465,1306,1268,1241,1221,582,112,8797,212,1387,2225,1898,1916,1612,1050,338,64,10704,108,1105,2724,2474,2583,2148,1018,257,44,12463,26,619,2381,2307,2222,1613,564,128,25,9885,13,244,2066,2222,2143,1396,411,104,18,8616,0,88,1183,1843,1887,1166,223,31,11,6438,3,66,1518,3545,3734,2034,335,45,5,11282,0,12,234,779,879,449,82,13,6,2446,7,9,189,960,1467,723,148,52,15,3574,404,430,922,873,912,640,606,514,433,5720,10879,9291,18992,22267,23443,18884,14324,7037,2050,127184
CED308,374,1618,2415,1991,1764,1647,1489,798,194,12291,235,1745,3455,2691,2599,2160,1253,479,104,14721,92,1236,3876,3203,3117,2439,1178,400,75,15622,34,584,2598,2466,2369,1772,652,222,36,10727,14,273,2053,2244,2103,1521,517,183,55,8969,6,111,1245,1668,1636,1024,327,107,12,6145,0,87,1439,2686,2876,1661,527,153,30,9458,4,14,214,567,622,423,161,44,7,2045,4,22,198,809,1123,792,336,137,31,3457,787,953,2080,1744,1696,1248,1189,1031,654,11379,11476,12115,25931,25579,25890,22742,19698,11420,3572,158410
CED309,323,1300,1767,1616,1602,1788,1761,942,271,11379,189,1269,2413,2055,2273,2151,1538,627,184,12699,71,898,2619,2611,2790,2514,1355,470,123,13444,24,365,1929,2025,2167,1665,733,224,58,9188,13,144,1455,1895,1939,1484,585,198,66,7775,3,65,898,1402,1609,1130,379,89,36,5604,0,59,1129,2344,2639,1626,432,146,28,8403,0,11,205,522,606,403,105,26,11,1889,0,16,235,902,1123,734,271,83,29,3395,537,578,1253,1443,1393,1203,1143,961,818,9327,9563,8079,18233,21515,23223,22687,20379,11563,4424,139665
CED310,430,1425,1718,1472,1644,1705,1841,1045,357,11630,221,1469,2488,2088,2308,2029,1376,682,184,12843,89,981,2751,2625,2638,2367,1236,502,111,13303,24,414,1971,1971,2083,1610,735,248,53,9114,10,219,1687,1922,1933,1400,560,219,51,7997,8,84,1059,1498,1560,1014,322,93,28,5666,9,73,1359,2313,2524,1606,401,115,24,8432,3,13,237,509,564,404,130,57,13,1930,8,16,255,736,1016,722,282,124,30,3179,645,635,1422,1250,1343,1285,1291,1028,791,9692,10432,9190,19509,20791,22567,22349,20618,12565,4625,142641
CED311,434,912,1383,1370,1275,1341,1023,492,94,8325,273,1090,1897,1591,1597,1538,811,289,53,9141,170,885,2026,1859,1927,1833,681,187,31,9598,76,657,1578,1380,1444,1292,404,88,12,6932,48,397,1469,1478,1480,1130,312,95,28,6435,13,228,1109,1271,1250,974,212,31,10,5095,10,342,1879,2588,2668,1780,329,58,11,9674,0,31,403,696,718,507,105,24,4,2491,6,25,329,738,846,597,183,55,6,2773,1015,933,2157,2215,2318,2279,1733,1086,422,14156,9586,8235,19206,20150,21260,21947,15891,7513,2038,125829
CED312,450,1777,2468,1982,1678,1387,1152,539,134,11573,291,2177,4087,2887,2641,1953,877,294,70,15283,115,1431,4346,3601,3081,2285,769,186,41,15852,30,685,3024,2793,2363,1622,431,80,12,11036,22,307,2197,2383,1961,1373,293,71,19,8626,8,135,1341,1697,1467,870,174,22,6,5719,0,103,1361,2556,2292,1251,254,28,8,7857,6,16,174,388,438,228,54,10,4,1309,0,16,158,483,586,294,102,32,11,1681,932,1095,2381,1938,1634,1192,1049,1008,745,11973,12431,12994,28548,26542,23981,19813,15722,8339,2600,150978
CED313,239,1881,2345,1182,917,872,875,442,127,8880,155,1955,3480,1702,1331,1075,824,362,89,10979,87,1907,4701,2383,1760,1418,834,238,65,13388,26,1206,4365,2261,1601,1195,545,115,35,11365,15,652,4121,2486,1899,1237,457,117,29,11001,12,223,2759,2431,1794,1095,328,78,22,8745,12,212,4541,5523,4347,2366,481,126,41,17640,5,31,809,1541,1409,629,162,46,14,4642,7,51,815,3176,3459,1727,355,109,38,9736,522,1013,2324,1485,1149,891,678,526,453,9045,9789,16943,36909,28360,23415,16877,10749,5468,2557,151062
CED314,438,1419,1817,1470,1330,1347,1357,761,241,10180,309,1654,2693,1995,1850,1701,1089,483,134,11905,125,1207,3000,2428,2269,2119,994,318,71,12532,46,713,2307,1886,1842,1422,579,136,49,8973,17,352,1836,1705,1659,1260,425,156,52,7465,7,169,1163,1278,1352,1047,286,74,16,5391,7,114,1347,2088,2290,1487,304,62,34,7728,0,13,173,376,418,318,75,25,12,1415,20,17,175,550,640,448,196,72,31,2139,620,670,1292,1096,1101,1051,1055,925,618,8414,10764,10048,20788,19201,19286,18567,16237,10039,4011,128942
CED315,445,1418,1881,1380,1287,1221,1084,520,137,9366,318,1703,2714,2000,1846,1740,907,336,80,11635,140,1470,3240,2580,2281,2011,912,206,31,12872,75,1179,2794,2083,1920,1568,491,127,20,10255,29,508,2488,2118,1911,1336,401,98,17,8912,14,192,1517,1580,1653,1030,240,39,9,6272,6,175,1710,2649,2623,1582,314,37,11,9100,0,22,196,463,440,335,67,15,0,1535,4,20,206,578,697,470,123,49,10,2163,954,1556,2383,1946,1751,1360,965,707,426,12049,11045,13050,24159,21406,20722,18699,13640,6854,2255,131831
CED316,333,1020,1550,1324,1497,1668,1818,1082,289,10595,180,1071,2044,1808,1983,1938,1197,591,148,10961,82,649,2005,1880,2148,2062,1047,418,57,10340,22,326,1197,1377,1423,1263,510,161,47,6325,8,177,938,1128,1248,1066,390,173,64,5193,6,58,592,864,1003,786,199,52,13,3572,8,62,711,1257,1495,990,246,67,9,4840,4,8,109,224,234,176,41,27,8,827,3,18,125,302,408,332,153,77,27,1451,595,524,1175,1067,1365,1576,1730,1655,868,10548,8366,6872,14845,15424,18440,22747,24875,15176,4750,131489
CED317,434,1019,1679,1470,1641,1666,1336,716,192,10154,318,1282,2433,1899,2104,2023,1161,380,102,11703,157,963,2417,2063,2316,2265,977,235,40,11436,52,589,1864,1608,1720,1558,541,112,24,8070,26,359,1540,1480,1642,1351,429,113,36,6970,14,211,1094,1149,1256,1005,252,69,18,5067,4,244,1676,2053,2069,1552,361,83,10,8047,0,19,231,409,440,327,66,30,3,1530,6,24,185,414,424,409,188,80,12,1755,1443,1290,3065,2683,2678,2475,2077,1385,671,17755,10406,8964,21265,20046,21913,23300,18923,9939,3202,137954
CED318,336,1184,2058,1783,1739,1613,1221,549,113,10596,200,1288,2755,2363,2411,2050,1030,335,90,12522,106,895,2797,2665,2699,2295,1016,270,53,12800,28,472,1993,2080,2165,1681,547,117,24,9104,15,274,1788,1948,1960,1473,437,105,20,8024,3,129,1097,1498,1595,1096,307,65,21,5806,8,126,1549,2266,2711,1735,398,65,13,8875,4,9,230,446,509,358,93,28,8,1683,9,19,211,597,746,621,202,70,22,2495,1219,1319,3243,2514,2474,2282,1689,1045,450,16239,10551,9760,23487,23692,24948,22768,16808,7678,2404,142107
CED319,246,1367,1860,1320,1079,1154,1089,683,251,9052,136,1549,2831,1933,1686,1426,934,478,163,11143,61,1269,3536,2510,2149,1785,880,298,102,12597,20,772,3115,2253,1964,1454,549,146,59,10333,3,340,2743,2399,1989,1290,361,109,33,9275,0,128,1849,2070,1741,1109,261,72,21,7248,5,108,2811,4487,3618,1757,353,73,25,13245,0,9,487,1018,838,391,82,11,4,2845,3,10,421,1454,1374,586,139,46,26,4053,364,567,1392,1070,857,670,650,674,787,7037,8595,10404,25909,24560,21268,17038,12996,8286,4206,133264
CED320,431,1601,2383,1745,1677,1702,1636,858,199,12241,261,1717,3185,2428,2384,2040,1158,483,108,13765,110,1264,3461,2843,2909,2345,1046,315,63,14364,27,565,2295,2222,2169,1598,530,125,33,9569,25,263,1722,1926,1897,1328,358,140,32,7695,4,110,988,1361,1403,927,216,47,9,5063,3,83,1066,2089,2210,1378,275,48,9,7164,6,16,144,347,407,248,57,15,9,1244,5,22,148,319,439,328,123,66,14,1462,823,969,2224,1850,1574,1232,1302,1123,737,11847,11459,10965,23749,22386,23135,22253,21392,11724,3434,150508
CED321,454,942,1518,1304,1514,1534,1296,677,142,9390,316,1188,2107,1718,1842,1952,1004,404,85,10619,150,973,2164,1830,2053,2110,876,289,59,10513,51,602,1465,1336,1424,1329,499,123,22,6860,21,311,1242,1214,1290,1083,378,141,45,5727,10,131,783,858,941,754,238,64,13,3803,9,155,1023,1330,1492,1069,304,64,15,5456,3,13,163,276,295,211,68,16,6,1050,5,30,218,359,451,394,199,86,16,1758,991,877,1971,1695,2055,2222,2054,1563,740,14168,8459,7609,16902,16212,18996,21498,19090,10596,3494,122859
CED322,267,1354,1818,1624,1590,1516,1375,748,240,10537,125,1292,2569,2022,2184,1860,1127,483,112,11775,73,916,2988,2629,2580,2165,1040,380,112,12884,19,432,2280,2176,1994,1487,621,194,48,9259,7,214,1921,2092,1898,1196,464,125,49,7954,0,83,1192,1674,1556,979,329,68,20,5889,0,78,1533,2946,2680,1410,394,114,17,9176,0,15,278,657,597,317,117,30,8,2027,3,23,341,993,1131,650,232,63,23,3461,486,644,1563,1344,1289,995,1024,1146,1217,9714,9551,9416,20926,22677,22205,19163,16819,9752,4200,134713
CED323,293,1804,2873,1778,1633,1682,1506,830,236,12641,179,1827,3875,2491,2408,2059,1198,540,190,14760,66,1214,3938,2937,2689,2284,1175,423,116,14840,13,572,2679,2036,1907,1614,691,265,62,9832,13,268,1996,1845,1779,1356,641,234,58,8187,12,113,1300,1396,1359,980,396,161,28,5743,3,101,1638,2295,2323,1546,575,199,39,8716,3,21,294,545,605,405,196,61,20,2149,9,44,399,1071,1303,938,458,218,40,4481,675,1175,2952,2019,1871,1847,1686,1387,885,14497,9368,12878,29150,23681,23688,22277,19614,12122,4339,157117
CED324,225,1394,2377,1685,1223,1037,972,540,153,9605,130,1483,3395,2175,1664,1374,912,429,153,11715,54,1248,3782,2759,1935,1595,818,310,77,12570,19,679,2793,2207,1603,1235,539,153,41,9269,7,319,2514,2243,1587,1106,416,134,53,8390,0,136,1588,1799,1438,908,281,100,25,6286,7,104,2254,3779,3106,1642,389,123,26,11429,4,19,347,949,736,377,99,33,13,2579,0,18,364,1398,1628,856,273,89,32,4666,392,746,1699,1159,883,791,624,573,548,7416,9342,13202,28605,25750,20700,17061,13096,7405,3157,138311
CED325,334,1406,2287,1928,1508,1306,970,478,115,10335,224,1737,3316,2761,2267,1698,753,279,67,13099,84,1190,3739,3298,2682,1949,743,142,29,13855,22,619,2847,2657,2073,1308,458,71,11,10068,12,292,2352,2505,1938,1294,335,86,22,8832,6,100,1435,1936,1573,894,226,34,17,6221,3,95,1624,3314,2831,1498,271,35,12,9698,4,8,227,633,539,308,68,18,0,1812,8,19,211,741,833,475,128,29,14,2451,750,1117,2889,2437,1595,1044,734,472,273,11306,12307,12131,27936,28322,23804,18939,13004,6448,2191,145088
CED326,330,1391,2095,1867,1489,1405,1474,886,294,11239,234,1587,2902,2537,2302,1887,1165,458,121,13194,90,1105,3279,3307,2936,2341,1033,320,97,14513,30,595,2571,2776,2340,1631,597,164,40,10750,9,299,2077,2386,2183,1399,440,149,54,8986,9,98,1347,1885,1653,1031,278,54,20,6369,4,79,1513,3375,3001,1555,326,81,20,9947,0,11,230,689,623,325,71,20,7,1984,15,18,210,778,938,495,173,50,20,2697,495,571,1348,1309,1173,921,947,962,781,8497,10949,10150,22994,26363,24082,20450,18267,10971,4380,148597
CED327,352,1426,2447,2174,1748,1329,1015,422,87,11003,279,1708,3597,3195,2521,1792,842,277,52,14268,135,1087,3631,3669,2868,2192,722,148,33,14483,38,553,2414,2704,2123,1563,388,66,5,9857,19,216,1796,2225,1685,1098,308,66,12,7416,10,94,1101,1605,1304,834,179,20,5,5147,3,62,1113,2358,1846,1064,214,17,4,6685,0,11,133,331,288,179,32,11,0,984,9,33,131,419,381,265,87,22,15,1348,1013,990,2225,1973,1452,1027,862,609,452,10600,12869,12056,26595,27962,22607,19038,14458,6551,2062,144189
CED328,288,1428,1282,973,826,830,1045,728,198,7601,186,1314,1803,1306,1134,1030,1055,584,160,8573,75,1304,2357,1752,1630,1298,1063,476,142,10099,50,917,2280,1834,1546,1130,748,312,90,8906,18,386,2265,2025,1780,1116,675,244,82,8581,6,141,1542,2017,1859,1109,463,168,28,7331,6,107,2328,4701,4348,2422,750,238,63,14960,9,21,360,1285,1364,678,226,76,23,4030,0,20,377,2474,3656,1934,612,181,65,9320,381,684,969,721,682,529,483,520,599,5575,12718,14515,20394,23113,22608,16107,13032,7811,3151,133453
CED329,291,921,1331,1371,1631,1894,1822,926,202,10401,158,902,1754,1647,2003,2066,1364,563,132,10585,84,545,1663,1764,2120,2149,1211,426,64,10026,18,242,963,1273,1543,1397,650,220,30,6337,8,112,683,1066,1414,1185,505,205,54,5226,3,63,421,758,1042,850,309,130,23,3599,4,58,510,1162,1619,1171,456,124,29,5138,3,5,90,226,366,242,103,39,10,1087,9,9,100,438,688,540,322,129,32,2259,748,600,1398,1504,1709,1696,1644,1229,695,11227,8516,6125,12946,15624,20360,24313,24024,12582,3906,128391
CED330,443,1254,1895,1639,1726,1652,1303,563,110,10588,292,1502,2840,2313,2470,2018,966,265,83,12744,135,1099,3017,2920,3030,2481,967,244,30,13918,30,480,2135,2401,2388,1781,499,107,13,9828,10,243,1617,2167,2263,1482,397,91,21,8292,9,98,987,1641,1772,1024,272,44,7,5841,3,74,1183,2562,2650,1558,306,64,15,8422,0,10,161,467,484,281,89,24,11,1531,7,11,147,579,711,475,178,51,14,2166,910,801,1737,1817,1830,1479,1197,895,501,11177,12153,9673,20890,23802,25465,22927,17649,8416,2372,143356
