CED_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
CED408,21378,19534,6068,411,47387,13607,1224,62212,635,99,173,20,926,1604,35,2563,121,53,44,5,226,144,21,387,756,147,219,23,1150,1753,53,2952,57,23,44,9,134,326,5,462,21,0,4,0,22,58,0,84,3,0,0,0,5,5,0,16,0,0,0,0,0,0,0,0,4,8,0,0,11,6,0,20,87,33,50,9,176,403,3,587,54,11,10,3,79,154,6,236,32,0,7,0,37,84,7,125,0,0,0,0,0,3,0,4,11,10,4,0,26,22,0,53,98,25,18,4,140,264,8,412,62,22,8,0,91,80,7,179,22379,19762,6359,439,48942,16102,1299,66339
CED409,13380,18787,9760,737,42670,12071,1652,56386,1231,946,1653,139,3976,4424,373,8772,122,110,220,15,459,392,56,908,1356,1053,1874,154,4438,4815,429,9677,128,106,130,10,384,758,46,1187,0,0,7,5,8,50,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,0,7,138,112,134,16,403,812,49,1261,56,0,10,0,69,123,7,199,13,0,0,0,17,58,3,72,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,6,67,4,10,0,85,189,8,283,33,32,13,0,81,75,4,156,14978,19996,11794,906,47668,17951,2144,67764
CED410,13993,19081,5145,520,38729,10185,1527,50443,2238,1835,947,102,5122,4697,365,10189,1147,1006,465,76,2692,1565,284,4541,3387,2843,1409,179,7818,6265,649,14726,1465,891,481,89,2923,3892,343,7157,90,17,12,3,120,268,25,415,147,29,14,6,202,226,16,441,37,8,6,5,51,62,5,113,0,10,0,0,13,11,5,23,1746,951,508,105,3310,4451,392,8149,9,0,0,0,9,30,0,38,0,0,0,0,9,9,0,18,0,0,0,0,0,0,0,0,12,6,5,0,30,20,5,50,30,10,5,0,42,55,5,103,35,24,11,0,79,87,10,175,19185,22901,7082,802,49975,21046,2580,73606
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,14951,21848,8069,568,45433,11364,1539,58338,536,160,255,26,982,1584,67,2625,125,60,73,12,270,373,29,675,662,218,325,37,1252,1956,94,3299,192,56,109,18,370,936,49,1357,65,34,40,3,140,236,13,394,94,16,13,5,122,154,8,288,17,0,3,0,17,11,0,27,8,17,5,0,32,17,5,51,372,125,165,25,686,1351,79,2111,44,0,8,0,51,83,3,140,12,0,4,0,20,62,0,82,0,0,0,0,5,3,0,8,17,0,0,0,22,28,0,49,77,8,12,0,96,179,10,274,15,12,6,0,37,30,0,69,16078,22215,8571,631,47493,14880,1718,64091
CED502,12757,22350,7369,758,43231,10910,1720,55864,1022,757,730,84,2596,2741,195,5533,99,87,58,14,261,227,27,511,1124,845,793,101,2862,2964,219,6048,80,61,65,6,210,286,25,524,65,31,31,11,135,146,28,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,7,0,38,42,0,74,154,108,99,26,390,474,49,912,24,0,9,0,37,125,5,164,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,26,9,4,3,40,25,6,70,48,15,12,3,76,158,11,240,9,7,7,6,30,30,0,59,14086,23331,8275,886,46581,14539,1998,63120
CED503,16738,17166,6147,427,40481,10533,1120,52137,1044,180,277,25,1534,2348,79,3954,324,87,114,8,536,521,37,1088,1365,267,392,36,2061,2865,110,5046,81,26,29,5,138,319,14,469,90,22,18,0,125,62,5,189,82,14,17,0,121,77,3,197,86,16,7,4,114,46,0,155,24,6,4,5,42,32,0,74,361,82,78,15,538,527,32,1092,70,6,14,0,91,193,7,285,119,4,14,0,140,230,3,377,5,12,0,0,20,8,0,29,14,11,6,0,31,21,0,49,211,30,35,4,277,457,9,740,25,10,8,0,40,46,4,86,18695,17562,6660,479,43398,14429,1271,59100
CED504,13573,18791,6899,803,40069,10623,1653,52352,2365,2058,1480,180,6085,5311,561,11952,314,270,209,28,824,650,72,1545,2688,2326,1688,205,6905,5960,635,13496,140,49,58,13,258,397,13,668,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,16,11,6,0,35,30,0,65,157,55,67,14,294,435,18,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,9,12,9,0,3,21,24,0,48,16430,21184,8658,1023,47297,17043,2312,66651
CED505,10656,16827,3229,327,31043,6500,1206,38745,1923,1394,819,85,4214,3494,467,8183,1887,1425,672,90,4076,2262,494,6830,3811,2817,1489,174,8290,5760,964,15017,920,414,223,56,1613,2183,267,4059,961,346,166,33,1499,2184,221,3911,967,294,186,33,1483,1913,181,3580,268,81,55,15,427,416,60,907,8,9,3,0,19,12,0,32,3123,1143,629,135,5033,6710,739,12482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,8,3,18,0,7,0,0,10,7,3,18,13,3,3,0,20,33,0,56,17606,20801,5352,641,44395,19010,2913,66316
CED506,16320,17684,6126,623,40748,12317,1521,54581,844,567,473,85,1970,2261,161,4394,330,203,91,3,640,445,58,1145,1181,774,564,95,2610,2706,219,5534,222,94,83,10,408,651,56,1112,55,11,4,4,78,101,5,185,32,17,4,0,53,59,4,114,32,10,5,0,44,85,6,132,7,4,0,0,12,9,0,24,345,129,98,16,592,914,78,1581,448,90,47,10,591,623,44,1252,57,10,5,0,73,120,4,194,35,20,4,9,69,81,7,159,63,43,16,3,114,47,18,180,593,160,78,17,842,876,71,1789,182,94,30,9,318,354,24,690,18618,18838,6892,758,45105,17157,1908,64174
CED507,16595,16523,5773,389,39271,10752,1387,51414,893,294,410,27,1617,2597,124,4343,224,114,71,4,415,306,41,757,1116,410,476,30,2034,2901,170,5103,98,41,35,4,184,326,23,527,10,8,13,5,35,65,5,104,18,0,0,0,18,13,0,30,20,4,0,0,17,12,0,32,11,6,0,0,19,15,0,39,161,62,45,5,272,441,25,736,87,20,11,6,119,213,5,341,97,14,4,0,114,187,14,315,8,10,3,0,18,26,0,43,10,9,6,0,28,19,0,48,198,47,24,4,280,448,22,750,35,28,7,0,76,60,7,142,18106,17069,6327,425,41933,14599,1611,58142
CED508,12757,18502,5350,490,37098,8677,1628,47399,1552,950,823,73,3397,3402,309,7111,760,419,313,35,1533,1123,174,2825,2313,1370,1135,108,4930,4525,484,9941,228,75,99,20,420,756,62,1237,324,107,134,20,589,983,91,1661,740,164,110,15,1036,1164,104,2305,119,18,26,0,164,201,16,380,36,23,16,0,72,49,5,124,1450,389,378,59,2276,3155,277,5711,3,0,0,0,3,12,0,14,102,3,13,3,124,200,9,330,0,0,0,0,0,0,0,0,12,4,4,0,21,17,0,41,118,9,18,4,150,223,6,384,16,13,0,0,25,46,7,83,16657,20278,6884,665,44486,16624,2402,63514
CED509,15134,21837,6297,528,43806,9673,1194,54671,729,458,435,46,1676,1981,136,3790,174,85,113,13,383,358,38,780,908,548,552,61,2062,2342,173,4573,65,21,32,10,131,201,12,345,59,24,43,6,124,209,17,357,24,8,9,0,44,56,4,100,14,0,7,0,20,37,3,53,21,18,5,0,47,42,0,87,177,70,97,21,360,539,37,942,27,4,0,0,35,36,0,73,32,3,3,0,38,103,0,145,0,6,0,0,10,3,0,14,10,5,4,3,21,9,5,39,75,21,13,3,107,159,5,268,18,25,12,3,52,30,0,80,16314,22496,6972,613,46386,12733,1413,60539
CED510,15730,22191,4815,383,43120,7309,908,51333,982,492,448,30,1951,1921,102,3975,452,233,163,10,858,547,91,1497,1437,721,609,44,2814,2469,191,5475,111,16,27,6,158,295,13,469,132,27,46,5,209,321,36,568,162,36,51,12,269,273,39,581,0,0,0,0,0,0,0,0,17,14,5,0,42,36,0,82,420,91,138,23,677,934,93,1701,32,3,3,0,43,79,0,129,6,0,0,0,7,5,0,19,6,0,0,0,6,0,0,0,4,8,0,0,11,3,5,22,51,7,3,3,72,93,10,173,5,0,0,0,17,18,0,29,17649,23022,5573,449,46694,10819,1205,58715
CED511,18695,16089,5565,526,40873,15432,1431,57739,670,400,326,34,1430,2461,126,4014,98,64,27,3,189,177,23,386,769,467,349,38,1618,2632,147,4403,68,35,22,3,132,357,15,505,0,5,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,15,15,3,36,82,46,27,3,151,382,20,548,104,12,12,3,128,224,5,358,73,13,5,6,97,183,5,286,15,6,0,0,23,14,0,37,28,17,4,0,49,37,7,87,217,46,23,9,295,458,14,764,91,69,27,3,188,165,12,365,19851,16709,5990,576,43120,19075,1622,63824
CED512,13515,24603,7393,541,46045,9088,1082,56214,826,329,382,18,1556,1477,76,3111,116,58,81,3,258,195,22,472,943,387,462,24,1814,1676,94,3583,12,5,13,0,25,26,3,56,33,17,7,3,57,81,5,149,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,15,11,3,0,32,25,0,60,62,28,26,5,120,140,8,268,15,0,4,0,19,92,0,117,4,0,0,0,3,13,0,19,13,4,0,0,16,17,0,29,4,4,0,0,11,0,0,15,36,8,8,0,50,123,6,183,4,10,0,0,12,20,0,33,14553,25033,7878,573,48043,11047,1190,60283
CED513,10412,12732,3530,488,27163,8383,1812,37357,2673,1791,1026,164,5654,5571,580,11798,1853,1121,535,97,3617,2335,546,6493,4532,2910,1565,264,9268,7907,1120,18296,1241,405,336,79,2053,3240,338,5627,1107,272,195,59,1644,2403,384,4429,1731,471,242,78,2522,3146,508,6168,1837,564,205,76,2674,2446,478,5597,5,5,0,0,11,19,3,32,5925,1721,975,279,8898,11247,1711,21856,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,8,0,36,27,14,70,21,12,8,0,36,28,14,69,14,13,6,0,33,61,5,96,20908,17387,6077,1030,45402,27617,4658,77678
CED514,12504,15744,4936,868,34052,10491,2602,47149,2367,1813,890,228,5302,4614,837,10756,1966,1087,484,180,3726,2489,657,6864,4337,2901,1376,415,9029,7098,1496,17624,647,328,138,49,1153,1445,195,2794,489,159,79,48,765,1193,154,2115,660,171,88,43,961,1142,149,2262,722,180,88,36,1025,849,128,2002,15,5,5,0,26,18,0,50,2525,851,386,175,3935,4650,629,9217,10,3,0,0,14,31,3,49,29,0,6,0,29,65,0,99,0,0,0,0,0,0,0,3,6,7,0,0,20,5,5,34,46,14,4,0,65,110,9,184,20,16,11,0,50,61,9,116,19429,19532,6720,1457,47131,22417,4741,74290
CED515,14530,23758,5056,588,43938,8495,1306,53735,1407,1236,700,87,3430,3008,209,6640,380,403,143,17,941,396,44,1387,1784,1637,838,103,4367,3408,254,8025,219,216,112,12,557,700,33,1288,84,11,13,5,113,176,11,298,246,50,26,4,327,282,10,615,64,8,11,4,80,94,5,174,18,17,9,3,51,26,4,81,624,298,172,25,1129,1273,65,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,16,3,0,3,0,9,0,0,13,17,12,8,4,37,23,4,64,16967,25715,6074,722,49478,13197,1620,64292
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CED601,11464,10009,4599,379,26455,9568,1253,37281,420,183,260,27,890,1520,109,2514,232,154,93,9,493,296,65,861,659,331,358,37,1379,1818,173,3374,412,145,199,15,777,1484,118,2375,17,15,8,0,40,65,6,112,8,0,0,0,8,18,5,31,6,0,0,0,4,3,0,9,25,8,11,0,49,55,7,114,464,169,223,17,872,1633,131,2638,14,3,5,0,17,63,6,86,6,0,0,0,6,4,0,16,3,3,0,0,6,5,0,13,29,9,9,0,52,49,13,117,53,16,13,0,88,118,17,225,17,14,6,0,33,48,4,88,12658,10539,5197,435,28826,13184,1580,43594
CED602,12978,10130,4819,348,28277,11025,956,40262,441,98,292,25,854,2066,62,2988,63,23,40,5,137,228,21,385,502,127,329,32,995,2294,83,3368,40,20,11,0,71,119,8,194,0,0,0,0,4,42,0,43,8,0,3,0,16,30,0,46,0,0,0,0,0,0,0,0,0,3,3,0,7,6,0,14,55,24,18,0,99,192,10,304,41,5,8,0,58,130,6,192,38,9,11,3,60,69,3,130,0,3,0,0,3,7,0,13,17,12,7,0,35,26,5,66,97,28,29,3,156,232,16,404,30,17,5,0,49,42,3,96,13660,10328,5199,382,29570,13782,1067,44424
CED603,9304,9636,4051,401,23392,8056,1727,33181,316,177,152,18,661,949,134,1746,502,231,144,26,908,693,204,1802,813,412,294,46,1565,1637,341,3551,1100,465,378,53,1997,2505,360,4861,240,57,34,15,348,531,92,963,162,35,43,11,254,276,63,593,14,0,0,0,12,16,0,31,30,15,5,4,52,50,8,109,1542,579,457,85,2662,3375,516,6553,0,0,0,0,0,10,0,12,5,3,4,0,17,21,0,41,0,0,0,0,0,0,0,4,39,26,12,0,73,43,22,143,48,28,13,0,92,83,22,196,22,15,13,0,56,59,7,122,11740,10667,4832,535,27775,13207,2614,43596
CED604,12304,12006,4693,393,29395,9389,1087,39869,237,78,119,10,444,850,38,1336,194,77,68,7,349,277,34,662,430,150,192,17,794,1132,70,1993,72,31,41,4,144,251,10,412,18,6,3,0,28,41,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,7,0,21,5,3,29,102,42,53,4,196,296,14,513,22,6,0,0,26,43,3,75,30,7,3,0,39,56,3,96,5,0,0,0,4,4,0,9,17,13,3,5,32,22,3,55,61,19,12,5,104,125,10,239,21,16,0,0,35,33,0,71,12915,12237,4954,414,30522,10977,1176,42677
CED605,13369,11001,4895,328,29602,10481,889,40970,168,61,77,5,312,555,25,894,84,33,29,5,152,74,0,226,248,99,108,13,469,629,30,1124,296,106,223,6,635,866,54,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,15,16,0,26,293,115,223,6,643,876,54,1578,48,6,11,0,63,106,4,170,24,9,3,0,36,32,5,78,4,3,0,0,14,7,0,19,20,11,5,0,41,27,0,70,98,33,18,0,148,171,12,336,32,28,0,0,58,50,0,115,14047,11268,5254,355,30919,12212,984,44115
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,6141,10030,3527,502,20197,4286,929,25420,696,737,428,64,1925,1385,141,3451,250,205,129,17,589,408,74,1076,939,939,554,81,2513,1795,213,4526,195,95,75,13,378,473,33,880,29,37,25,9,92,77,3,175,44,41,30,0,112,61,19,185,0,0,0,0,0,0,0,0,4,6,3,0,10,11,0,25,270,169,128,22,591,617,55,1262,211,49,29,4,290,292,13,596,29,20,9,0,62,99,5,165,52,18,7,3,80,82,7,172,15,4,0,0,28,20,3,49,309,86,52,8,454,494,30,975,136,70,43,5,250,296,19,566,7802,11290,4301,616,24011,7483,1243,32742
CED702,5426,9211,3047,249,17939,3137,1037,22107,480,377,274,45,1180,1108,102,2393,550,408,282,32,1274,690,182,2146,1031,783,557,81,2454,1799,285,4536,906,689,398,67,2060,1658,270,3983,449,392,121,25,981,678,154,1823,851,549,244,45,1696,1058,331,3085,881,352,106,24,1374,949,271,2592,3,3,0,0,11,10,0,20,3100,1990,875,162,6122,4359,1028,11514,48,10,0,0,63,75,0,146,12,4,0,0,16,19,0,33,0,0,0,0,4,9,0,11,7,7,0,0,16,3,4,19,65,19,0,4,91,105,5,205,19,7,12,0,28,63,3,102,9640,12009,4490,498,26640,9464,2363,38465
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
CED801,11681,16613,4666,372,33335,7270,823,41425,1177,767,710,59,2703,2502,150,5350,949,830,513,54,2345,1387,225,3963,2125,1596,1218,115,5053,3890,372,9315,257,175,144,10,584,579,44,1203,379,217,74,26,699,571,79,1345,645,283,139,32,1096,1045,118,2258,330,122,77,15,546,588,71,1209,26,29,15,6,75,74,5,156,1645,821,450,90,2998,2855,320,6171,0,0,0,0,0,3,0,9,14,7,6,3,26,40,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,14,10,6,3,30,43,8,84,19,13,3,0,39,29,0,72,15482,19045,6346,576,41454,14084,1528,57064
CED802,7469,10476,2519,254,20705,4919,1428,27051,759,479,246,26,1512,1458,181,3155,1960,1270,547,106,3878,1887,745,6512,2714,1751,793,138,5393,3352,931,9671,936,409,231,34,1600,1895,325,3828,1224,398,227,63,1919,2102,462,4484,2262,527,277,57,3118,3467,548,7132,1145,252,120,40,1545,1558,363,3467,81,34,12,0,126,127,14,274,5646,1607,864,194,8317,9150,1716,19183,5,0,5,0,15,28,0,35,5,0,3,0,12,22,7,39,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,10,3,9,0,29,52,7,81,21,9,3,0,38,46,9,89,15863,13844,4187,587,34479,17508,4085,56079
CED803,9442,17920,4196,374,31932,5831,1139,38905,1140,1023,666,65,2892,2155,216,5261,1166,1354,615,72,3204,1158,325,4687,2300,2380,1284,139,6096,3312,537,9952,137,86,58,0,289,280,34,605,545,267,120,25,960,802,161,1922,1130,372,154,53,1708,1300,236,3243,569,169,68,36,842,548,136,1526,7,4,0,0,15,5,5,21,2391,905,411,114,3808,2941,572,7321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,9,0,0,9,15,14,13,0,41,23,8,70,14152,21208,5898,625,41883,12103,2255,56249
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
